Date,Revenue
2013-09-17,5410121.46
2013-09-18,4460453.69
2013-09-19,2995364.48
2013-09-20,3316913.08
2013-09-21,3799564.88
2013-09-22,3243304.2
2013-09-23,4426354.9
2013-09-24,4673257.46
2013-09-25,4851490.55
2013-09-26,4120039.5
2013-09-27,4676571.41
2013-09-28,7035889.97
2013-09-29,5087376.98
2013-09-30,5768935.23
2013-10-01,5389130.81
2013-10-02,5393969.29
2013-10-03,2026611.74
2013-10-04,2912944.43
2013-10-05,2463961.82
2013-10-06,2875234.12
2013-10-07,2084519.3
2013-10-08,2982770.86
2013-10-09,3524600.98
2013-10-10,4018321.34
2013-10-11,1938342.36
2013-10-12,3170838.37
2013-10-13,3719451.39
2013-10-14,3097590.81
2013-10-15,4062456.23
2013-10-16,4801027.51
2013-10-17,3348412.32
2013-10-18,3238854.55
2013-10-19,3376648.2
2013-10-20,2888479.98
2013-10-21,3409990.75
2013-10-22,3932052.89
2013-10-23,4895108.72
2013-10-24,4333852.18
2013-10-25,3503713.92
2013-10-26,2923604.47
2013-10-27,2949737.88
2013-10-28,3235799.73
2013-10-29,5981959.98
2013-10-30,6960811.52
2013-10-31,5649038.29
2013-11-01,4823330.61
2013-11-02,4871579.51
2013-11-03,2310551.56
2013-11-04,2638652.15
2013-11-05,3529966.51
2013-11-06,2440647.75
2013-11-07,2145217.46
2013-11-08,2200221.02
2013-11-09,2018930.67
2013-11-10,2722218.97
2013-11-11,3495969.18
2013-11-12,5162437.56
2013-11-13,4681263.25
2013-11-14,3118904.74
2013-11-15,3370811.62
2013-11-16,3365890.12
2013-11-17,2416530.15
2013-11-18,2109164.6
2013-11-19,3237660.32
2013-11-20,3321114.32
2013-11-21,2595234.4
2013-11-22,2550262.64
2013-11-23,2054330.57
2013-11-24,2519706.85
2013-11-25,2406331.38
2013-11-26,3107204.99
2013-11-27,3123410.59
2013-11-28,3580033.44
2013-11-29,1768057.43
2013-11-30,2685677.46
2013-12-01,2391698.09
2013-12-02,2263746.75
2013-12-03,1933337.47
2013-12-04,2924599.17
2013-12-05,2231578.75
2013-12-06,1718341.54
2013-12-07,1444180.43
2013-12-08,1714762.98
2013-12-09,1959405.6
2013-12-10,2256213.74
2013-12-11,3016597.65
2013-12-12,2988571.87
2013-12-13,2131538.29
2013-12-14,2245758.87
2013-12-15,2154695.59
2013-12-16,2694197.04
2013-12-17,3167410.81
2013-12-18,3189533.36
2013-12-19,3062553.19
2013-12-20,2500743.7
2013-12-21,3213344.27
2013-12-22,3476225.97
2013-12-23,2932660.62
2013-12-24,2629786.52
2013-12-25,3807864.44
2013-12-26,3278628.42
2013-12-27,1853472.36
2013-12-28,3547336.16
2013-12-29,6516622.75
2013-12-30,5792994.45
2013-12-31,6247467.59
2014-01-01,5743739.48
2014-01-02,3787850.5
2014-01-03,2354832.6
2014-01-04,2243604.06
2014-01-05,2361866.5
2014-01-06,2639202.87
2014-01-07,3437125.39
2014-01-08,2250519.73
2014-01-09,2214274.18
2014-01-10,1886360.71
2014-01-11,2550841.93
2014-01-12,2172729.29
2014-01-13,2467719.52
2014-01-14,3356963.59
2014-01-15,3637788.72
2014-01-16,2005770.41
2014-01-17,2464459.86
2014-01-18,1718246.3
2014-01-19,2453121.94
2014-01-20,3133739.97
2014-01-21,3590697.9
2014-01-22,3244854.06
2014-01-23,3187811.81
2014-01-24,1812010.8
2014-01-25,2221742.74
2014-01-26,2002533.83
2014-01-27,2983790.31
2014-01-28,5411096.61
2014-01-29,4892083.36
2014-01-30,3844256.32
2014-01-31,3732079.59
2014-02-01,3825094.63
2014-02-02,2382294.19
2014-02-03,2051412.93
2014-02-04,2787111.54
2014-02-05,2599325.56
2014-02-06,2415914.42
2014-02-07,3381887.13
2014-02-08,2907660.51
2014-02-09,2947940.87
2014-02-10,3705563.44
2014-02-11,4637151.61
2014-02-12,3457342.17
2014-02-13,3190217.92
2014-02-14,2632487.0
2014-02-15,2873057.42
2014-02-16,3990264.22
2014-02-17,3757742.25
2014-02-18,4902775.35
2014-02-19,4469573.84
2014-02-20,3050037.65
2014-02-21,3394380.68
2014-02-22,4262143.74
2014-02-23,3997442.72
2014-02-24,4743111.4
2014-02-25,6869199.08
2014-02-26,7766238.39
2014-02-27,5932389.78
2014-02-28,5511196.67
2014-03-01,4400079.49
2014-03-02,4943352.33
2014-03-03,3637156.46
2014-03-04,4742209.79
2014-03-05,5310211.41
2014-03-06,5506734.13
2014-03-07,3167820.98
2014-03-08,3577664.95
2014-03-09,3828277.38
2014-03-10,4725035.68
2014-03-11,5775004.59
2014-03-12,6930320.53
2014-03-13,5304893.97
2014-03-14,4544809.4
2014-03-15,4691387.16
2014-03-16,5553669.8
2014-03-17,6623777.28
2014-03-18,5707570.51
2014-03-19,7282983.0
2014-03-20,6459634.76
2014-03-21,4506741.28
2014-03-22,4682426.76
2014-03-23,5239607.0
2014-03-24,5516390.06
2014-03-25,6858764.17
2014-03-26,7966063.19
2014-03-27,8330175.47
2014-03-28,5747360.19
2014-03-29,6857129.34
2014-03-30,12784107.1
2014-03-31,12312523.89
2014-04-01,12163891.23
2014-04-02,13046471.25
2014-04-03,9642469.77
2014-04-04,3027057.03
2014-04-05,4578612.03
2014-04-06,4749333.13
2014-04-07,4614814.59
2014-04-08,6392830.04
2014-04-09,6139037.72
2014-04-10,5203589.72
2014-04-11,5105964.56
2014-04-12,5687376.75
2014-04-13,4945405.38
2014-04-14,6921493.59
2014-04-15,7871571.71
2014-04-16,7912857.96
2014-04-17,5557754.18
2014-04-18,5700339.67
2014-04-19,6624958.05
2014-04-20,6418388.34
2014-04-21,8414591.83
2014-04-22,10131097.46
2014-04-23,8191044.84
2014-04-24,6761050.63
2014-04-25,7297129.72
2014-04-26,7473782.26
2014-04-27,9019804.81
2014-04-28,11814441.72
2014-04-29,17347427.27
2014-04-30,13811054.06
2014-05-01,13289875.45
2014-05-02,9037359.63
2014-05-03,8214103.42
2014-05-04,2887053.22
2014-05-05,4251113.98
2014-05-06,5130961.6
2014-05-07,6175024.0
2014-05-08,6845994.59
2014-05-09,3896896.85
2014-05-10,5476367.67
2014-05-11,5960839.36
2014-05-12,6171798.51
2014-05-13,6357034.06
2014-05-14,8953168.22
2014-05-15,7521179.22
2014-05-16,7254155.54
2014-05-17,6473741.19
2014-05-18,7502869.16
2014-05-19,6717427.22
2014-05-20,6998009.98
2014-05-21,9232803.8
2014-05-22,8682669.79
2014-05-23,6481511.11
2014-05-24,5624884.34
2014-05-25,7834743.41
2014-05-26,7196331.6
2014-05-27,11197544.52
2014-05-28,14237002.33
2014-05-29,12708438.64
2014-05-30,13573669.01
2014-05-31,12424970.9
2014-06-01,11536710.05
2014-06-02,10120772.07
2014-06-03,7433951.35
2014-06-04,6422990.57
2014-06-05,4701261.04
2014-06-06,4455750.46
2014-06-07,5291724.53
2014-06-08,5672479.42
2014-06-09,5745736.68
2014-06-10,8176131.42
2014-06-11,6815089.25
2014-06-12,6198469.27
2014-06-13,5808360.57
2014-06-14,6159350.48
2014-06-15,6251988.62
2014-06-16,7506669.47
2014-06-17,7985873.38
2014-06-18,6928139.58
2014-06-19,5160401.64
2014-06-20,5726955.46
2014-06-21,5534870.9
2014-06-22,6871043.81
2014-06-23,7520898.79
2014-06-24,8318751.36
2014-06-25,7464560.81
2014-06-26,5465498.81
2014-06-27,6215342.27
2014-06-28,6715989.51
2014-06-29,10967240.25
2014-06-30,8960784.4
2014-07-01,9836345.7
2014-07-02,8037264.4
2014-07-03,6599126.14
2014-07-04,1539342.27
2014-07-05,2247607.0
2014-07-06,2992177.47
2014-07-07,3321041.63
2014-07-08,4389991.98
2014-07-09,5089459.45
2014-07-10,5277348.24
2014-07-11,3680744.54
2014-07-12,3635150.5
2014-07-13,4538183.38
2014-07-14,4180514.48
2014-07-15,4729914.86
2014-07-16,5725200.44
2014-07-17,5475110.93
2014-07-18,4518235.32
2014-07-19,4203668.56
2014-07-20,4322625.55
2014-07-21,4796649.21
2014-07-22,6208113.76
2014-07-23,7566031.17
2014-07-24,5905615.09
2014-07-25,4437108.92
2014-07-26,4875867.56
2014-07-27,4695097.96
2014-07-28,5659848.32
2014-07-29,8325936.32
2014-07-30,9849002.97
2014-07-31,12499623.55
2014-08-01,10268362.3
2014-08-02,9437585.35
2014-08-03,8311634.97
2014-08-04,7920532.02
2014-08-05,4783590.74
2014-08-06,5768372.14
2014-08-07,4368310.48
2014-08-08,2772020.29
2014-08-09,3001539.63
2014-08-10,3823485.27
2014-08-11,4332284.65
2014-08-12,4968367.41
2014-08-13,5893608.69
2014-08-14,5049141.59
2014-08-15,4964547.64
2014-08-16,4183136.08
2014-08-17,4553293.21
2014-08-18,3852897.93
2014-08-19,5491853.95
2014-08-20,6252896.94
2014-08-21,5420386.94
2014-08-22,3980335.94
2014-08-23,3604919.44
2014-08-24,3975022.95
2014-08-25,4982068.72
2014-08-26,5315751.01
2014-08-27,7880420.55
2014-08-28,13900846.53
2014-08-29,12683009.27
2014-08-30,11574198.37
2014-08-31,11951398.65
2014-09-01,10306541.25
2014-09-02,1980913.22
2014-09-03,2013419.84
2014-09-04,2079554.62
2014-09-05,3009749.32
2014-09-06,2651615.67
2014-09-07,3257294.39
2014-09-08,3789247.34
2014-09-09,3050893.58
2014-09-10,2734213.18
2014-09-11,3603376.76
2014-09-12,3387921.49
2014-09-13,4488375.88
2014-09-14,4664595.04
2014-09-15,3434401.74
2014-09-16,3499018.93
2014-09-17,2159581.94
2014-09-18,3245614.46
2014-09-19,3152106.06
2014-09-20,3934660.56
2014-09-21,4973677.98
2014-09-22,4691002.44
2014-09-23,3267077.04
2014-09-24,3651189.03
2014-09-25,3991936.34
2014-09-26,4802241.84
2014-09-27,5922266.1
2014-09-28,6894981.49
2014-09-29,6358369.55
2014-09-30,5625701.93
2014-10-01,4131059.59
2014-10-02,2166020.29
2014-10-03,2713373.58
2014-10-04,3061013.56
2014-10-05,3514973.01
2014-10-06,4584954.57
2014-10-07,3826571.36
2014-10-08,3298742.48
2014-10-09,2480246.09
2014-10-10,3324677.65
2014-10-11,3249272.4
2014-10-12,3964814.61
2014-10-13,5257692.13
2014-10-14,5353820.23
2014-10-15,3174858.73
2014-10-16,3035433.21
2014-10-17,3041887.24
2014-10-18,3295901.64
2014-10-19,3906454.96
2014-10-20,4406719.83
2014-10-21,4158469.93
2014-10-22,3185076.38
2014-10-23,3397945.31
2014-10-24,2910624.78
2014-10-25,3710088.5
2014-10-26,3332635.64
2014-10-27,5247620.14
2014-10-28,6122484.1
2014-10-29,6191276.35
2014-10-30,6250389.79
2014-10-31,4687679.79
2014-11-01,4474322.51
2014-11-02,3503909.61
2014-11-03,2511155.37
2014-11-04,1758772.81
2014-11-05,2080412.08
2014-11-06,2338580.92
2014-11-07,2391118.65
2014-11-08,2603594.99
2014-11-09,3896973.5
2014-11-10,3578790.21
2014-11-11,3265211.84
2014-11-12,2687977.35
2014-11-13,3661668.42
2014-11-14,4104922.66
2014-11-15,3332537.35
2014-11-16,3926705.12
2014-11-17,3901928.25
2014-11-18,2299920.21
2014-11-19,2365334.24
2014-11-20,2712056.74
2014-11-21,2642726.69
2014-11-22,2355839.63
2014-11-23,2702782.41
2014-11-24,2994851.12
2014-11-25,1951300.95
2014-11-26,3005133.94
2014-11-27,4582936.62
2014-11-28,3803816.23
2014-11-29,3693923.36
2014-11-30,4164373.0
2014-12-01,3293606.72
2014-12-02,1913468.28
2014-12-03,1725054.96
2014-12-04,1490172.71
2014-12-05,1855814.16
2014-12-06,2498471.96
2014-12-07,2209128.82
2014-12-08,3029845.63
2014-12-09,3265900.4
2014-12-10,2659858.85
2014-12-11,2499031.03
2014-12-12,2451281.84
2014-12-13,2618181.33
2014-12-14,2868448.18
2014-12-15,3675108.42
2014-12-16,3587166.39
2014-12-17,2950563.8
2014-12-18,2684991.91
2014-12-19,3424258.6
2014-12-20,3898670.99
2014-12-21,4372128.59
2014-12-22,3430574.36
2014-12-23,2791569.02
2014-12-24,2610156.84
2014-12-25,2573745.23
2014-12-26,2922497.3
2014-12-27,3575283.76
2014-12-28,8484445.21
2014-12-29,7063840.79
2014-12-30,5708142.92
2014-12-31,5625288.94
2015-01-01,4576460.18
2015-01-02,1625420.31
2015-01-03,1176312.94
2015-01-04,2651400.23
2015-01-05,2457539.39
2015-01-06,1621284.62
2015-01-07,1981408.07
2015-01-08,1318438.15
2015-01-09,2144901.8
2015-01-10,1830727.22
2015-01-11,3254430.17
2015-01-12,2427966.79
2015-01-13,2138729.21
2015-01-14,2835456.9
2015-01-15,2047933.05
2015-01-16,2569213.44
2015-01-17,2588700.22
2015-01-18,3021302.7
2015-01-19,2851705.68
2015-01-20,2455411.13
2015-01-21,2603856.87
2015-01-22,2683523.21
2015-01-23,2703262.73
2015-01-24,4004609.82
2015-01-25,4665645.74
2015-01-26,4084367.08
2015-01-27,3116141.82
2015-01-28,4612174.41
2015-01-29,5300109.93
2015-01-30,4336302.07
2015-01-31,4195901.17
2015-02-01,4977201.37
2015-02-02,2901454.29
2015-02-03,1779457.49
2015-02-04,2496729.14
2015-02-05,2500351.24
2015-02-06,3457294.9
2015-02-07,3570886.94
2015-02-08,4197082.23
2015-02-09,4490187.64
2015-02-10,2813867.9
2015-02-11,3311241.3
2015-02-12,3468141.29
2015-02-13,4164849.99
2015-02-14,4312422.12
2015-02-15,4757224.49
2015-02-16,4817928.66
2015-02-17,4293160.67
2015-02-18,3209407.04
2015-02-19,3793775.02
2015-02-20,4760336.65
2015-02-21,4368539.08
2015-02-22,5784606.22
2015-02-23,7360399.98
2015-02-24,5473140.47
2015-02-25,8502202.85
2015-02-26,6528340.52
2015-02-27,4695415.58
2015-02-28,3896812.17
2015-03-01,4612623.19
2015-03-02,1204115.66
2015-03-03,2971078.12
2015-03-04,3275231.73
2015-03-05,3623778.02
2015-03-06,4126698.63
2015-03-07,3652751.16
2015-03-08,3679065.16
2015-03-09,4520902.2
2015-03-10,5042080.93
2015-03-11,6098020.8
2015-03-12,4869770.72
2015-03-13,3474969.89
2015-03-14,4711284.42
2015-03-15,5040735.75
2015-03-16,5602879.7
2015-03-17,5692241.74
2015-03-18,6793794.72
2015-03-19,6012381.06
2015-03-20,4887915.96
2015-03-21,4566270.71
2015-03-22,5271032.0
2015-03-23,5172623.98
2015-03-24,6187718.83
2015-03-25,6763449.95
2015-03-26,6983791.47
2015-03-27,5007891.27
2015-03-28,5941997.22
2015-03-29,6087900.7
2015-03-30,14251354.04
2015-03-31,14813965.34
2015-04-01,13697879.88
2015-04-02,11638587.41
2015-04-03,10239965.04
2015-04-04,4214414.51
2015-04-05,4549233.48
2015-04-06,5947351.85
2015-04-07,6969771.13
2015-04-08,6923568.08
2015-04-09,5334934.77
2015-04-10,5286341.9
2015-04-11,7223512.23
2015-04-12,6941143.47
2015-04-13,8008850.6
2015-04-14,9764966.49
2015-04-15,8464241.45
2015-04-16,6025485.77
2015-04-17,6481493.13
2015-04-18,7432727.07
2015-04-19,6854069.17
2015-04-20,8942873.22
2015-04-21,11246554.8
2015-04-22,9099886.14
2015-04-23,7548994.85
2015-04-24,6578500.68
2015-04-25,9981817.81
2015-04-26,8486257.42
2015-04-27,11233528.64
2015-04-28,14371525.01
2015-04-29,15294818.22
2015-04-30,14911130.64
2015-05-01,11462217.29
2015-05-02,8951414.69
2015-05-03,7902349.85
2015-05-04,4063632.19
2015-05-05,4993358.48
2015-05-06,5912157.02
2015-05-07,6417545.13
2015-05-08,4654167.53
2015-05-09,4178643.57
2015-05-10,5135747.06
2015-05-11,6740124.2
2015-05-12,6877097.83
2015-05-13,8472230.27
2015-05-14,8373161.73
2015-05-15,6454103.0
2015-05-16,6409003.84
2015-05-17,6593507.34
2015-05-18,7049312.68
2015-05-19,8167385.27
2015-05-20,10886447.11
2015-05-21,9585349.34
2015-05-22,6849849.55
2015-05-23,5769728.11
2015-05-24,7759286.87
2015-05-25,6648911.62
2015-05-26,7250067.07
2015-05-27,11264269.11
2015-05-28,10886440.76
2015-05-29,7443400.33
2015-05-30,14386454.27
2015-05-31,12847323.1
2015-06-01,12707400.56
2015-06-02,10370270.22
2015-06-03,12915899.82
2015-06-04,4389371.3
2015-06-05,4689415.18
2015-06-06,4504545.31
2015-06-07,4737477.49
2015-06-08,5997977.12
2015-06-09,7149148.38
2015-06-10,7033422.25
2015-06-11,5174085.58
2015-06-12,6351066.12
2015-06-13,5087923.97
2015-06-14,7257781.25
2015-06-15,7185781.7
2015-06-16,7904688.49
2015-06-17,8476249.0
2015-06-18,6561476.72
2015-06-19,5300940.37
2015-06-20,5709630.01
2015-06-21,5755437.59
2015-06-22,8091120.75
2015-06-23,8014615.36
2015-06-24,8106694.48
2015-06-25,6395417.81
2015-06-26,5791488.27
2015-06-27,5907901.77
2015-06-28,7048110.81
2015-06-29,10266326.47
2015-06-30,10954727.42
2015-07-01,9503954.04
2015-07-02,8552727.69
2015-07-03,6047919.06
2015-07-04,1184319.43
2015-07-05,2966146.59
2015-07-06,2490899.57
2015-07-07,4185006.32
2015-07-08,4333446.86
2015-07-09,6011409.46
2015-07-10,3936544.23
2015-07-11,3965266.87
