Date,COGS
2013-03-06,2622451.1
2013-03-07,3191424.08
2013-03-08,2838056.23
2013-03-09,2560913.71
2013-03-10,2877727.07
2013-03-11,2568418.97
2013-03-12,2853606.73
2013-03-13,3463021.54
2013-03-14,5359353.2
2013-03-15,4206775.58
2013-03-16,2762570.88
2013-03-17,3565497.63
2013-03-18,3743618.37
2013-03-19,3929520.42
2013-03-20,4308112.41
2013-03-21,6496769.78
2013-03-22,6021167.98
2013-03-23,5393148.03
2013-03-24,4610104.28
2013-03-25,4169990.65
2013-03-26,5192620.7
2013-03-27,6081507.57
2013-03-28,7239463.63
2013-03-29,7644413.84
2013-03-30,10600188.31
2013-03-31,8513517.85
2013-04-01,9188774.52
2013-04-02,7374699.1
2013-04-03,7769943.74
2013-04-04,3779960.51
2013-04-05,2637291.44
2013-04-06,3221790.63
2013-04-07,2598895.09
2013-04-08,4351446.44
2013-04-09,3845242.09
2013-04-10,5327749.04
2013-04-11,3794688.65
2013-04-12,3850989.97
2013-04-13,4691901.42
2013-04-14,3873550.82
2013-04-15,4514315.72
2013-04-16,4755791.57
2013-04-17,6617328.78
2013-04-18,5253454.75
2013-04-19,4657092.08
2013-04-20,4722140.67
2013-04-21,5021941.78
2013-04-22,5866886.82
2013-04-23,6907927.03
2013-04-24,7286897.36
2013-04-25,7206948.14
2013-04-26,4860244.05
2013-04-27,5103697.51
2013-04-28,7234100.22
2013-04-29,10423989.71
2013-04-30,8842281.65
2013-05-01,10395426.51
2013-05-02,8989067.99
2013-05-03,6507576.59
2013-05-04,2586608.79
2013-05-05,3268319.42
2013-05-06,3384442.35
2013-05-07,3079887.85
2013-05-08,4267785.48
2013-05-09,4647084.74
2013-05-10,3392369.6
2013-05-11,3347274.34
2013-05-12,3423974.02
2013-05-13,3677688.54
2013-05-14,4515976.68
2013-05-15,5136196.06
2013-05-16,6101584.58
2013-05-17,5213542.1
2013-05-18,4165368.61
2013-05-19,4323889.4
2013-05-20,4872375.63
2013-05-21,4086850.49
2013-05-22,5617374.39
2013-05-23,7150676.62
2013-05-24,5242528.96
2013-05-25,3916382.21
2013-05-26,2889501.26
2013-05-27,3471897.02
2013-05-28,4977411.59
2013-05-29,5841803.19
2013-05-30,10036927.65
2013-05-31,11231361.14
2013-06-01,10314262.16
2013-06-02,9610953.04
2013-06-03,7525850.2
2013-06-04,4297393.33
2013-06-05,5505167.85
2013-06-06,4632206.37
2013-06-07,2986865.05
2013-06-08,2897196.14
2013-06-09,3070545.08
2013-06-10,3582347.82
2013-06-11,3903592.44
2013-06-12,5796177.46
2013-06-13,5559998.61
2013-06-14,3975403.65
2013-06-15,4029821.84
2013-06-16,4551326.63
2013-06-17,4637293.92
2013-06-18,5459331.17
2013-06-19,6031157.35
2013-06-20,5515676.8
2013-06-21,4396745.86
2013-06-22,4111300.17
2013-06-23,4855247.11
2013-06-24,4800223.91
2013-06-25,6142934.34
2013-06-26,8290194.65
2013-06-27,7462815.86
2013-06-28,6043485.1
2013-06-29,9167617.84
2013-06-30,7149429.97
2013-07-01,6248239.94
2013-07-02,6927420.38
2013-07-03,7869401.17
2013-07-04,2408274.98
2013-07-05,2432073.97
2013-07-06,2331799.51
2013-07-07,2950992.63
2013-07-08,2450996.77
2013-07-09,4592718.95
2013-07-10,3797797.81
2013-07-11,5626075.87
2013-07-12,5886949.95
2013-07-13,3995435.41
2013-07-14,4419156.67
2013-07-15,4219310.04
2013-07-16,4135243.61
2013-07-17,4375610.63
2013-07-18,6163756.55
2013-07-19,5960928.51
2013-07-20,3978173.28
2013-07-21,4301699.27
2013-07-22,5032346.99
2013-07-23,3552350.42
2013-07-24,5924978.27
2013-07-25,4978292.65
2013-07-26,5543496.22
2013-07-27,3499528.32
2013-07-28,4917333.26
2013-07-29,6599164.67
2013-07-30,7073525.07
2013-07-31,10851542.12
2013-08-01,12167214.07
2013-08-02,9601836.11
2013-08-03,7786528.35
2013-08-04,7089757.76
2013-08-05,3064145.21
2013-08-06,3592496.3
2013-08-07,3381813.66
2013-08-08,4223344.7
2013-08-09,3418548.13
2013-08-10,2320738.01
2013-08-11,2834815.33
2013-08-12,2566277.36
2013-08-13,3266499.42
2013-08-14,3740726.27
2013-08-15,4896607.22
2013-08-16,4661015.06
2013-08-17,4129676.85
2013-08-18,2947242.18
2013-08-19,3669528.41
2013-08-20,3528369.0
2013-08-21,3591906.04
2013-08-22,5275320.79
2013-08-23,4693020.59
2013-08-24,4087795.83
2013-08-25,3945685.24
2013-08-26,4845153.03
2013-08-27,3950990.04
2013-08-28,4845899.79
2013-08-29,8251851.88
2013-08-30,7247803.25
2013-08-31,8325085.12
2013-09-01,6937336.62
2013-09-02,5986639.99
2013-09-03,3701795.41
2013-09-04,4808183.3
2013-09-05,2729766.04
2013-09-06,2367475.06
2013-09-07,2187848.67
2013-09-08,2611808.27
2013-09-09,3399993.99
2013-09-10,4737093.81
2013-09-11,4075727.91
2013-09-12,3502787.78
2013-09-13,2783517.1
2013-09-14,3289032.18
2013-09-15,2753095.6
2013-09-16,3489729.16
2013-09-17,4728526.43
2013-09-18,3992756.75
2013-09-19,2599191.98
2013-09-20,3045593.87
2013-09-21,3399323.86
2013-09-22,2980813.06
2013-09-23,3977701.82
2013-09-24,4051335.39
2013-09-25,4336304.71
2013-09-26,3761711.17
2013-09-27,4202205.54
2013-09-28,6246182.51
2013-09-29,4359895.07
2013-09-30,5117966.77
2013-10-01,4591599.54
2013-10-02,4651419.05
2013-10-03,1672946.51
2013-10-04,2284930.64
2013-10-05,1952842.64
2013-10-06,2170808.86
2013-10-07,1674894.34
2013-10-08,2404722.52
2013-10-09,2822967.5
2013-10-10,3267316.51
2013-10-11,1556262.82
2013-10-12,2562812.71
2013-10-13,2946745.46
2013-10-14,2398025.79
2013-10-15,3281418.54
2013-10-16,3944302.72
2013-10-17,2713865.33
2013-10-18,2560313.88
2013-10-19,2769325.22
2013-10-20,2302148.44
2013-10-21,2751364.44
2013-10-22,3189287.97
2013-10-23,3861527.06
2013-10-24,3403031.49
2013-10-25,2743366.59
2013-10-26,2331573.03
2013-10-27,2365410.99
2013-10-28,2588267.2
2013-10-29,4833162.34
2013-10-30,5563340.73
2013-10-31,4525813.51
2013-11-01,3780905.84
2013-11-02,3874376.58
2013-11-03,1894570.42
2013-11-04,2128739.96
2013-11-05,2818098.89
2013-11-06,1890461.99
2013-11-07,1755584.37
2013-11-08,1790704.8
2013-11-09,1594615.53
2013-11-10,2099682.78
2013-11-11,2676318.51
2013-11-12,3979066.87
2013-11-13,3622930.35
2013-11-14,2460188.52
2013-11-15,2719077.99
2013-11-16,2733920.22
2013-11-17,1906202.04
2013-11-18,1778409.36
2013-11-19,2746026.34
2013-11-20,2983892.23
2013-11-21,2362389.95
2013-11-22,2542345.82
2013-11-23,2011741.48
2013-11-24,2537974.67
2013-11-25,2358037.25
2013-11-26,3083734.78
2013-11-27,3027393.58
2013-11-28,3514991.8
2013-11-29,1773822.57
2013-11-30,2672025.29
2013-12-01,2420438.06
2013-12-02,2226485.61
2013-12-03,1904782.57
2013-12-04,2877557.67
2013-12-05,2246889.53
2013-12-06,1744505.5
2013-12-07,1408359.66
2013-12-08,1677034.75
2013-12-09,1928205.78
2013-12-10,2198430.55
2013-12-11,3024225.14
2013-12-12,2946591.17
2013-12-13,2083673.81
2013-12-14,2305729.18
2013-12-15,2095032.07
2013-12-16,2720062.14
2013-12-17,3021649.06
2013-12-18,3219583.56
2013-12-19,2981811.67
2013-12-20,2516358.41
2013-12-21,3159953.94
2013-12-22,3458589.82
2013-12-23,2856672.71
2013-12-24,2542278.8
2013-12-25,3711704.9
2013-12-26,3269160.78
2013-12-27,1854636.14
2013-12-28,3487806.62
2013-12-29,6506519.56
2013-12-30,5695206.04
2013-12-31,6080338.22
2014-01-01,5563113.31
2014-01-02,3666330.68
2014-01-03,1871645.41
2014-01-04,1747621.88
2014-01-05,1851453.14
2014-01-06,2146455.69
2014-01-07,2809411.95
2014-01-08,1808614.16
2014-01-09,1884156.18
2014-01-10,1560748.05
2014-01-11,2031865.95
2014-01-12,1773388.32
2014-01-13,1991302.84
2014-01-14,2731972.75
2014-01-15,2842296.43
2014-01-16,1635446.76
2014-01-17,2002144.2
2014-01-18,1332157.65
2014-01-19,1918965.99
2014-01-20,2422846.03
2014-01-21,2848601.86
2014-01-22,2563525.38
2014-01-23,2528375.63
2014-01-24,1397879.36
2014-01-25,1777122.99
2014-01-26,1553846.68
2014-01-27,2360438.19
2014-01-28,4320849.3
2014-01-29,3928929.64
2014-01-30,3007196.76
2014-01-31,2938223.15
2014-02-01,3049434.19
2014-02-02,1885054.33
2014-02-03,1563684.31
2014-02-04,2197609.21
2014-02-05,2019260.92
2014-02-06,1966150.9
2014-02-07,2654650.93
2014-02-08,2328115.15
2014-02-09,2410207.36
2014-02-10,2772562.54
2014-02-11,3649526.8
2014-02-12,2728834.4
2014-02-13,2601375.48
2014-02-14,2058838.35
2014-02-15,2155414.19
2014-02-16,3220526.51
2014-02-17,3005221.34
2014-02-18,3900047.01
2014-02-19,3530912.16
2014-02-20,2452045.97
2014-02-21,2732646.22
2014-02-22,3402076.06
2014-02-23,3186343.91
2014-02-24,3834496.32
2014-02-25,5572490.58
2014-02-26,6157127.45
2014-02-27,4717814.02
2014-02-28,4511480.57
2014-03-01,3611872.46
2014-03-02,3968450.0
2014-03-03,2881941.03
2014-03-04,3846248.96
2014-03-05,4366670.54
2014-03-06,4454685.13
2014-03-07,2582186.62
2014-03-08,2914921.51
2014-03-09,3070464.44
2014-03-10,3759283.28
2014-03-11,4559934.88
2014-03-12,5534691.64
2014-03-13,4244468.26
2014-03-14,3647946.39
2014-03-15,3744464.98
2014-03-16,4426899.92
2014-03-17,5406586.76
2014-03-18,4657479.17
2014-03-19,6147005.74
2014-03-20,5394910.61
2014-03-21,3883392.78
2014-03-22,4390336.24
2014-03-23,4727286.58
2014-03-24,5135733.73
2014-03-25,6248964.6
2014-03-26,7366934.0
2014-03-27,7600114.49
2014-03-28,5214181.96
2014-03-29,6302802.0
2014-03-30,11757805.12
2014-03-31,11321960.71
2014-04-01,11150883.99
2014-04-02,11843249.22
2014-04-03,8683847.27
2014-04-04,2762337.1
2014-04-05,4277766.79
2014-04-06,4416528.48
2014-04-07,4275798.75
2014-04-08,5806623.81
2014-04-09,5584747.6
2014-04-10,4738923.88
2014-04-11,4552400.07
2014-04-12,5248378.46
2014-04-13,4494711.75
2014-04-14,6054527.76
2014-04-15,6776042.49
2014-04-16,6785359.76
2014-04-17,4737292.06
2014-04-18,4462371.41
2014-04-19,5350753.37
2014-04-20,5065177.85
2014-04-21,6893636.69
2014-04-22,8109722.27
2014-04-23,6573636.73
2014-04-24,5427294.9
2014-04-25,5878423.04
2014-04-26,5884034.36
2014-04-27,7060147.55
2014-04-28,9367036.91
2014-04-29,13752034.86
2014-04-30,10868835.13
2014-05-01,10604429.39
2014-05-02,7277515.81
2014-05-03,6577016.62
2014-05-04,2293661.95
2014-05-05,3397014.1
2014-05-06,4130431.51
2014-05-07,5012292.24
2014-05-08,5424944.1
2014-05-09,3172234.57
2014-05-10,4341371.17
2014-05-11,4817268.38
2014-05-12,4876269.62
2014-05-13,5124302.35
2014-05-14,7238881.78
2014-05-15,5970183.39
2014-05-16,5828882.18
2014-05-17,5173264.38
2014-05-18,6017924.93
2014-05-19,5373895.24
2014-05-20,5565704.32
2014-05-21,7257287.25
2014-05-22,6984588.89
2014-05-23,5117307.95
2014-05-24,4535522.53
2014-05-25,6254562.47
2014-05-26,5750840.38
2014-05-27,8926851.08
2014-05-28,11276884.86
2014-05-29,10157319.36
2014-05-30,10729950.95
2014-05-31,9985304.33
2014-06-01,9170211.02
2014-06-02,8076952.84
2014-06-03,5784897.37
2014-06-04,5214120.6
2014-06-05,3843536.1
2014-06-06,3475184.85
2014-06-07,4145797.41
2014-06-08,4555972.93
2014-06-09,4655455.78
2014-06-10,6751336.8
2014-06-11,5416132.65
2014-06-12,4930278.7
2014-06-13,4689299.84
2014-06-14,4887308.6
2014-06-15,5001362.67
2014-06-16,5993922.63
2014-06-17,6364228.97
2014-06-18,5573372.83
2014-06-19,4101123.87
2014-06-20,4649863.18
2014-06-21,4397465.45
2014-06-22,5449439.25
2014-06-23,6115811.37
2014-06-24,7165579.48
2014-06-25,6650267.82
2014-06-26,5160550.9
2014-06-27,5942103.5
2014-06-28,6489880.35
2014-06-29,10676762.03
2014-06-30,8779889.34
2014-07-01,9652958.13
2014-07-02,7829854.35
2014-07-03,6280312.35
2014-07-04,1546984.48
2014-07-05,2088267.2
2014-07-06,2950653.66
2014-07-07,3237780.91
2014-07-08,4344681.53
2014-07-09,5002533.36
2014-07-10,5193788.09
2014-07-11,3649066.92
2014-07-12,3488161.59
2014-07-13,4461396.49
2014-07-14,4093927.18
2014-07-15,4685468.3
2014-07-16,5688906.29
2014-07-17,5378778.65
2014-07-18,4447047.74
2014-07-19,3770693.84
2014-07-20,3600969.69
2014-07-21,3768111.9
2014-07-22,5011530.91
2014-07-23,5950276.5
2014-07-24,4674430.56
2014-07-25,3571085.86
2014-07-26,3838617.04
2014-07-27,3728682.43
2014-07-28,4577648.87
2014-07-29,6673852.31
2014-07-30,7950504.57
2014-07-31,10113088.37
2014-08-01,8266400.63
2014-08-02,7486465.1
2014-08-03,6613684.99
2014-08-04,6253439.86
2014-08-05,3865614.98
2014-08-06,4433911.0
2014-08-07,3451434.03
2014-08-08,2220747.24
2014-08-09,2354553.12
2014-08-10,3003127.77
2014-08-11,3523421.42
2014-08-12,3950793.43
2014-08-13,4708354.21
2014-08-14,3986642.15
2014-08-15,3886890.99
2014-08-16,3312917.75
2014-08-17,3569236.73
2014-08-18,3032853.62
2014-08-19,4329773.16
2014-08-20,5003338.92
2014-08-21,4272987.79
2014-08-22,3221586.25
2014-08-23,2824202.4
2014-08-24,3208598.81
2014-08-25,3931111.8
2014-08-26,4151656.84
2014-08-27,6267001.76
2014-08-28,11188888.43
2014-08-29,10136587.4
2014-08-30,9088009.4
2014-08-31,9415326.58
2014-09-01,8432677.93
2014-09-02,1699049.31
2014-09-03,1783705.47
2014-09-04,1858190.69
2014-09-05,2650108.54
2014-09-06,2379303.77
2014-09-07,2733813.81
2014-09-08,3234658.91
2014-09-09,2636295.62
2014-09-10,2344334.17
2014-09-11,3063452.95
2014-09-12,2941397.85
2014-09-13,3882301.0
2014-09-14,4241668.09
2014-09-15,2989155.15
2014-09-16,3094674.95
2014-09-17,1891350.86
2014-09-18,2827312.43
2014-09-19,2800614.8
2014-09-20,3508771.25
2014-09-21,4472971.42
2014-09-22,4096769.99
2014-09-23,2950868.62
2014-09-24,3193891.83
2014-09-25,3513164.66
2014-09-26,4364819.46
2014-09-27,5104748.73
2014-09-28,6104020.61
2014-09-29,5385912.36
2014-09-30,4992117.65
2014-10-01,3367707.8
2014-10-02,1638411.83
2014-10-03,2209685.83
2014-10-04,2383424.37
2014-10-05,2703049.67
2014-10-06,3714150.0
2014-10-07,3029706.85
2014-10-08,2595357.42
2014-10-09,1949299.28
2014-10-10,2616526.38
2014-10-11,2455378.82
2014-10-12,3263898.52
2014-10-13,4155288.51
2014-10-14,4242284.88
2014-10-15,2517101.9
2014-10-16,2343522.12
2014-10-17,2405340.07
2014-10-18,2641429.14
2014-10-19,3097527.04
2014-10-20,3563304.85
2014-10-21,3334418.16
2014-10-22,2622321.88
2014-10-23,2701811.9
2014-10-24,2393219.16
2014-10-25,3052761.25
2014-10-26,2620840.72
2014-10-27,4151809.58
2014-10-28,4933576.08
2014-10-29,4949513.22
2014-10-30,4894988.48
2014-10-31,3734196.88
2014-11-01,3463929.06
2014-11-02,2759213.27
2014-11-03,1925980.79
2014-11-04,1413005.18
2014-11-05,1649512.63
2014-11-06,1815525.82
2014-11-07,1914802.56
2014-11-08,2058134.47
2014-11-09,2948324.76
2014-11-10,2955883.0
2014-11-11,2544268.23
2014-11-12,2131053.41
2014-11-13,2973473.14
2014-11-14,3206387.48
2014-11-15,2666922.09
2014-11-16,3165100.53
2014-11-17,3135379.39
2014-11-18,1777742.22
2014-11-19,2037392.28
2014-11-20,2364468.06
2014-11-21,2469983.77
2014-11-22,2373102.5
2014-11-23,2732923.6
2014-11-24,2989623.83
2014-11-25,1961306.08
2014-11-26,3070985.43
2014-11-27,4552287.3
2014-11-28,3776489.22
2014-11-29,3714680.69
2014-11-30,4139199.1
2014-12-01,3371041.49
2014-12-02,1934027.84
2014-12-03,1639460.56
2014-12-04,1377244.92
2014-12-05,1814623.65
2014-12-06,2457252.11
2014-12-07,2214964.0
2014-12-08,2938276.72
2014-12-09,3069037.78
2014-12-10,2559688.79
2014-12-11,2479880.93
2014-12-12,2348048.7
2014-12-13,2655502.75
2014-12-14,2822169.24
2014-12-15,3622573.69
2014-12-16,3452397.12
2014-12-17,2911687.56
2014-12-18,2614938.98
2014-12-19,3465424.79
2014-12-20,3764085.99
2014-12-21,4286124.01
2014-12-22,3435107.36
2014-12-23,2665014.26
2014-12-24,2591612.44
2014-12-25,2584515.85
2014-12-26,2877653.62
2014-12-27,3538078.72
2014-12-28,8405135.96
2014-12-29,6908131.26
2014-12-30,5488862.89
2014-12-31,5528179.38
2015-01-01,4315048.16
2015-01-02,1281805.11
2015-01-03,876576.96
2015-01-04,2169221.09
2015-01-05,1930809.0
2015-01-06,1301383.65
2015-01-07,1560596.56
2015-01-08,1057739.56
2015-01-09,1679915.91
2015-01-10,1385986.39
2015-01-11,2604455.39
2015-01-12,1902989.93
2015-01-13,1742327.89
2015-01-14,2191456.13
2015-01-15,1631831.77
2015-01-16,2030636.7
2015-01-17,2035239.72
2015-01-18,2433685.6
2015-01-19,2258471.9
2015-01-20,1957537.38
2015-01-21,2019373.54
2015-01-22,2190572.01
2015-01-23,2149537.87
2015-01-24,3181968.24
2015-01-25,3747345.78
2015-01-26,3209020.3
2015-01-27,2455632.77
2015-01-28,3603868.33
2015-01-29,4295752.25
2015-01-30,3457573.62
2015-01-31,3269383.7
2015-02-01,4063980.38
2015-02-02,2325361.53
2015-02-03,1427675.21
2015-02-04,2129083.48
2015-02-05,2064567.04
2015-02-06,2699578.13
2015-02-07,2952636.69
2015-02-08,3455113.24
2015-02-09,3675813.84
2015-02-10,2247526.75
2015-02-11,2623112.64
2015-02-12,2797170.91
2015-02-13,3458801.88
2015-02-14,3541992.72
2015-02-15,3925128.98
2015-02-16,3988291.36
2015-02-17,3537248.79
2015-02-18,2685036.44
2015-02-19,3109300.19
2015-02-20,3942085.3
2015-02-21,3544819.23
2015-02-22,4804964.15
2015-02-23,5966271.62
2015-02-24,4450268.77
2015-02-25,7083827.01
2015-02-26,5386905.64
2015-02-27,3896449.69
2015-02-28,3287398.94
2015-03-01,3760240.57
2015-03-02,996728.16
2015-03-03,2450231.82
2015-03-04,2540097.74
2015-03-05,2818823.69
2015-03-06,3333077.32
2015-03-07,2946148.77
2015-03-08,2903799.07
2015-03-09,3610296.4
2015-03-10,3980962.03
2015-03-11,4928286.75
2015-03-12,3760439.95
2015-03-13,2712283.16
2015-03-14,3671123.8
2015-03-15,4008157.53
2015-03-16,4422966.9
2015-03-17,4623906.32
2015-03-18,5583548.33
2015-03-19,5053767.27
2015-03-20,4122124.89
2015-03-21,4002288.11
2015-03-22,4721422.49
2015-03-23,4663072.48
2015-03-24,5662250.07
2015-03-25,6062883.43
2015-03-26,6190732.25
2015-03-27,4516109.24
2015-03-28,5296480.62
2015-03-29,5431213.47
2015-03-30,12890205.46
2015-03-31,13306811.36
2015-04-01,12323133.99
2015-04-02,10494545.99
2015-04-03,9205352.56
2015-04-04,3835706.41
2015-04-05,4060392.25
2015-04-06,5501604.96
2015-04-07,6115686.29
2015-04-08,6092200.11
2015-04-09,4630574.68
2015-04-10,4755107.84
2015-04-11,6692976.84
2015-04-12,6173613.48
2015-04-13,7198672.06
2015-04-14,8525033.47
2015-04-15,7283839.1
2015-04-16,5033699.98
2015-04-17,5294636.04
2015-04-18,5745887.3
2015-04-19,5371424.19
2015-04-20,6952833.82
2015-04-21,8986101.87
2015-04-22,7216624.95
2015-04-23,5939101.06
2015-04-24,5143109.11
2015-04-25,7741342.2
2015-04-26,6790371.72
2015-04-27,8990933.6
2015-04-28,11368208.46
2015-04-29,12456433.34
2015-04-30,11744026.43
2015-05-01,9026019.09
2015-05-02,7003240.14
2015-05-03,6325430.88
2015-05-04,3220456.05
2015-05-05,3895803.59
2015-05-06,4721080.32
2015-05-07,5062352.65
2015-05-08,3561342.38
2015-05-09,3269969.19
2015-05-10,3949880.44
2015-05-11,5364204.35
2015-05-12,5464941.46
2015-05-13,6752088.25
2015-05-14,6566657.69
2015-05-15,5103049.75
2015-05-16,5140481.43
2015-05-17,5168476.45
2015-05-18,5707463.8
2015-05-19,6584434.28
2015-05-20,8610088.68
2015-05-21,7629673.54
2015-05-22,5526949.11
2015-05-23,4699867.99
2015-05-24,6115304.75
2015-05-25,5479719.27
2015-05-26,5753775.74
2015-05-27,8911794.91
2015-05-28,8702126.28
2015-05-29,6010039.49
2015-05-30,11671007.33
2015-05-31,10142347.13
2015-06-01,9938849.85
2015-06-02,8221123.6
2015-06-03,10182209.97
2015-06-04,3612066.24
2015-06-05,3666593.72
2015-06-06,3683127.75
2015-06-07,3636812.14
2015-06-08,4767036.54
2015-06-09,5741574.05
2015-06-10,5437275.2
2015-06-11,4188520.67
2015-06-12,4900508.38
2015-06-13,3913528.15
2015-06-14,5645520.63
2015-06-15,5677039.63
2015-06-16,6283325.81
2015-06-17,6775868.17
2015-06-18,5174441.56
2015-06-19,4147889.8
2015-06-20,4391167.7
2015-06-21,4546815.45
2015-06-22,6486078.97
2015-06-23,6549729.21
2015-06-24,6848465.28
2015-06-25,5471074.95
2015-06-26,5164656.66
2015-06-27,5761761.16
2015-06-28,6755443.51
2015-06-29,10003747.48
2015-06-30,10628217.87
2015-07-01,9190648.76
2015-07-02,8154787.16
2015-07-03,5867150.51
2015-07-04,1068025.58
2015-07-05,2810871.75
2015-07-06,2437063.72
2015-07-07,3947428.34
2015-07-08,4256271.94
2015-07-09,5756814.71
2015-07-10,3750891.91
2015-07-11,3859812.43
2015-07-12,4308843.11
