Date,Revenue,COGS,Revenue_lag_1d,COGS_lag_1d,order_count_lag_1d,order_district_count_lag_1d,shipment_count_lag_1d,refund_amount_sum_rolling_7d_mean,review_count_rolling_7d_mean,return_count_rolling_7d_mean,shipping_fee_sum_lag_1d,month,day_of_week
2012-07-25,5246688.08,4140019.37,4096496.12,3248450.65,186.0,39.0,143.0,86494.03285714285,11.714285714285714,4.0,879.1,7,2
2012-07-26,5851965.06,4579171.74,5246688.08,4140019.37,224.0,39.0,177.0,103456.64,11.714285714285714,4.857142857142857,1012.61,7,3
2012-07-27,5156699.45,3989402.2,5851965.06,4579171.74,273.0,39.0,226.0,104977.72571428573,13.0,5.142857142857143,1199.82,7,4
2012-07-28,4326956.84,3403662.59,5156699.45,3989402.2,212.0,39.0,172.0,112360.84714285714,13.857142857142858,6.0,878.0,7,5
2012-07-29,4804199.65,3819645.91,4326956.84,3403662.59,176.0,38.0,191.0,103539.33,14.0,6.714285714285714,1082.33,7,6
2012-07-30,6586130.95,5195109.56,4804199.65,3819645.91,206.0,39.0,188.0,102447.46,15.285714285714286,7.571428571428571,1094.89,7,0
2012-07-31,9151622.14,7142891.18,6586130.95,5195109.56,268.0,39.0,198.0,102229.68285714286,16.571428571428573,8.0,1031.69,7,1
2012-08-01,9148357.3,7308514.33,9151622.14,7142891.18,381.0,39.0,215.0,120566.42142857144,16.571428571428573,9.571428571428571,1143.31,8,2
2012-08-02,9692427.0,7537501.15,9148357.3,7308514.33,360.0,39.0,272.0,105679.72857142857,17.857142857142858,9.0,1064.84,8,3
2012-08-03,9297269.95,7118808.46,9692427.0,7537501.15,413.0,39.0,320.0,105094.71285714286,18.0,9.142857142857142,1720.95,8,4
2012-08-04,6384195.03,5087528.11,9297269.95,7118808.46,353.0,39.0,340.0,134920.4757142857,19.714285714285715,11.0,1986.81,8,5
2012-08-05,2359224.19,1863413.11,6384195.03,5087528.11,245.0,38.0,298.0,133583.47285714286,21.285714285714285,10.857142857142858,1821.24,8,6
2012-08-06,3630003.7,2922718.71,2359224.19,1863413.11,76.0,33.0,223.0,123800.51142857144,22.714285714285715,10.857142857142858,956.19,8,0
2012-08-07,2240253.44,1781265.84,3630003.7,2922718.71,114.0,36.0,185.0,126778.86571428573,24.428571428571427,10.571428571428571,848.66,8,1
2012-08-08,2617553.36,1997006.42,2240253.44,1781265.84,93.0,32.0,109.0,112953.52428571429,26.714285714285715,10.0,547.92,8,2
2012-08-09,4478691.52,3621672.71,2617553.36,1997006.42,129.0,39.0,77.0,114960.78571428571,28.285714285714285,10.142857142857142,300.33,8,3
2012-08-10,3412496.65,2699279.56,4478691.52,3621672.71,156.0,38.0,107.0,143578.7142857143,30.714285714285715,11.285714285714286,625.23,8,4
2012-08-11,2732604.35,2168668.05,3412496.65,2699279.56,158.0,38.0,119.0,144871.61142857143,32.0,11.142857142857142,464.36,8,5
2012-08-12,3388181.83,2654275.25,2732604.35,2168668.05,110.0,33.0,115.0,155224.86857142855,33.714285714285715,11.285714285714286,654.81,8,6
2012-08-13,3928170.01,3189564.96,3388181.83,2654275.25,138.0,37.0,127.0,166725.94571428568,35.142857142857146,11.714285714285714,703.79,8,0
2012-08-14,4033912.16,3258198.58,3928170.01,3189564.96,153.0,37.0,125.0,167538.85714285713,36.57142857142857,13.0,758.46,8,1
2012-08-15,3780293.26,2886923.59,4033912.16,3258198.58,151.0,36.0,126.0,168956.95142857145,37.142857142857146,12.857142857142858,697.59,8,2
2012-08-16,5249978.18,4222455.97,3780293.26,2886923.59,162.0,39.0,127.0,183247.10571428572,37.142857142857146,14.0,623.39,8,3
2012-08-17,4089284.05,3238908.92,5249978.18,4222455.97,212.0,38.0,158.0,164837.10714285713,37.714285714285715,13.142857142857142,570.26,8,4
2012-08-18,3450015.71,2808916.94,4089284.05,3238908.92,158.0,38.0,151.0,140394.23714285714,37.857142857142854,12.428571428571429,749.01,8,5
2012-08-19,3904300.93,3006801.4,3450015.71,2808916.94,135.0,36.0,137.0,151372.2257142857,40.0,13.571428571428571,770.5,8,6
2012-08-20,3541027.32,2827038.81,3904300.93,3006801.4,158.0,37.0,158.0,151575.96285714285,40.857142857142854,13.571428571428571,912.8,8,0
2012-08-21,4147483.23,3364364.64,3541027.32,2827038.81,158.0,38.0,128.0,164006.13428571427,40.142857142857146,13.857142857142858,515.18,8,1
2012-08-22,4597682.81,3562468.33,4147483.23,3364364.64,172.0,39.0,137.0,171030.57571428572,40.142857142857146,14.571428571428571,696.78,8,2
2012-08-23,5478869.55,4195738.04,4597682.81,3562468.33,185.0,39.0,153.0,168816.69285714286,41.0,14.428571428571429,804.02,8,3
2012-08-24,4637850.57,3632210.67,5478869.55,4195738.04,231.0,39.0,169.0,171813.4942857143,40.142857142857146,15.0,1213.04,8,4
2012-08-25,3589566.28,2784342.75,4637850.57,3632210.67,196.0,37.0,170.0,175389.79571428572,40.714285714285715,15.285714285714286,1050.29,8,5
2012-08-26,4280204.53,3476942.48,3589566.28,2784342.75,141.0,38.0,155.0,166062.99285714285,36.857142857142854,15.142857142857142,932.06,8,6
2012-08-27,3038895.84,2365260.68,4280204.53,3476942.48,164.0,38.0,166.0,160305.36428571425,35.285714285714285,15.0,1013.86,8,0
2012-08-28,9508676.62,7439851.59,3038895.84,2365260.68,137.0,37.0,136.0,137719.42571428572,34.57142857142857,14.0,741.42,8,1
2012-08-29,9260558.32,7336294.54,9508676.62,7439851.59,391.0,39.0,189.0,137751.3,33.42857142857143,13.285714285714286,1000.55,8,2
2012-08-30,10086534.1,7950911.72,9260558.32,7336294.54,382.0,39.0,224.0,141042.24857142856,35.0,13.285714285714286,1273.16,8,3
2012-08-31,9104678.52,7277460.12,10086534.1,7950911.72,403.0,39.0,290.0,146874.68999999997,35.714285714285715,13.285714285714286,1824.32,8,4
2012-09-01,8560208.92,6738335.17,9104678.52,7277460.12,393.0,39.0,313.0,145519.96714285712,35.285714285714285,12.714285714285714,1711.3700000000001,9,5
2012-09-02,2587099.44,1946097.28,8560208.92,6738335.17,341.0,39.0,352.0,156997.30857142856,37.285714285714285,11.571428571428571,1836.94,9,6
2012-09-03,3865505.01,3063431.08,2587099.44,1946097.28,106.0,36.0,281.0,154535.7442857143,36.857142857142854,10.571428571428571,1465.98,9,0
2012-09-04,3645749.44,2876968.79,3865505.01,3063431.08,147.0,39.0,201.0,175065.10142857142,37.285714285714285,10.714285714285714,1024.0,9,1
2012-09-05,2398185.51,1966376.48,3645749.44,2876968.79,147.0,36.0,166.0,174947.4014285714,39.57142857142857,11.142857142857142,928.36,9,2
2012-09-06,2858227.37,2147909.96,2398185.51,1966376.48,87.0,33.0,102.0,180284.76571428572,37.0,10.857142857142858,577.05,9,3
2012-09-07,3282753.8,2580035.06,2858227.37,2147909.96,119.0,36.0,109.0,167016.91999999998,36.285714285714285,9.857142857142858,454.78,9,4
2012-09-08,3666204.89,2804001.32,3282753.8,2580035.06,139.0,38.0,100.0,156294.80857142856,36.0,9.0,427.84,9,5
2012-09-09,4458501.42,3589475.8,3666204.89,2804001.32,130.0,37.0,120.0,134467.15142857144,36.0,8.857142857142858,883.65,9,6
2012-09-10,4548962.79,3517300.88,4458501.42,3589475.8,170.0,39.0,121.0,131850.95142857142,35.857142857142854,10.285714285714286,469.83,9,0
2012-09-11,4021565.55,3264364.41,4548962.79,3517300.88,186.0,38.0,133.0,115669.65714285713,37.142857142857146,10.714285714285714,516.15,9,1
2012-09-12,3335978.29,2673690.65,4021565.55,3264364.41,129.0,37.0,146.0,107814.9842857143,34.42857142857143,10.714285714285714,799.35,9,2
2012-09-13,2609609.29,2103806.97,3335978.29,2673690.65,108.0,32.0,135.0,98735.37142857142,34.0,10.857142857142858,753.06,9,3
2012-09-14,3729228.43,2835412.27,2609609.29,2103806.97,116.0,36.0,120.0,111027.67142857143,33.57142857142857,12.285714285714286,752.39,9,4
2012-09-15,3605125.64,2849539.9,3729228.43,2835412.27,136.0,36.0,105.0,119106.61571428571,34.142857142857146,13.571428571428571,514.58,9,5
2012-09-16,4452012.44,3561492.95,3605125.64,2849539.9,131.0,38.0,98.0,128743.96714285715,34.57142857142857,15.0,506.11,9,6
2012-09-17,4811788.67,3932069.23,4452012.44,3561492.95,174.0,38.0,136.0,124178.82857142856,36.285714285714285,14.142857142857142,567.55,9,0
2012-09-18,5078878.07,4123200.89,4811788.67,3932069.23,206.0,38.0,149.0,123189.48571428572,36.857142857142854,13.428571428571429,759.01,9,1
2012-09-19,3680241.62,3014323.76,5078878.07,4123200.89,181.0,37.0,142.0,135666.9642857143,37.0,13.0,744.14,9,2
2012-09-20,3763143.75,3080273.62,3680241.62,3014323.76,147.0,38.0,161.0,139517.71285714285,37.857142857142854,14.428571428571429,906.85,9,3
2012-09-21,3943768.14,2978697.93,3763143.75,3080273.62,159.0,39.0,135.0,129414.88571428573,38.0,13.857142857142858,620.73,9,4
2012-09-22,3872374.03,3011266.74,3943768.14,2978697.93,148.0,38.0,152.0,129767.2,37.857142857142854,13.142857142857142,877.77,9,5
2012-09-23,4118299.54,3294951.2,3872374.03,3011266.74,161.0,38.0,129.0,139103.8457142857,36.285714285714285,12.428571428571429,670.08,9,6
2012-09-24,5733263.53,4585762.62,4118299.54,3294951.2,178.0,39.0,157.0,137854.88857142857,35.42857142857143,12.428571428571429,841.35,9,0
2012-09-25,5639897.53,4502395.62,5733263.53,4585762.62,244.0,39.0,168.0,138778.27,34.285714285714285,12.714285714285714,973.91,9,1
2012-09-26,4592282.59,3670417.04,5639897.53,4502395.62,244.0,39.0,187.0,139523.42,34.285714285714285,13.142857142857142,1026.81,9,2
2012-09-27,7556892.66,6017108.13,4592282.59,3670417.04,200.0,39.0,187.0,158718.32857142857,35.142857142857146,12.571428571428571,898.44,9,3
2012-09-28,4892631.14,3884590.92,7556892.66,6017108.13,349.0,39.0,243.0,155027.13428571427,35.0,11.714285714285714,1416.23,9,4
2012-09-29,5304374.46,4170120.63,4892631.14,3884590.92,216.0,38.0,218.0,159258.87285714288,35.142857142857146,12.142857142857142,1278.46,9,5
2012-09-30,4694379.86,3812737.52,5304374.46,4170120.63,224.0,39.0,199.0,145065.75714285715,35.42857142857143,12.285714285714286,1260.16,9,6
2012-10-01,4752532.1,3764447.04,4694379.86,3812737.52,196.0,38.0,208.0,143783.17714285717,35.285714285714285,11.857142857142858,1183.97,10,0
2012-10-02,3233135.78,2566510.62,4752532.1,3764447.04,205.0,39.0,181.0,149329.0957142857,34.285714285714285,12.0,1130.45,10,1
2012-10-03,3515132.03,2762823.63,3233135.78,2566510.62,104.0,34.0,151.0,153073.27857142856,33.857142857142854,12.142857142857142,614.62,10,2
2012-10-04,2398137.74,1902425.74,3515132.03,2762823.63,108.0,36.0,149.0,127697.95999999999,32.714285714285715,11.428571428571429,804.37,10,3
2012-10-05,2665953.06,2064899.19,2398137.74,1902425.74,77.0,30.0,106.0,130897.38571428573,34.0,11.428571428571429,471.76,10,4
2012-10-06,2205266.94,1755004.4,2665953.06,2064899.19,101.0,35.0,95.0,157731.7657142857,31.0,11.285714285714286,543.57,10,5
2012-10-07,3389598.07,2725469.75,2205266.94,1755004.4,80.0,29.0,81.0,160463.50142857144,31.285714285714285,11.285714285714286,384.46,10,6
2012-10-08,4037039.45,3285493.04,3389598.07,2725469.75,110.0,36.0,83.0,167623.00285714286,31.857142857142858,11.714285714285714,296.5,10,0
2012-10-09,4298675.76,3472700.63,4037039.45,3285493.04,142.0,36.0,80.0,176753.91428571427,31.857142857142858,12.142857142857142,347.29,10,1
2012-10-10,3548716.67,2839202.59,4298675.76,3472700.63,167.0,34.0,117.0,173113.05000000002,31.142857142857142,11.571428571428571,677.41,10,2
2012-10-11,3421490.39,2765374.16,3548716.67,2839202.59,131.0,36.0,120.0,178531.12285714285,32.42857142857143,11.857142857142858,799.65,10,3
2012-10-12,2380119.87,1830898.15,3421490.39,2765374.16,109.0,35.0,133.0,171986.88285714286,31.142857142857142,12.0,639.36,10,4
2012-10-13,2798011.44,2256579.15,2380119.87,1830898.15,94.0,32.0,99.0,153763.9128571429,33.142857142857146,12.0,527.53,10,5
2012-10-14,3055629.78,2516987.32,2798011.44,2256579.15,125.0,35.0,105.0,172812.9857142857,31.428571428571427,12.571428571428571,499.65,10,6
2012-10-15,3234517.3,2632811.8,3055629.78,2516987.32,116.0,32.0,114.0,185910.64857142855,30.571428571428573,12.428571428571429,676.77,10,0
2012-10-16,3549298.21,2763325.25,3234517.3,2632811.8,140.0,35.0,93.0,162674.85285714286,29.857142857142858,11.428571428571429,587.6,10,1
2012-10-17,3818048.0,3108682.75,3549298.21,2763325.25,152.0,38.0,139.0,155499.42857142858,30.142857142857142,11.857142857142858,559.84,10,2
2012-10-18,2909728.89,2301277.14,3818048.0,3108682.75,134.0,37.0,111.0,154341.9957142857,28.0,11.285714285714286,529.09,10,3
2012-10-19,2877379.81,2352068.71,2909728.89,2301277.14,109.0,37.0,114.0,155586.77714285714,25.857142857142858,11.285714285714286,593.63,10,4
2012-10-20,3242557.3,2647331.71,2877379.81,2352068.71,99.0,36.0,105.0,152873.88999999998,23.857142857142858,11.0,646.23,10,5
2012-10-21,2395609.91,1920246.47,3242557.3,2647331.71,106.0,35.0,99.0,124599.20714285714,25.142857142857142,9.857142857142858,542.04,10,6
2012-10-22,3596158.34,2873316.18,2395609.91,1920246.47,114.0,37.0,91.0,126956.21142857142,26.0,10.285714285714286,391.69,10,0
2012-10-23,3999141.88,3151858.27,3596158.34,2873316.18,142.0,37.0,93.0,137956.11428571428,25.857142857142858,10.714285714285714,415.85,10,1
2012-10-24,3829179.99,3037851.31,3999141.88,3151858.27,170.0,37.0,114.0,132056.0042857143,25.714285714285715,10.428571428571429,717.21,10,2
2012-10-25,3104460.52,2528526.7,3829179.99,3037851.31,153.0,39.0,137.0,129044.92857142857,27.0,10.285714285714286,853.91,10,3
2012-10-26,2138927.17,1671777.12,3104460.52,2528526.7,125.0,35.0,128.0,134521.63857142857,28.714285714285715,10.428571428571429,676.01,10,4
2012-10-27,2816872.34,2296869.06,2138927.17,1671777.12,91.0,35.0,124.0,122436.56714285714,30.0,10.428571428571429,761.59,10,5
2012-10-28,6259883.83,5044146.85,2816872.34,2296869.06,122.0,32.0,116.0,122001.70714285714,29.714285714285715,9.857142857142858,648.66,10,6
2012-10-29,5424539.1,4294440.71,6259883.83,5044146.85,259.0,39.0,125.0,98965.19142857143,27.714285714285715,9.857142857142858,659.05,10,0
2012-10-30,6347274.89,5049887.71,5424539.1,4294440.71,236.0,39.0,150.0,106116.83571428573,27.857142857142858,10.0,959.98,10,1
2012-10-31,4942677.89,3871571.88,6347274.89,5049887.71,250.0,39.0,194.0,104519.62,28.285714285714285,9.142857142857142,1186.17,10,2
2012-11-01,5536748.35,4440955.34,4942677.89,3871571.88,214.0,39.0,226.0,95099.57714285715,26.857142857142858,8.714285714285714,1208.59,11,3
2012-11-02,1936831.08,1547786.14,5536748.35,4440955.34,201.0,39.0,195.0,89528.87428571428,25.714285714285715,8.571428571428571,1105.92,11,4
2012-11-03,2911848.61,2151815.97,1936831.08,1547786.14,67.0,30.0,155.0,115131.13571428573,25.0,8.857142857142858,835.25,11,5
2012-11-04,2658832.75,2131401.7,2911848.61,2151815.97,84.0,35.0,122.0,110567.34000000001,24.142857142857142,8.714285714285714,734.26,11,6
2012-11-05,3332448.46,2732792.99,2658832.75,2131401.7,85.0,31.0,99.0,114777.8342857143,23.714285714285715,7.714285714285714,590.59,11,0
2012-11-06,3439495.01,2809375.18,3332448.46,2732792.99,129.0,36.0,86.0,123042.56285714285,22.714285714285715,7.428571428571429,436.2,11,1
2012-11-07,1969815.91,1538155.1,3439495.01,2809375.18,109.0,36.0,79.0,111613.35571428572,22.142857142857142,7.142857142857143,368.55,11,2
2012-11-08,2197716.17,1723412.77,1969815.91,1538155.1,69.0,30.0,80.0,115304.36142857143,22.142857142857142,7.571428571428571,462.67,11,3
2012-11-09,2920310.06,2308918.6,2197716.17,1723412.77,88.0,33.0,90.0,124813.12142857144,22.857142857142858,8.285714285714286,406.84,11,4
2012-11-10,3124993.27,2475389.25,2920310.06,2308918.6,107.0,35.0,85.0,122201.91714285713,23.285714285714285,9.142857142857142,373.54,11,5
2012-11-11,3484874.3,2713727.18,3124993.27,2475389.25,122.0,38.0,84.0,136610.2814285714,23.714285714285715,10.0,287.01,11,6
2012-11-12,3806978.06,3077336.49,3484874.3,2713727.18,141.0,37.0,89.0,135564.77,23.571428571428573,10.571428571428571,602.42,11,0
2012-11-13,3848498.06,3048755.92,3806978.06,3077336.49,172.0,37.0,105.0,115694.14142857141,23.714285714285715,10.285714285714286,549.25,11,1
2012-11-14,3213518.64,2550177.92,3848498.06,3048755.92,149.0,35.0,150.0,115923.04714285713,23.0,10.714285714285714,992.49,11,2
2012-11-15,2996358.37,2282178.26,3213518.64,2550177.92,133.0,36.0,140.0,129354.22,24.571428571428573,11.285714285714286,948.65,11,3
2012-11-16,2851503.98,2255928.16,2996358.37,2282178.26,138.0,37.0,121.0,134481.06428571427,26.142857142857142,11.0,778.27,11,4
2012-11-17,3258479.4,2499839.57,2851503.98,2255928.16,117.0,33.0,132.0,123054.74714285714,25.714285714285715,9.714285714285714,730.65,11,5
2012-11-18,3292697.97,2632996.71,3258479.4,2499839.57,126.0,35.0,118.0,120750.26,25.0,9.428571428571429,620.3,11,6
2012-11-19,4654711.93,3714724.53,3292697.97,2632996.71,131.0,33.0,94.0,119168.97571428573,25.714285714285715,9.428571428571429,684.4,11,0
2012-11-20,3532139.01,2841184.71,4654711.93,3714724.53,168.0,37.0,120.0,141062.98571428572,26.714285714285715,10.857142857142858,726.41,11,1
2012-11-21,3144567.59,2465022.82,3532139.01,2841184.71,143.0,36.0,118.0,160230.03,28.0,11.857142857142858,648.92,11,2
2012-11-22,2661394.83,2082526.75,3144567.59,2465022.82,139.0,35.0,124.0,155707.18142857144,26.714285714285715,11.714285714285714,680.46,11,3
2012-11-23,3625609.77,2879673.14,2661394.83,2082526.75,108.0,33.0,106.0,140516.75,25.571428571428573,11.428571428571429,536.97,11,4
2012-11-24,2283866.51,1759438.38,3625609.77,2879673.14,142.0,37.0,120.0,134413.3114285714,26.714285714285715,11.428571428571429,586.46,11,5
2012-11-25,2891169.43,2288045.69,2283866.51,1759438.38,133.0,35.0,109.0,139858.85571428572,26.428571428571427,12.428571428571429,632.25,11,6
2012-11-26,3626699.25,2942841.67,2891169.43,2288045.69,124.0,35.0,122.0,139947.79285714283,27.142857142857142,12.571428571428571,829.98,11,0
2012-11-27,4703189.22,3751057.26,3626699.25,2942841.67,180.0,38.0,126.0,120915.36857142857,26.285714285714285,11.0,873.49,11,1
2012-11-28,3980270.66,3143037.5,4703189.22,3751057.26,257.0,37.0,139.0,124120.21142857142,25.285714285714285,10.857142857142858,797.14,11,2
2012-11-29,3116036.61,2564940.27,3980270.66,3143037.5,218.0,37.0,186.0,118677.96428571429,26.571428571428573,10.714285714285714,1244.29,11,3
2012-11-30,3184691.98,2466641.44,3116036.61,2564940.27,176.0,36.0,198.0,126094.81142857144,26.857142857142858,10.0,1629.79,11,4
2012-12-01,3064822.76,2435991.34,3184691.98,2466641.44,186.0,36.0,149.0,113640.25428571428,26.571428571428573,9.714285714285714,1167.22,12,5
2012-12-02,1765509.34,1464812.23,3064822.76,2435991.34,180.0,36.0,193.0,110572.62142857144,27.714285714285715,9.285714285714286,1643.61,12,6
2012-12-03,2315389.05,1807129.65,1765509.34,1464812.23,60.0,26.0,123.0,104228.1042857143,27.428571428571427,8.428571428571429,794.1899999999999,12,0
2012-12-04,2382954.42,1864688.02,2315389.05,1807129.65,83.0,32.0,110.0,91076.97285714287,28.714285714285715,8.142857142857142,752.05,12,1
2012-12-05,2286277.45,1849992.69,2382954.42,1864688.02,105.0,36.0,102.0,73366.73714285715,28.857142857142858,7.0,691.16,12,2
2012-12-06,2733678.5,2184618.1,2286277.45,1849992.69,92.0,32.0,71.0,63234.451428571425,28.714285714285715,6.0,384.56,12,3
2012-12-07,2065198.04,1633326.72,2733678.5,2184618.1,82.0,30.0,77.0,75505.70999999999,27.857142857142858,7.285714285714286,422.67,12,4
2012-12-08,2087384.34,1719369.91,2065198.04,1633326.72,99.0,35.0,89.0,79181.50714285715,25.714285714285715,7.857142857142857,670.74,12,5
2012-12-09,2430122.78,1883727.02,2087384.34,1719369.91,111.0,32.0,83.0,70436.85714285714,26.428571428571427,7.571428571428571,415.37,12,6
2012-12-10,2542389.69,2015472.58,2430122.78,1883727.02,127.0,35.0,73.0,79515.35571428572,25.571428571428573,8.571428571428571,414.56,12,0
2012-12-11,3699430.17,3001083.16,2542389.69,2015472.58,149.0,36.0,119.0,91729.50714285714,24.285714285714285,9.714285714285714,970.88,12,1
2012-12-12,4386420.92,3545221.89,3699430.17,3001083.16,192.0,35.0,111.0,117692.97285714287,23.857142857142858,10.857142857142858,976.51,12,2
2012-12-13,2326824.81,1839144.84,4386420.92,3545221.89,198.0,38.0,153.0,117059.43714285715,22.857142857142858,11.142857142857142,1205.98,12,3
2012-12-14,2659317.57,2101555.8,2326824.81,1839144.84,138.0,32.0,158.0,95106.72714285715,22.571428571428573,10.0,1210.2,12,4
2012-12-15,3385542.75,2693057.28,2659317.57,2101555.8,149.0,35.0,134.0,97324.99285714285,24.714285714285715,9.857142857142858,1253.03,12,5
2012-12-16,3484853.43,2706611.68,3385542.75,2693057.28,196.0,39.0,149.0,111136.06714285714,23.571428571428573,9.714285714285714,999.73,12,6
2012-12-17,4281691.85,3433745.61,3484853.43,2706611.68,204.0,38.0,153.0,111111.62857142858,24.142857142857142,9.714285714285714,1097.1,12,0
2012-12-18,4394537.67,3473710.24,4281691.85,3433745.61,254.0,36.0,171.0,103901.61857142858,25.285714285714285,9.142857142857142,1489.75,12,1
2012-12-19,3785472.73,3004383.53,4394537.67,3473710.24,267.0,38.0,214.0,78250.43857142856,26.285714285714285,8.571428571428571,1626.4,12,2
2012-12-20,3905985.95,3132486.67,3785472.73,3004383.53,263.0,39.0,204.0,92026.42857142857,26.428571428571427,9.142857142857142,1661.65,12,3
2012-12-21,3966203.09,3174444.37,3905985.95,3132486.67,227.0,39.0,243.0,101546.29714285715,27.857142857142858,10.428571428571429,2255.04,12,4
2012-12-22,3225123.87,2559516.54,3966203.09,3174444.37,252.0,38.0,217.0,100264.48714285715,27.285714285714285,10.571428571428571,1909.08,12,5
2012-12-23,2151580.15,1770780.57,3225123.87,2559516.54,218.0,38.0,214.0,86839.5157142857,28.285714285714285,10.714285714285714,1757.44,12,6
2012-12-24,3297376.6,2599138.83,2151580.15,1770780.57,166.0,34.0,191.0,89129.12428571428,28.285714285714285,10.0,2069.81,12,0
2012-12-25,4917024.98,3856446.89,3297376.6,2599138.83,258.0,38.0,195.0,94625.3,27.714285714285715,10.142857142857142,2092.18,12,1
2012-12-26,3285221.25,2658633.45,4917024.98,3856446.89,341.0,38.0,227.0,91877.36,29.0,10.0,2295.62,12,2
2012-12-27,4994041.71,3924374.73,3285221.25,2658633.45,262.0,36.0,216.0,78353.94857142857,29.428571428571427,9.714285714285714,2182.34,12,3
2012-12-28,8573663.31,6682336.48,4994041.71,3924374.73,302.0,37.0,260.0,77322.40714285716,29.285714285714285,9.142857142857142,2189.86,12,4
2012-12-29,7842913.37,6260959.87,8573663.31,6682336.48,558.0,39.0,318.0,70664.79,29.0,8.714285714285714,2639.14,12,5
2012-12-30,6511908.92,5180121.12,7842913.37,6260959.87,459.0,38.0,362.0,75956.26142857142,29.142857142857142,9.714285714285714,3030.17,12,6
2012-12-31,5573749.22,4432224.44,6511908.92,5180121.12,351.0,39.0,364.0,67882.17142857143,30.857142857142858,10.142857142857142,3274.78,12,0
2013-01-01,5304546.99,4156070.2,5573749.22,4432224.44,341.0,39.0,355.0,59996.02999999999,32.285714285714285,10.714285714285714,3023.97,1,1
2013-01-02,1606940.44,1237497.84,5304546.99,4156070.2,288.0,39.0,309.0,67355.57714285715,31.857142857142858,10.714285714285714,2364.26,1,2
2013-01-03,2281680.01,1832133.02,1606940.44,1237497.84,47.0,20.0,232.0,73788.59857142856,34.142857142857146,11.571428571428571,1718.99,1,3
2013-01-04,2376895.46,1940747.07,2281680.01,1832133.02,81.0,32.0,165.0,91142.71285714286,35.0,13.142857142857142,1054.45,1,4
2013-01-05,2509462.77,1977027.71,2376895.46,1940747.07,83.0,32.0,124.0,108790.12,36.285714285714285,13.857142857142858,895.79,1,5
2013-01-06,2603356.52,2060481.76,2509462.77,1977027.71,78.0,35.0,62.0,101093.01000000001,36.142857142857146,13.857142857142858,116.68,1,6
2013-01-07,3048100.39,2452517.39,2603356.52,2060481.76,93.0,35.0,65.0,102380.49571428572,36.57142857142857,14.285714285714286,318.44,1,0
