day_of_week,month,quarter,year,is_weekend,Revenue_lag_1d,Revenue_lag_7d,Revenue_rolling_7d_mean,Revenue_rolling_28d_mean,COGS_lag_1d,COGS_lag_7d,COGS_rolling_7d_mean,COGS_rolling_28d_mean,sessions_sum_lag_1d,sessions_sum_lag_7d,sessions_sum_rolling_7d_mean,sessions_sum_rolling_28d_mean,unique_visitors_sum_lag_1d,unique_visitors_sum_lag_7d,unique_visitors_sum_rolling_7d_mean,unique_visitors_sum_rolling_28d_mean,page_views_sum_lag_1d,page_views_sum_lag_7d,page_views_sum_rolling_7d_mean,page_views_sum_rolling_28d_mean,avg_bounce_rate_lag_1d,avg_bounce_rate_lag_7d,avg_bounce_rate_rolling_7d_mean,avg_bounce_rate_rolling_28d_mean,avg_session_duration_sec_mean_lag_1d,avg_session_duration_sec_mean_lag_7d,avg_session_duration_sec_mean_rolling_7d_mean,avg_session_duration_sec_mean_rolling_28d_mean,traffic_source_count_lag_1d,traffic_source_count_lag_7d,traffic_source_count_rolling_7d_mean,traffic_source_count_rolling_28d_mean,daily_order_count_lag_1d,daily_order_count_lag_7d,daily_order_count_rolling_7d_mean,daily_order_count_rolling_28d_mean,daily_customer_count_lag_1d,daily_customer_count_lag_7d,daily_customer_count_rolling_7d_mean,daily_customer_count_rolling_28d_mean,order_source_count_lag_1d,order_source_count_lag_7d,order_source_count_rolling_7d_mean,order_source_count_rolling_28d_mean,order_status_cancelled_count_lag_1d,order_status_cancelled_count_lag_7d,order_status_cancelled_count_rolling_7d_mean,order_status_cancelled_count_rolling_28d_mean,order_status_created_count_lag_1d,order_status_created_count_lag_7d,order_status_created_count_rolling_7d_mean,order_status_created_count_rolling_28d_mean,order_status_delivered_count_lag_1d,order_status_delivered_count_lag_7d,order_status_delivered_count_rolling_7d_mean,order_status_delivered_count_rolling_28d_mean,order_status_paid_count_lag_1d,order_status_paid_count_lag_7d,order_status_paid_count_rolling_7d_mean,order_status_paid_count_rolling_28d_mean,order_status_returned_count_lag_1d,order_status_returned_count_lag_7d,order_status_returned_count_rolling_7d_mean,order_status_returned_count_rolling_28d_mean,order_status_shipped_count_lag_1d,order_status_shipped_count_lag_7d,order_status_shipped_count_rolling_7d_mean,order_status_shipped_count_rolling_28d_mean,daily_total_quantity_lag_1d,daily_total_quantity_lag_7d,daily_total_quantity_rolling_7d_mean,daily_total_quantity_rolling_28d_mean,daily_gross_item_revenue_lag_1d,daily_gross_item_revenue_lag_7d,daily_gross_item_revenue_rolling_7d_mean,daily_gross_item_revenue_rolling_28d_mean,daily_discount_amount_lag_1d,daily_discount_amount_lag_7d,daily_discount_amount_rolling_7d_mean,daily_discount_amount_rolling_28d_mean,daily_distinct_products_lag_1d,daily_distinct_products_lag_7d,daily_distinct_products_rolling_7d_mean,daily_distinct_products_rolling_28d_mean,daily_estimated_cogs_lag_1d,daily_estimated_cogs_lag_7d,daily_estimated_cogs_rolling_7d_mean,daily_estimated_cogs_rolling_28d_mean,daily_return_count_lag_1d,daily_return_count_lag_7d,daily_return_count_rolling_7d_mean,daily_return_count_rolling_28d_mean,daily_refund_amount_lag_1d,daily_refund_amount_lag_7d,daily_refund_amount_rolling_7d_mean,daily_refund_amount_rolling_28d_mean,daily_return_quantity_lag_1d,daily_return_quantity_lag_7d,daily_return_quantity_rolling_7d_mean,daily_return_quantity_rolling_28d_mean,daily_stock_on_hand_sum_lag_1d,daily_stock_on_hand_sum_lag_7d,daily_stock_on_hand_sum_rolling_7d_mean,daily_stock_on_hand_sum_rolling_28d_mean,daily_units_received_sum_lag_1d,daily_units_received_sum_lag_7d,daily_units_received_sum_rolling_7d_mean,daily_units_received_sum_rolling_28d_mean,daily_units_sold_sum_lag_1d,daily_units_sold_sum_lag_7d,daily_units_sold_sum_rolling_7d_mean,daily_units_sold_sum_rolling_28d_mean,daily_stockout_days_sum_lag_1d,daily_stockout_days_sum_lag_7d,daily_stockout_days_sum_rolling_7d_mean,daily_stockout_days_sum_rolling_28d_mean,daily_days_of_supply_mean_lag_1d,daily_days_of_supply_mean_lag_7d,daily_days_of_supply_mean_rolling_7d_mean,daily_days_of_supply_mean_rolling_28d_mean,daily_fill_rate_mean_lag_1d,daily_fill_rate_mean_lag_7d,daily_fill_rate_mean_rolling_7d_mean,daily_fill_rate_mean_rolling_28d_mean,daily_inventory_product_count_lag_1d,daily_inventory_product_count_lag_7d,daily_inventory_product_count_rolling_7d_mean,daily_inventory_product_count_rolling_28d_mean
5,4,2,2013,1,5871312.85,5214391.75,5898344.454285714,6142735.850357143,4657092.08,4691901.42,4909062.162857143,5412495.043571428,27256.0,27517.0,27246.14285714286,24963.85714285714,21981.0,21818.0,20774.714285714286,18852.75,90395.0,149988.0,112289.0,106475.5,0.00392,0.00399,0.0044685714285714285,0.004629642857142857,109.1,156.1,180.94285714285715,201.4964285714286,1.0,1.0,1.0,1.0,214.0,238.0,253.42857142857142,282.0,213.0,238.0,250.71428571428572,279.2142857142857,6.0,6.0,6.0,6.0,15.0,19.0,22.0,25.857142857142858,3.0,0.0,2.7142857142857144,3.1785714285714284,180.0,198.0,204.85714285714286,225.85714285714286,4.0,6.0,4.857142857142857,5.642857142857143,10.0,15.0,15.142857142857142,16.75,2.0,0.0,3.857142857142857,4.714285714285714,1111.0,1206.0,1245.0,1415.3214285714287,5871312.85,5214391.75,5898344.454285714,6142735.850357143,0.0,625727.03,215191.39714285714,613975.8150000001,135.0,145.0,149.28571428571428,160.42857142857142,4657092.083730288,4691901.421551807,4909062.165626744,5412495.045040245,27.0,17.0,21.714285714285715,15.714285714285714,370675.18,188520.54,245445.79285714286,174392.69035714286,82.0,48.0,60.714285714285715,44.464285714285715,0.0,0.0,0.0,36809.0,7744.0,7744.0,7744.0,10460.0,6650.0,6650.0,6650.0,8934.0,0.0,0.0,0.0,587.0,842.3717693836978,842.3717693836978,842.3717693836978,167.99054945054945,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9569951648351648,0.0,0.0,0.0,455.0
6,4,2,2013,1,6012115.71,4506492.03,6012305.0200000005,6142828.961071429,4722140.67,3873550.82,4913382.055714286,5388530.494999999,21636.0,23814.0,26406.0,24964.821428571428,15934.0,16876.0,19934.14285714286,18865.071428571428,90602.0,78359.0,103805.28571428571,106396.14285714286,0.00495,0.00341,0.004605714285714285,0.004662857142857143,204.7,252.7,187.88571428571427,200.82142857142858,1.0,1.0,1.0,1.0,253.0,209.0,255.57142857142858,282.25,250.0,208.0,252.42857142857142,279.5,6.0,6.0,6.0,6.0,19.0,22.0,22.0,25.5,3.0,2.0,3.142857142857143,3.142857142857143,209.0,167.0,206.42857142857142,226.67857142857142,3.0,6.0,4.428571428571429,5.607142857142857,14.0,8.0,15.0,16.571428571428573,5.0,4.0,4.571428571428571,4.75,1225.0,1012.0,1247.7142857142858,1413.8214285714287,6012115.71,4506492.03,6012305.0200000005,6142828.961071429,0.0,344881.05,125801.82142857143,588220.7775,167.0,141.0,152.42857142857142,160.78571428571428,4722140.671297231,3873550.823940543,4913382.058447518,5388530.496687164,23.0,23.0,22.571428571428573,16.142857142857142,253156.91,268912.6,254679.56,180818.99214285714,66.0,67.0,63.285714285714285,46.07142857142857,0.0,0.0,0.0,36809.0,7744.0,7744.0,7744.0,10460.0,6650.0,6650.0,6650.0,8934.0,0.0,0.0,0.0,587.0,842.3717693836978,842.3717693836978,842.3717693836978,167.99054945054945,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9569951648351648,0.0,0.0,0.0,455.0
0,4,2,2013,0,6323547.99,5167610.5,6271884.442857142,6186950.203571429,5021941.78,4514315.72,5077437.907142857,5403238.977142856,24267.0,30902.0,26470.714285714286,25099.214285714286,19025.0,22373.0,20241.14285714286,18945.571428571428,133036.0,159594.0,111616.28571428571,107698.46428571429,0.00363,0.0049,0.004637142857142858,0.0046357142857142855,309.0,197.6,195.92857142857142,203.49642857142857,1.0,1.0,1.0,1.0,262.0,226.0,263.14285714285717,283.17857142857144,261.0,223.0,260.0,280.5,6.0,6.0,6.0,6.0,29.0,22.0,23.0,25.785714285714285,5.0,1.0,3.5714285714285716,3.2142857142857144,203.0,179.0,211.57142857142858,226.85714285714286,5.0,6.0,4.285714285714286,5.571428571428571,14.0,13.0,15.857142857142858,16.857142857142858,6.0,5.0,4.857142857142857,4.892857142857143,1329.0,1097.0,1293.0,1418.2142857142858,6323547.99,5167610.5,6271884.442857142,6186950.203571429,0.0,239004.81,76533.09999999999,566414.4057142857,171.0,134.0,156.71428571428572,161.82142857142858,5021941.775122844,4514315.719514542,5077437.908616419,5403238.978727678,18.0,21.0,21.857142857142858,16.392857142857142,238308.77,303525.7,250307.58428571426,186466.79714285716,60.0,65.0,62.285714285714285,47.0,0.0,0.0,0.0,36809.0,7744.0,7744.0,7744.0,10460.0,6650.0,6650.0,6650.0,8934.0,0.0,0.0,0.0,587.0,842.3717693836978,842.3717693836978,842.3717693836978,167.99054945054945,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9569951648351648,0.0,0.0,0.0,455.0
1,4,2,2013,0,7292352.56,5887221.88,6575419.022857143,6279737.4799999995,5866886.82,4755791.57,5270662.350000001,5463842.411785714,28085.0,27551.0,26068.285714285714,25507.285714285714,22427.0,21877.0,20248.85714285714,19314.214285714286,141532.0,99161.0,109036.0,110585.42857142857,0.00488,0.00504,0.004634285714285714,0.004678571428571429,302.2,239.0,210.87142857142857,207.53928571428568,1.0,1.0,1.0,1.0,319.0,267.0,276.42857142857144,286.85714285714283,316.0,265.0,273.2857142857143,284.10714285714283,6.0,6.0,6.0,6.0,27.0,22.0,23.714285714285715,26.107142857142858,2.0,3.0,3.7142857142857144,3.25,259.0,215.0,223.0,229.46428571428572,7.0,4.0,4.428571428571429,5.75,17.0,16.0,16.428571428571427,17.214285714285715,7.0,7.0,5.142857142857143,5.071428571428571,1623.0,1286.0,1368.142857142857,1436.9642857142858,7292352.56,5887221.88,6575419.022857143,6279737.4799999995,0.0,164123.27,42389.555714285714,546295.9407142857,173.0,157.0,162.28571428571428,162.71428571428572,5866886.822934808,4755791.574739393,5270662.3519621715,5463842.413351438,17.0,19.0,21.285714285714285,16.75,113995.06999999999,167966.83,223231.78,187436.27607142858,35.0,45.0,58.0,47.464285714285715,0.0,0.0,0.0,36809.0,7744.0,7744.0,7744.0,10460.0,6650.0,6650.0,6650.0,8934.0,0.0,0.0,0.0,587.0,842.3717693836978,842.3717693836978,842.3717693836978,167.99054945054945,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9569951648351648,0.0,0.0,0.0,455.0
2,4,2,2013,0,8757473.08,8104639.53,6985454.908571429,6387810.367857143,6907927.03,6617328.78,5578110.272857144,5525103.352142857,27068.0,29585.0,25999.285714285714,25739.89285714286,19210.0,21004.0,19867.85714285714,19416.678571428572,88898.0,94904.0,107569.85714285714,109856.5,0.00466,0.00452,0.00458,0.004638928571428572,227.3,105.9,209.20000000000002,206.9892857142857,1.0,1.0,1.0,1.0,370.0,344.0,291.14285714285717,290.92857142857144,368.0,335.0,288.0,288.25,6.0,6.0,6.0,6.0,31.0,31.0,25.0,26.428571428571427,5.0,6.0,4.0,3.3214285714285716,300.0,273.0,235.14285714285714,232.64285714285714,7.0,5.0,4.857142857142857,5.785714285714286,18.0,26.0,16.714285714285715,17.392857142857142,9.0,3.0,5.428571428571429,5.357142857142857,1966.0,1731.0,1465.2857142857142,1460.6785714285713,8757473.08,8104639.53,6985454.908571429,6387810.367857143,0.0,132603.62,18943.374285714286,521732.6582142857,208.0,177.0,169.57142857142858,164.39285714285714,6907927.032328341,6617328.783990504,5578110.274474879,5525103.3536583055,25.0,26.0,22.142857142857142,17.25,291245.43,258594.02,240843.00857142857,192680.9667857143,76.0,72.0,62.42857142857143,49.0,0.0,0.0,0.0,36809.0,7744.0,7744.0,7744.0,10460.0,6650.0,6650.0,6650.0,8934.0,0.0,0.0,0.0,587.0,842.3717693836978,842.3717693836978,842.3717693836978,167.99054945054945,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9569951648351648,0.0,0.0,0.0,455.0
3,4,2,2013,0,9358565.61,6536742.64,7164587.205714285,6476611.618571429,7286897.36,5253454.75,5673762.927142858,5568152.9875,33819.0,24098.0,26604.14285714286,26344.89285714286,25856.0,19494.0,20561.0,19901.35714285714,134590.0,113622.0,113239.28571428571,112628.10714285714,0.00461,0.0055,0.0045928571428571425,0.004609642857142856,110.1,206.2,209.79999999999998,206.78571428571428,1.0,1.0,1.0,1.0,431.0,276.0,303.57142857142856,295.14285714285717,428.0,273.0,301.2857142857143,292.42857142857144,6.0,6.0,6.0,6.0,42.0,23.0,26.571428571428573,26.821428571428573,6.0,4.0,4.0,3.2857142857142856,348.0,222.0,245.85714285714286,236.67857142857142,6.0,3.0,5.0,5.642857142857143,18.0,18.0,15.571428571428571,17.071428571428573,11.0,6.0,6.571428571428571,5.642857142857143,2138.0,1272.0,1523.4285714285713,1482.0,9358565.61,6536742.64,7164587.205714285,6476611.618571429,0.0,0.0,0.0,492280.66964285716,213.0,156.0,174.71428571428572,165.92857142857142,7286897.364429984,5253454.751920131,5673762.928823375,5568152.989294879,21.0,19.0,21.428571428571427,17.785714285714285,297392.41,159925.68,246385.63571428572,201587.4732142857,64.0,46.0,61.285714285714285,50.714285714285715,0.0,0.0,0.0,36809.0,7744.0,7744.0,7744.0,10460.0,6650.0,6650.0,6650.0,8934.0,0.0,0.0,0.0,587.0,842.3717693836978,842.3717693836978,842.3717693836978,167.99054945054945,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9569951648351648,0.0,0.0,0.0,455.0
4,4,2,2013,0,9127283.0,5871312.85,7534664.399999999,6513330.478214285,7206948.14,4657092.08,5952833.411428572,5566991.72,25153.0,27256.0,26754.85714285714,26580.035714285714,20499.0,21981.0,20704.571428571428,20119.428571428572,119550.0,90395.0,114086.14285714286,113382.96428571429,0.00575,0.00392,0.004628571428571428,0.004695714285714285,207.3,109.1,209.95714285714286,206.29642857142858,1.0,1.0,1.0,1.0,394.0,214.0,320.42857142857144,295.0,389.0,213.0,317.85714285714283,292.2142857142857,6.0,6.0,6.0,6.0,34.0,15.0,28.142857142857142,26.964285714285715,3.0,3.0,3.857142857142857,3.2142857142857144,319.0,180.0,259.7142857142857,236.35714285714286,8.0,4.0,5.714285714285714,5.714285714285714,25.0,10.0,16.571428571428573,17.142857142857142,5.0,2.0,6.428571428571429,5.607142857142857,1949.0,1111.0,1620.142857142857,1480.9642857142858,9127283.0,5871312.85,7534664.399999999,6513330.478214285,0.0,0.0,0.0,457570.0028571429,201.0,135.0,181.14285714285714,165.96428571428572,7206948.139514374,4657092.083730288,5952833.412765409,5566991.721666298,17.0,27.0,21.142857142857142,18.107142857142858,207481.31,370675.18,253179.29714285716,207705.41999999998,42.0,82.0,60.714285714285715,51.642857142857146,0.0,0.0,0.0,36809.0,7744.0,7744.0,7744.0,10460.0,6650.0,6650.0,6650.0,8934.0,0.0,0.0,0.0,587.0,842.3717693836978,842.3717693836978,842.3717693836978,167.99054945054945,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9569951648351648,0.0,0.0,0.0,455.0
5,4,2,2013,1,6156392.84,6012115.71,7575390.112857142,6433855.8139285715,4860244.05,4722140.67,5981855.121428572,5467557.084642857,25454.0,21636.0,26497.428571428572,26779.964285714286,18300.0,15934.0,20178.714285714286,20264.75,131458.0,90602.0,119952.28571428571,114722.75,0.00556,0.00495,0.004862857142857143,0.004696071428571429,204.8,204.7,223.6285714285714,205.81071428571428,1.0,1.0,1.0,1.0,270.0,253.0,328.42857142857144,291.4642857142857,267.0,250.0,325.57142857142856,288.67857142857144,6.0,6.0,6.0,6.0,26.0,19.0,29.714285714285715,26.75,1.0,3.0,3.5714285714285716,3.2142857142857144,223.0,209.0,265.85714285714283,233.71428571428572,5.0,3.0,5.857142857142857,5.714285714285714,9.0,14.0,16.428571428571427,16.535714285714285,6.0,5.0,7.0,5.535714285714286,1372.0,1225.0,1657.4285714285713,1462.857142857143,6156392.84,6012115.71,7575390.112857142,6433855.8139285715,0.0,0.0,0.0,421648.505,164.0,167.0,185.28571428571428,164.82142857142858,4860244.047433083,4722140.671297231,5981855.121865809,5467557.086128454,21.0,23.0,20.285714285714285,18.464285714285715,234823.43,253156.91,233771.90428571426,210374.82142857142,54.0,66.0,56.714285714285715,52.07142857142857,0.0,0.0,0.0,36809.0,7744.0,7744.0,7744.0,10460.0,6650.0,6650.0,6650.0,8934.0,0.0,0.0,0.0,587.0,842.3717693836978,842.3717693836978,842.3717693836978,167.99054945054945,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9569951648351648,0.0,0.0,0.0,455.0
6,4,2,2013,1,6420235.09,6323547.99,7633692.8814285705,6247542.982142857,5103697.51,5021941.78,6036363.241428571,5271253.841785715,23854.0,24267.0,26814.285714285714,26880.678571428572,17383.0,19025.0,20385.714285714286,20316.214285714286,104436.0,133036.0,121928.57142857143,115511.75,0.00467,0.00363,0.004822857142857143,0.004694285714285714,203.7,309.0,223.48571428571427,207.03214285714284,1.0,1.0,1.0,1.0,277.0,262.0,331.85714285714283,281.92857142857144,276.0,261.0,329.2857142857143,279.32142857142856,6.0,6.0,6.0,6.0,20.0,29.0,29.857142857142858,26.0,6.0,5.0,4.0,3.357142857142857,223.0,203.0,267.85714285714283,225.67857142857142,9.0,5.0,6.714285714285714,5.857142857142857,12.0,14.0,16.142857142857142,15.571428571428571,7.0,6.0,7.285714285714286,5.464285714285714,1398.0,1329.0,1682.142857142857,1410.357142857143,6420235.09,6323547.99,7633692.8814285705,6247542.982142857,0.0,0.0,0.0,371775.6717857142,167.0,171.0,185.28571428571428,162.78571428571428,5103697.508065413,5021941.775122844,6036363.241404121,5271253.843203546,15.0,18.0,19.142857142857142,18.571428571428573,151945.09,238308.77,219313.07285714286,212721.0075,40.0,60.0,53.0,52.5,0.0,0.0,0.0,36809.0,7744.0,7744.0,7744.0,10460.0,6650.0,6650.0,6650.0,8934.0,0.0,0.0,0.0,587.0,842.3717693836978,842.3717693836978,842.3717693836978,167.99054945054945,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9569951648351648,0.0,0.0,0.0,455.0
0,4,2,2013,0,9099343.31,7292352.56,8030235.07,6234840.1075,7234100.22,5866886.82,6352385.875714285,5225560.3549999995,26593.0,28085.0,27146.571428571428,27058.64285714286,20990.0,22427.0,20666.428571428572,20480.071428571428,92764.0,141532.0,116175.42857142857,116179.17857142857,0.00388,0.00488,0.004858571428571428,0.004687142857142857,199.8,302.2,207.8857142857143,207.43214285714285,1.0,1.0,1.0,1.0,362.0,319.0,346.14285714285717,277.14285714285717,359.0,316.0,343.2857142857143,274.7142857142857,6.0,6.0,6.0,6.0,43.0,27.0,31.857142857142858,26.107142857142858,4.0,2.0,3.857142857142857,3.357142857142857,277.0,259.0,278.42857142857144,221.0,5.0,7.0,6.714285714285714,5.821428571428571,27.0,17.0,18.0,15.75,6.0,7.0,7.285714285714286,5.107142857142857,1819.0,1623.0,1752.142857142857,1384.2142857142858,9099343.31,7292352.56,8030235.07,6234840.1075,0.0,0.0,0.0,331254.1457142857,191.0,173.0,188.14285714285714,161.39285714285714,7234100.223617342,5866886.822934808,6352385.876903335,5225560.356641153,12.0,17.0,18.285714285714285,18.5,76191.69,113995.06999999999,196153.49,210595.5457142857,33.0,35.0,49.142857142857146,52.357142857142854,0.0,0.0,0.0,0.0,7744.0,7744.0,7744.0,7744.0,6650.0,6650.0,6650.0,6650.0,0.0,0.0,0.0,0.0,842.3717693836978,842.3717693836978,842.3717693836978,842.3717693836978,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.0,0.0,0.0,0.0
1,4,2,2013,0,13160942.22,8757473.08,8868605.021428572,6336522.035714285,10423989.71,6907927.03,7003400.574285714,5269675.183214285,30100.0,27068.0,27434.428571428572,27247.5,21412.0,19210.0,20521.428571428572,20614.75,127202.0,88898.0,114128.28571428571,116521.10714285714,0.00508,0.00466,0.004887142857142856,0.004671785714285714,142.8,227.3,185.11428571428573,206.15714285714287,1.0,1.0,1.0,1.0,584.0,370.0,384.0,279.57142857142856,576.0,368.0,380.42857142857144,277.10714285714283,6.0,6.0,6.0,6.0,55.0,31.0,35.857142857142854,25.857142857142858,5.0,5.0,4.285714285714286,3.357142857142857,467.0,300.0,308.14285714285717,223.10714285714286,14.0,7.0,7.714285714285714,5.928571428571429,34.0,18.0,20.428571428571427,15.964285714285714,9.0,9.0,7.571428571428571,5.357142857142857,3034.0,1966.0,1953.7142857142858,1397.607142857143,13160942.22,8757473.08,8868605.021428572,6336522.035714285,0.0,0.0,0.0,287051.9407142857,229.0,208.0,196.14285714285714,160.71428571428572,10423989.713000402,6907927.032328341,7003400.575484134,5269675.184921955,10.0,25.0,17.285714285714285,18.321428571428573,90214.38,291245.43,192756.24857142856,209345.86999999997,29.0,76.0,48.285714285714285,52.17857142857143,0.0,0.0,0.0,0.0,7744.0,7744.0,7744.0,7744.0,6650.0,6650.0,6650.0,6650.0,0.0,0.0,0.0,0.0,842.3717693836978,842.3717693836978,842.3717693836978,842.3717693836978,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.0,0.0,0.0,0.0
2,5,2,2013,0,11190466.86,9358565.61,9216175.561428571,6441538.243214286,8842281.65,7286897.36,7279736.948571429,5322088.845714286,26638.0,33819.0,27373.0,27248.60714285714,20421.0,25856.0,20694.428571428572,20642.89285714286,114824.0,134590.0,117832.0,117068.35714285714,0.00385,0.00461,0.004771428571428571,0.0046225,250.7,110.1,188.45714285714283,206.31071428571428,1.0,1.0,1.0,1.0,530.0,431.0,406.85714285714283,283.9642857142857,524.0,428.0,402.7142857142857,281.35714285714283,6.0,6.0,6.0,6.0,51.0,42.0,38.714285714285715,25.964285714285715,3.0,6.0,4.0,3.4285714285714284,435.0,348.0,327.42857142857144,227.35714285714286,11.0,6.0,8.285714285714286,5.964285714285714,19.0,18.0,20.571428571428573,15.678571428571429,11.0,11.0,7.857142857142857,5.571428571428571,2645.0,2138.0,2050.714285714286,1418.642857142857,11190466.86,9358565.61,9216175.561428571,6441538.243214286,0.0,0.0,0.0,251694.74392857144,226.0,213.0,198.71428571428572,161.21428571428572,8842281.64517879,7286897.364429984,7279736.948748483,5322088.847076679,10.0,21.0,15.142857142857142,18.285714285714285,93670.56,297392.41,164531.26714285713,209987.5467857143,26.0,64.0,41.142857142857146,52.285714285714285,39336.0,0.0,39336.0,39336.0,15456.0,7744.0,15456.0,15456.0,13092.0,6650.0,13092.0,13092.0,674.0,0.0,674.0,674.0,120.45135699373695,842.3717693836978,120.45135699373695,120.45135699373695,0.9530993736951984,0.9623243295019157,0.9530993736951984,0.9530993736951984,479.0,0.0,479.0,479.0
3,5,2,2013,0,13051232.31,9127283.0,9743699.375714285,6595484.0575,10395426.51,7206948.14,7723812.541428572,5415856.087499999,25484.0,25153.0,26182.285714285714,27207.89285714286,20167.0,20499.0,19881.714285714286,20663.214285714286,121645.0,119550.0,115982.71428571429,117584.10714285714,0.00389,0.00575,0.004668571428571429,0.004576428571428572,319.7,207.3,218.4,207.9,1.0,1.0,1.0,1.0,569.0,394.0,426.57142857142856,288.2857142857143,563.0,389.0,422.0,285.7142857142857,6.0,6.0,6.0,6.0,53.0,34.0,40.285714285714285,26.428571428571427,5.0,3.0,3.857142857142857,3.357142857142857,457.0,319.0,343.0,231.17857142857142,11.0,8.0,9.0,5.785714285714286,32.0,25.0,22.571428571428573,16.0,11.0,5.0,7.857142857142857,5.535714285714286,2899.0,1949.0,2159.4285714285716,1444.7857142857142,13051232.31,9127283.0,9743699.375714285,6595484.0575,0.0,0.0,0.0,214234.38892857142,233.0,201.0,201.57142857142858,161.92857142857142,10395426.50719429,7206948.139514374,7723812.540571956,5415856.088604009,19.0,17.0,14.857142857142858,18.464285714285715,305624.78,207481.31,165707.32000000004,215947.94214285718,64.0,42.0,41.142857142857146,52.857142857142854,0.0,0.0,39336.0,39336.0,7744.0,7744.0,15456.0,15456.0,6650.0,6650.0,13092.0,13092.0,0.0,0.0,674.0,674.0,842.3717693836978,842.3717693836978,120.45135699373695,120.45135699373695,0.9623243295019157,0.9623243295019157,0.9530993736951984,0.9530993736951984,0.0,0.0,479.0,479.0
4,5,2,2013,0,11179665.29,6156392.84,10036896.845714286,6842234.217857143,8989067.99,4860244.05,7978401.091428571,5601895.640357143,27523.0,25454.0,26520.85714285714,27419.14285714286,21551.0,18300.0,20032.0,20831.714285714286,148318.0,131458.0,120092.42857142857,118913.5,0.00521,0.00556,0.004591428571428572,0.004571071428571429,270.6,204.8,227.44285714285712,210.70357142857142,1.0,1.0,1.0,1.0,512.0,270.0,443.42857142857144,300.32142857142856,510.0,267.0,439.2857142857143,297.67857142857144,6.0,6.0,6.0,6.0,44.0,26.0,41.714285714285715,27.714285714285715,6.0,1.0,4.285714285714286,3.5,414.0,223.0,356.57142857142856,240.89285714285714,12.0,5.0,9.571428571428571,6.107142857142857,23.0,9.0,22.285714285714285,16.392857142857142,13.0,6.0,9.0,5.714285714285714,2561.0,1372.0,2246.8571428571427,1508.5714285714287,11179665.29,6156392.84,10036896.845714286,6842234.217857143,0.0,0.0,0.0,195931.55714285714,225.0,164.0,205.0,165.42857142857142,8989067.99047802,4860244.047433083,7978401.09070962,5601895.64136442,14.0,21.0,14.428571428571429,18.571428571428573,157084.07,234823.43,158507.7142857143,218580.18357142856,26.0,54.0,38.857142857142854,52.892857142857146,0.0,0.0,39336.0,39336.0,7744.0,7744.0,15456.0,15456.0,6650.0,6650.0,13092.0,13092.0,0.0,0.0,674.0,674.0,842.3717693836978,842.3717693836978,120.45135699373695,120.45135699373695,0.9623243295019157,0.9623243295019157,0.9530993736951984,0.9530993736951984,0.0,0.0,479.0,479.0
5,5,2,2013,1,8173550.12,6420235.09,10325062.171428572,7024371.135714286,6507576.59,5103697.51,8213734.311428571,5740120.11,27201.0,23854.0,26770.428571428572,27232.214285714286,20147.0,17383.0,20295.85714285714,20665.464285714286,109468.0,104436.0,116951.0,117167.35714285714,0.00408,0.00467,0.00438,0.004566428571428571,186.8,203.7,224.8714285714286,207.7464285714286,1.0,1.0,1.0,1.0,341.0,277.0,453.57142857142856,307.92857142857144,339.0,276.0,449.57142857142856,305.2142857142857,6.0,6.0,6.0,6.0,32.0,20.0,42.57142857142857,28.071428571428573,3.0,6.0,4.571428571428571,3.5,280.0,223.0,364.7142857142857,247.64285714285714,6.0,9.0,9.714285714285714,6.214285714285714,17.0,12.0,23.428571428571427,16.821428571428573,3.0,7.0,8.571428571428571,5.678571428571429,1734.0,1398.0,2298.5714285714284,1548.75,8173550.12,6420235.09,10325062.171428572,7024371.135714286,0.0,0.0,0.0,182758.48500000002,191.0,167.0,208.85714285714286,168.96428571428572,6507576.593981517,5103697.508065413,8213734.311645111,5740120.111058024,15.0,15.0,13.571428571428571,18.678571428571427,104855.62,151945.09,139940.8842857143,218563.81071428573,43.0,40.0,37.285714285714285,53.107142857142854,0.0,0.0,39336.0,39336.0,7744.0,7744.0,15456.0,15456.0,6650.0,6650.0,13092.0,13092.0,0.0,0.0,674.0,674.0,842.3717693836978,842.3717693836978,120.45135699373695,120.45135699373695,0.9623243295019157,0.9623243295019157,0.9530993736951984,0.9530993736951984,0.0,0.0,479.0,479.0
