Date,Revenue,phase5_best_prediction,phase9_best_prediction,phase5_error,phase9_error,phase5_abs_error,phase9_abs_error,phase9_better_than_phase5,month,weekday,revenue_group
2021-01-27,2258351.94,2567549.956363209,2567549.956363209,-309198.0163632091,-309198.0163632091,309198.0163632091,309198.0163632091,False,2021-01,Wednesday,mid_revenue
2021-01-28,2405871.45,2485777.259421637,2485777.259421637,-79905.80942163663,-79905.80942163663,79905.80942163663,79905.80942163663,False,2021-01,Thursday,mid_revenue
2021-01-29,2246568.53,2474784.9814079124,2474784.9814079124,-228216.45140791265,-228216.45140791265,228216.45140791265,228216.45140791265,False,2021-01,Friday,mid_revenue
2021-01-30,2167603.39,2751542.199725044,2751542.199725044,-583938.8097250438,-583938.8097250438,583938.8097250438,583938.8097250438,False,2021-01,Saturday,mid_revenue
2021-01-31,1607178.02,2285133.2189533827,2285133.2189533827,-677955.1989533827,-677955.1989533827,677955.1989533827,677955.1989533827,False,2021-01,Sunday,low_revenue
2021-02-01,1551374.11,1761379.3065786115,1761379.3065786115,-210005.1965786114,-210005.1965786114,210005.1965786114,210005.1965786114,False,2021-02,Monday,low_revenue
2021-02-02,958876.9,1013048.4592610575,1013048.4592610577,-54171.559261057526,-54171.55926105764,54171.559261057526,54171.55926105764,False,2021-02,Tuesday,low_revenue
2021-02-03,1095535.11,1258701.4435567176,1258701.4435567176,-163166.3335567175,-163166.3335567175,163166.3335567175,163166.3335567175,False,2021-02,Wednesday,low_revenue
2021-02-04,1345207.17,1140089.612980738,1140089.612980738,205117.55701926188,205117.55701926188,205117.55701926188,205117.55701926188,False,2021-02,Thursday,low_revenue
2021-02-05,1749418.05,1222977.3092632368,1222977.3092632368,526440.7407367632,526440.7407367632,526440.7407367632,526440.7407367632,False,2021-02,Friday,low_revenue
2021-02-06,1240787.91,1310120.4015236227,1310120.4015236227,-69332.49152362277,-69332.49152362277,69332.49152362277,69332.49152362277,False,2021-02,Saturday,low_revenue
2021-02-07,1814367.53,1361923.7776697814,1361923.7776697814,452443.7523302187,452443.7523302187,452443.7523302187,452443.7523302187,False,2021-02,Sunday,low_revenue
2021-02-08,1325809.68,1869307.9426283557,1869307.9426283555,-543498.2626283558,-543498.2626283555,543498.2626283558,543498.2626283555,True,2021-02,Monday,low_revenue
2021-02-09,1448124.96,1510666.8616410084,1510666.8616410084,-62541.901641008444,-62541.901641008444,62541.901641008444,62541.901641008444,False,2021-02,Tuesday,low_revenue
2021-02-10,1851743.73,1679728.649456521,1679728.649456521,172015.08054347895,172015.08054347895,172015.08054347895,172015.08054347895,False,2021-02,Wednesday,mid_revenue
2021-02-11,1689417.95,1737737.2727834815,1737737.2727834817,-48319.32278348156,-48319.322783481795,48319.32278348156,48319.322783481795,False,2021-02,Thursday,low_revenue
2021-02-12,1983824.96,1847730.609378066,1847730.6093780661,136094.35062193405,136094.35062193382,136094.35062193405,136094.35062193382,True,2021-02,Friday,mid_revenue
2021-02-13,1986462.63,1917382.5783390875,1917382.5783390875,69080.05166091234,69080.05166091234,69080.05166091234,69080.05166091234,False,2021-02,Saturday,mid_revenue
2021-02-14,2942830.48,2304111.3338190094,2304111.3338190094,638719.1461809906,638719.1461809906,638719.1461809906,638719.1461809906,False,2021-02,Sunday,mid_revenue
2021-02-15,3142099.08,2351994.819889931,2351994.819889931,790104.2601100691,790104.2601100691,790104.2601100691,790104.2601100691,False,2021-02,Monday,high_revenue
2021-02-16,1874868.49,2415292.1342003527,2415292.1342003527,-540423.6442003527,-540423.6442003527,540423.6442003527,540423.6442003527,False,2021-02,Tuesday,mid_revenue
2021-02-17,2468895.03,2053410.0132889375,2053410.0132889377,415485.0167110623,415485.01671106205,415485.0167110623,415485.01671106205,True,2021-02,Wednesday,mid_revenue
2021-02-18,1729200.62,2414671.175489623,2414671.175489623,-685470.555489623,-685470.555489623,685470.555489623,685470.555489623,False,2021-02,Thursday,low_revenue
2021-02-19,2485137.46,2101638.746391603,2101638.746391603,383498.7136083972,383498.7136083972,383498.7136083972,383498.7136083972,False,2021-02,Friday,mid_revenue
2021-02-20,2510521.11,2670368.166649621,2670368.166649621,-159847.0566496211,-159847.0566496211,159847.0566496211,159847.0566496211,False,2021-02,Saturday,mid_revenue
2021-02-21,2673937.37,2834733.1787926583,2834733.1787926583,-160795.80879265815,-160795.80879265815,160795.80879265815,160795.80879265815,False,2021-02,Sunday,mid_revenue
2021-02-22,3295922.4,3173113.070035704,3173113.070035704,122809.32996429596,122809.32996429596,122809.32996429596,122809.32996429596,False,2021-02,Monday,high_revenue
2021-02-23,4952064.84,2871087.7796612955,2871087.7796612955,2080977.0603387044,2080977.0603387044,2080977.0603387044,2080977.0603387044,False,2021-02,Tuesday,high_revenue
2021-02-24,2880648.13,4296751.441066059,4296751.441066059,-1416103.3110660594,-1416103.3110660594,1416103.3110660594,1416103.3110660594,False,2021-02,Wednesday,mid_revenue
2021-02-25,5675843.97,3152149.368082158,3152149.368082158,2523694.601917842,2523694.601917842,2523694.601917842,2523694.601917842,False,2021-02,Thursday,high_revenue
2021-02-26,3813868.44,4583171.717421579,4583171.717421579,-769303.2774215792,-769303.2774215792,769303.2774215792,769303.2774215792,False,2021-02,Friday,high_revenue
2021-02-27,3241854.71,3164477.583524086,3164477.583524086,77377.12647591392,77377.12647591392,77377.12647591392,77377.12647591392,False,2021-02,Saturday,high_revenue
2021-02-28,2348995.75,3056318.8727677744,3056318.8727677744,-707323.1227677744,-707323.1227677744,707323.1227677744,707323.1227677744,False,2021-02,Sunday,mid_revenue
2021-03-01,1942260.67,1636225.382785577,1636225.3827855773,306035.28721442283,306035.2872144226,306035.28721442283,306035.2872144226,True,2021-03,Monday,mid_revenue
2021-03-02,679248.37,1447141.9090382345,1447141.9090382343,-767893.5390382345,-767893.5390382343,767893.5390382345,767893.5390382343,True,2021-03,Tuesday,low_revenue
2021-03-03,1202803.22,1204535.2891356675,1204535.2891356675,-1732.0691356675234,-1732.0691356675234,1732.0691356675234,1732.0691356675234,False,2021-03,Wednesday,low_revenue
2021-03-04,2188811.67,1421373.6975419552,1421373.6975419552,767437.9724580448,767437.9724580448,767437.9724580448,767437.9724580448,False,2021-03,Thursday,mid_revenue
2021-03-05,1350969.16,2018970.6688809053,2018970.6688809055,-668001.5088809053,-668001.5088809056,668001.5088809053,668001.5088809056,False,2021-03,Friday,low_revenue
2021-03-06,1702498.76,1618414.607668867,1618414.6076688673,84084.15233113291,84084.15233113267,84084.15233113291,84084.15233113267,True,2021-03,Saturday,low_revenue
2021-03-07,2475099.15,1684969.842717637,1684969.842717637,790129.3072823628,790129.3072823628,790129.3072823628,790129.3072823628,False,2021-03,Sunday,mid_revenue
2021-03-08,2765984.78,2246054.763038032,2246054.7630380318,519930.0169619676,519930.01696196804,519930.0169619676,519930.01696196804,False,2021-03,Monday,mid_revenue
2021-03-09,2910840.37,2686298.275395912,2686298.275395912,224542.094604088,224542.094604088,224542.094604088,224542.094604088,False,2021-03,Tuesday,mid_revenue
2021-03-10,2793536.43,2495055.944400157,2495055.944400157,298480.4855998433,298480.4855998433,298480.4855998433,298480.4855998433,False,2021-03,Wednesday,mid_revenue
2021-03-11,4291688.17,3140421.8712115264,3140421.8712115264,1151266.2987884735,1151266.2987884735,1151266.2987884735,1151266.2987884735,False,2021-03,Thursday,high_revenue
2021-03-12,4134860.06,3367138.5631094864,3367138.5631094864,767721.4968905137,767721.4968905137,767721.4968905137,767721.4968905137,False,2021-03,Friday,high_revenue
2021-03-13,2417371.88,2953516.069581174,2953516.069581174,-536144.1895811739,-536144.1895811739,536144.1895811739,536144.1895811739,False,2021-03,Saturday,mid_revenue
2021-03-14,2889680.59,3155695.9407212907,3155695.9407212907,-266015.3507212908,-266015.3507212908,266015.3507212908,266015.3507212908,False,2021-03,Sunday,mid_revenue
2021-03-15,3654509.31,3447513.258496986,3447513.258496986,206996.05150301429,206996.05150301429,206996.05150301429,206996.05150301429,False,2021-03,Monday,high_revenue
2021-03-16,4008350.11,3997761.99295984,3997761.99295984,10588.117040159646,10588.117040159646,10588.117040159646,10588.117040159646,False,2021-03,Tuesday,high_revenue
2021-03-17,4400411.89,3635263.294101532,3635263.294101532,765148.5958984676,765148.5958984676,765148.5958984676,765148.5958984676,False,2021-03,Wednesday,high_revenue
2021-03-18,5516765.31,4637050.698316426,4637050.698316426,879714.6116835736,879714.6116835736,879714.6116835736,879714.6116835736,False,2021-03,Thursday,high_revenue
2021-03-19,3614457.51,4924002.571475274,4924002.571475274,-1309545.0614752742,-1309545.0614752742,1309545.0614752742,1309545.0614752742,False,2021-03,Friday,high_revenue
2021-03-20,3232018.55,3583866.3307176637,3583866.3307176633,-351847.78071766393,-351847.78071766347,351847.78071766393,351847.78071766347,True,2021-03,Saturday,high_revenue
2021-03-21,2822145.24,3313193.735740521,3313193.735740521,-491048.49574052077,-491048.49574052077,491048.49574052077,491048.49574052077,False,2021-03,Sunday,mid_revenue
2021-03-22,3923103.49,3452973.195714253,3452973.195714253,470130.2942857472,470130.2942857472,470130.2942857472,470130.2942857472,False,2021-03,Monday,high_revenue
2021-03-23,4222620.69,4355750.299040716,4355750.299040716,-133129.60904071573,-133129.60904071573,133129.60904071573,133129.60904071573,False,2021-03,Tuesday,high_revenue
2021-03-24,4003647.57,4423266.852887088,4423266.8528870875,-419619.2828870886,-419619.28288708767,419619.2828870886,419619.28288708767,True,2021-03,Wednesday,high_revenue
2021-03-25,4847687.37,5314908.723822879,5314908.723822879,-467221.35382287856,-467221.35382287856,467221.35382287856,467221.35382287856,False,2021-03,Thursday,high_revenue
2021-03-26,4034615.27,4576856.031877413,4576856.031877413,-542240.7618774134,-542240.7618774134,542240.7618774134,542240.7618774134,False,2021-03,Friday,high_revenue
2021-03-27,3612774.77,3754908.748860544,3754908.7488605436,-142133.97886054404,-142133.97886054358,142133.97886054404,142133.97886054358,True,2021-03,Saturday,high_revenue
2021-03-28,3528929.89,4277801.059735052,4277801.059735052,-748871.1697350522,-748871.1697350522,748871.1697350522,748871.1697350522,False,2021-03,Sunday,high_revenue
2021-03-29,4090090.6,4249266.287504001,4249266.287504001,-159175.6875040005,-159175.6875040005,159175.6875040005,159175.6875040005,False,2021-03,Monday,high_revenue
2021-03-30,10795905.35,6388218.26169072,6388218.26169072,4407687.08830928,4407687.08830928,4407687.08830928,4407687.08830928,False,2021-03,Tuesday,high_revenue
2021-03-31,9220320.43,8783968.210047258,8783968.210047258,436352.21995274164,436352.21995274164,436352.21995274164,436352.21995274164,False,2021-03,Wednesday,high_revenue
2021-04-01,9027075.84,8624830.962627223,8624830.962627223,402244.8773727771,402244.8773727771,402244.8773727771,402244.8773727771,False,2021-04,Thursday,high_revenue
2021-04-02,7866035.23,8276107.352208429,8276107.352208429,-410072.12220842857,-410072.12220842857,410072.12220842857,410072.12220842857,False,2021-04,Friday,high_revenue
2021-04-03,7594752.42,5450703.912094769,5450703.912094769,2144048.507905231,2144048.507905231,2144048.507905231,2144048.507905231,False,2021-04,Saturday,high_revenue
2021-04-04,1720555.46,3894855.5490335966,3894855.5490335966,-2174300.0890335967,-2174300.0890335967,2174300.0890335967,2174300.0890335967,False,2021-04,Sunday,low_revenue
2021-04-05,2665962.66,1985775.3875420224,1985775.3875420224,680187.2724579778,680187.2724579778,680187.2724579778,680187.2724579778,False,2021-04,Monday,mid_revenue
2021-04-06,2627509.32,2750967.275349796,2750967.2753497954,-123457.95534979599,-123457.95534979552,123457.95534979599,123457.95534979552,True,2021-04,Tuesday,mid_revenue
2021-04-07,3504391.02,2831318.855387859,2831318.855387859,673072.164612141,673072.164612141,673072.164612141,673072.164612141,False,2021-04,Wednesday,high_revenue
2021-04-08,3026850.22,3693030.711423708,3693030.711423708,-666180.4914237079,-666180.4914237079,666180.4914237079,666180.4914237079,False,2021-04,Thursday,mid_revenue
2021-04-09,3110153.27,3745586.323375414,3745586.323375414,-635433.0533754141,-635433.0533754141,635433.0533754141,635433.0533754141,False,2021-04,Friday,mid_revenue
2021-04-10,2505766.01,3651319.612415919,3651319.6124159186,-1145553.6024159193,-1145553.6024159188,1145553.6024159193,1145553.6024159188,True,2021-04,Saturday,mid_revenue
2021-04-11,2755337.37,2785706.958470203,2785706.958470203,-30369.58847020287,-30369.58847020287,30369.58847020287,30369.58847020287,False,2021-04,Sunday,mid_revenue
2021-04-12,3206411.87,3388289.94527692,3388289.94527692,-181878.0752769201,-181878.0752769201,181878.0752769201,181878.0752769201,False,2021-04,Monday,high_revenue
2021-04-13,3231903.43,3686769.553036621,3686769.5530366204,-454866.1230366207,-454866.1230366202,454866.1230366207,454866.1230366202,True,2021-04,Tuesday,high_revenue
2021-04-14,5218947.03,4231539.416675544,4231539.416675544,987407.6133244559,987407.6133244559,987407.6133244559,987407.6133244559,False,2021-04,Wednesday,high_revenue
2021-04-15,4270735.63,4282223.141446089,4282223.141446089,-11487.511446089484,-11487.511446089484,11487.511446089484,11487.511446089484,False,2021-04,Thursday,high_revenue
2021-04-16,3735241.12,3188940.786795513,3188940.786795513,546300.3332044873,546300.3332044873,546300.3332044873,546300.3332044873,False,2021-04,Friday,high_revenue
2021-04-17,3800876.52,3191956.6935981605,3191956.6935981605,608919.8264018395,608919.8264018395,608919.8264018395,608919.8264018395,False,2021-04,Saturday,high_revenue
2021-04-18,4448113.81,3260278.579157973,3260278.579157973,1187835.2308420264,1187835.2308420264,1187835.2308420264,1187835.2308420264,False,2021-04,Sunday,high_revenue
2021-04-19,3468512.12,3559208.662737571,3559208.662737571,-90696.54273757106,-90696.54273757106,90696.54273757106,90696.54273757106,False,2021-04,Monday,high_revenue
2021-04-20,4030055.78,3665967.679062239,3665967.679062239,364088.1009377609,364088.1009377609,364088.1009377609,364088.1009377609,False,2021-04,Tuesday,high_revenue
2021-04-21,5244905.44,5082061.140881543,5082061.140881543,162844.29911845736,162844.29911845736,162844.29911845736,162844.29911845736,False,2021-04,Wednesday,high_revenue
2021-04-22,4635126.49,4998773.587716966,4998773.587716966,-363647.0977169657,-363647.0977169657,363647.0977169657,363647.0977169657,False,2021-04,Thursday,high_revenue
2021-04-23,2503702.41,4536637.791420962,4536637.791420962,-2032935.3814209616,-2032935.3814209616,2032935.3814209616,2032935.3814209616,False,2021-04,Friday,mid_revenue
2021-04-24,3966260.92,3312540.60719077,3312540.60719077,653720.3128092298,653720.3128092298,653720.3128092298,653720.3128092298,False,2021-04,Saturday,high_revenue
2021-04-25,4545990.29,4550394.935942334,4550394.935942334,-4404.645942334086,-4404.645942334086,4404.645942334086,4404.645942334086,False,2021-04,Sunday,high_revenue
2021-04-26,4718077.11,4417580.168645141,4417580.168645141,300496.9413548596,300496.9413548596,300496.9413548596,300496.9413548596,False,2021-04,Monday,high_revenue
2021-04-27,5303542.87,5325580.834763362,5325580.834763362,-22037.96476336196,-22037.96476336196,22037.96476336196,22037.96476336196,False,2021-04,Tuesday,high_revenue
2021-04-28,5606431.49,6813542.848599358,6813542.848599358,-1207111.3585993582,-1207111.3585993582,1207111.3585993582,1207111.3585993582,False,2021-04,Wednesday,high_revenue
2021-04-29,9535515.05,7019607.881412418,7019607.881412418,2515907.168587583,2515907.168587583,2515907.168587583,2515907.168587583,False,2021-04,Thursday,high_revenue
2021-04-30,6962149.33,7123410.304005318,7123410.304005318,-161260.97400531825,-161260.97400531825,161260.97400531825,161260.97400531825,False,2021-04,Friday,high_revenue
2021-05-01,6555221.49,5828155.93685761,5828155.93685761,727065.5531423902,727065.5531423902,727065.5531423902,727065.5531423902,False,2021-05,Saturday,high_revenue
2021-05-02,5301495.07,5677171.393908564,5677171.393908564,-375676.3239085637,-375676.3239085637,375676.3239085637,375676.3239085637,False,2021-05,Sunday,high_revenue
2021-05-03,3778243.02,3816398.4352956056,3816398.4352956056,-38155.41529560555,-38155.41529560555,38155.41529560555,38155.41529560555,False,2021-05,Monday,high_revenue
2021-05-04,1930133.97,2593831.989939675,2593831.989939675,-663698.0199396752,-663698.0199396752,663698.0199396752,663698.0199396752,False,2021-05,Tuesday,mid_revenue
2021-05-05,2491751.76,2543428.0166884726,2543428.0166884726,-51676.256688472815,-51676.256688472815,51676.256688472815,51676.256688472815,False,2021-05,Wednesday,mid_revenue
2021-05-06,3090364.98,2591900.784621072,2591900.784621072,498464.195378928,498464.195378928,498464.195378928,498464.195378928,False,2021-05,Thursday,mid_revenue
2021-05-07,3099539.75,3457517.859582392,3457517.859582392,-357978.10958239203,-357978.10958239203,357978.10958239203,357978.10958239203,False,2021-05,Friday,mid_revenue
2021-05-08,2448108.31,3136945.938043535,3136945.938043535,-688837.6280435352,-688837.6280435352,688837.6280435352,688837.6280435352,False,2021-05,Saturday,mid_revenue
2021-05-09,3801718.87,2768634.119612317,2768634.1196123175,1033084.750387683,1033084.7503876826,1033084.750387683,1033084.7503876826,True,2021-05,Sunday,high_revenue
2021-05-10,3546216.71,3849242.425369911,3849242.425369911,-303025.71536991093,-303025.71536991093,303025.71536991093,303025.71536991093,False,2021-05,Monday,high_revenue
2021-05-11,3323078.36,3329435.969314739,3329435.969314739,-6357.6093147392385,-6357.6093147392385,6357.6093147392385,6357.6093147392385,False,2021-05,Tuesday,high_revenue
2021-05-12,4782841.68,3517468.5509474725,3517468.5509474725,1265373.1290525272,1265373.1290525272,1265373.1290525272,1265373.1290525272,False,2021-05,Wednesday,high_revenue
