Date,Revenue,COGS,Gross_Profit_rolling_7d_mean,Gross_Margin_rolling_7d_mean,Revenue_rolling_28d_mean,Revenue_lag_1d,Revenue_pct_change_7d,page_views_lag_14d,cos_month,Gross_Profit_rolling_28d_mean,year,is_month_start,Revenue_rolling_7d_mean,Gross_Margin_rolling_28d_mean,Gross_Margin_lag_7d,Gross_Margin_lag_1d,Gross_Profit_lag_1d,Revenue_diff_1d,is_month_end,day_of_month,Gross_Profit_lag_7d,Revenue_lag_28d,quarter
2013-01-25,2823082.71,2273250.41,564677.5714285715,0.1961069171259241,3333539.2510714284,2522924.71,0.2018221930697939,46916.0,0.8660254037844387,683007.1589285714,2013,0,2871093.2942857146,0.2037044239332064,0.2304223372089214,0.1666581639687535,420466.0,-313531.1699999999,0,25,483713.99,8573663.31,1
2013-01-26,2312290.79,1869897.73,574123.0442857143,0.1910127383497685,3128161.3725,2823082.71,0.1396573980194254,33336.0,0.8660254037844387,635096.6399999999,2013,0,2974498.0300000003,0.2027817740387699,0.179035876393207,0.1947630857758325,549832.2999999998,300158.0,0,26,443495.6400000001,7842913.37,1
2013-01-27,3818881.29,3023842.24,573965.532857143,0.192767958266576,2930639.1375,2312290.79,-0.0834341779088499,35427.0,0.8660254037844387,594398.0528571428,2013,0,2950949.172857143,0.2024109735684471,0.1998217138990564,0.1913224158108591,442393.06000000006,-510791.9199999999,0,27,504105.54,6511908.92,1
2013-01-28,5008712.77,4035190.91,615527.4628571429,0.1939629097656224,2834459.5792857143,3818881.29,-0.0686517273564893,35402.0,0.8660254037844387,575228.4546428572,2013,0,3136106.988571428,0.2025420680465019,0.2071785908046529,0.2081863743923812,795039.0499999998,1506590.5,0,28,849510.8300000001,5573749.22,1
2013-01-29,4833870.43,4015854.7,633243.3242857142,0.1921324938375375,2814279.7060714285,5008712.77,0.415396749275981,39490.0,0.8660254037844387,569228.3503571429,2013,0,3265868.895714286,0.202169279562834,0.208290330667736,0.1943656793080589,973521.8599999994,1189831.4799999995,0,29,737084.1000000001,5304546.99,1
2013-01-30,4296295.37,3414688.28,644804.9857142855,0.1865518507186418,2797469.828928572,4833870.43,0.7041937666240026,37034.0,0.8660254037844387,557426.169642857,2013,0,3450888.368571428,0.2004806310620195,0.1813414069391412,0.1692258288354658,818015.7299999995,-174842.33999999985,0,30,514366.8999999999,1606940.44,1
2013-01-31,3378679.46,2731823.14,697267.8699999999,0.1899604632274521,2893518.2192857144,4296295.37,0.7029027275253094,48840.0,0.8660254037844387,575717.7585714285,2013,0,3659436.867142857,0.1995983933066551,0.1666581639687535,0.2052016945008136,881607.0900000003,-537575.0599999996,1,31,420466.0,2281680.01,1
2013-02-01,4073777.92,3289266.58,729609.3442857142,0.1935024981534482,2932696.771071429,3378679.46,0.1968049848599724,35761.0,0.5000000000000001,582764.5203571428,2013,1,3781687.5457142857,0.1993993880511932,0.1947630857758325,0.1914524084507264,646856.3199999998,-917615.91,0,1,549832.2999999998,2376895.46,1
2013-02-02,2351969.75,1915236.16,763134.9214285713,0.1931900392081915,2993299.7160714283,4073777.92,0.7617930831268847,33440.0,0.5000000000000001,595206.0542857143,2013,0,3960358.29,0.1997237055873071,0.1913224158108591,0.1925758731590356,784511.3399999999,695098.46,0,2,442393.06000000006,2509462.77,1
2013-02-03,2743224.75,2293960.05,762326.4257142855,0.1923851852898315,2987674.965357143,2351969.75,-0.3841207486185045,35184.0,0.5000000000000001,591788.1446428571,2013,0,3966026.712857143,0.1987779021688203,0.2081863743923812,0.1856884383823389,436733.5900000001,-1721808.17,0,3,795039.0499999998,2603356.52,1
2013-02-04,3599084.22,2986552.92,712930.0899999999,0.1860403421659577,2992670.2592857145,2743224.75,-0.4523094303928312,40661.0,0.5000000000000001,588444.9282142858,2013,0,3812361.492857143,0.1971794626027158,0.1943656793080589,0.1637724725252643,449264.7000000002,391255.0,0,4,973521.8599999994,3048100.39,1
2013-02-05,3829186.14,3181079.49,661360.01,0.1825867989870838,3012348.2532142857,3599084.22,-0.2554446230781572,39597.0,0.5000000000000001,589050.2246428571,2013,0,3610985.9857142856,0.1962793221001802,0.1692258288354658,0.1701908770559418,612531.3000000003,855859.4700000002,0,5,818015.7299999995,2449700.42,1
2013-02-06,2313071.08,1919077.04,637087.2842857143,0.1825908823498671,3061615.6003571427,3829186.14,-0.1087237235274165,39117.0,0.5000000000000001,595178.3807142857,2013,0,3467459.6585714286,0.1953769424457291,0.2052016945008136,0.1692544123749491,648106.6499999999,230101.91999999995,0,6,881607.0900000003,2049715.7,1
2013-02-07,2839296.13,2338660.54,567428.2771428572,0.1776097455020889,3071021.1496428573,2313071.08,-0.3153919726969305,36976.0,0.5000000000000001,595145.6964285715,2013,0,3184141.902857143,0.1945793846966183,0.1914524084507264,0.1703337365663661,393994.04,-1516115.06,0,7,646856.3199999998,2794331.46,1
2013-02-08,2648161.4,2136088.4,546539.6014285714,0.1754485211087074,3072627.0307142856,2839296.13,-0.3030311946901612,42453.0,0.5000000000000001,589019.1678571429,2013,0,3107087.141428571,0.1922855681696312,0.1925758731590356,0.1763238376970562,500635.5899999999,526225.0499999998,0,8,784511.3399999999,2343077.25,1
2013-02-09,2957587.36,2354253.06,507619.8385714286,0.1755618615315029,3083522.893214286,2648161.4,0.1259334436592987,42655.0,0.5000000000000001,588115.1635714286,2013,0,2903427.6385714286,0.1910005362262286,0.1856884383823389,0.1933692561186036,512073.0,-191134.73,0,9,436733.5900000001,2814596.53,1
2013-02-10,3380985.73,2832001.18,531419.9400000001,0.1781771457939651,3088629.708571429,2957587.36,0.0781425619610642,44601.0,0.5000000000000001,589208.622142857,2013,0,2989944.44,0.1910189017664611,0.1637724725252643,0.2039954282195741,603334.2999999998,309425.96,0,10,449264.7000000002,2919719.62,1
2013-02-11,4189315.44,3426089.62,545665.6328571428,0.1779773797683021,3105103.498214286,3380985.73,-0.0605983290938382,51697.0,0.5000000000000001,585958.8310714286,2013,0,3081053.1514285714,0.1889896973291156,0.1701908770559418,0.1623741103456239,548984.5499999998,423398.3700000001,0,11,612531.3000000003,3077677.28,1
2013-02-12,3967295.55,3276616.25,567193.4214285713,0.1796906685833495,3144804.8610714287,4189315.44,0.0940485228017669,42663.0,0.5000000000000001,591781.6707142856,2013,0,3165371.8971428573,0.1885315240704193,0.1692544123749491,0.1821838987612734,763225.8199999998,808329.71,0,12,648106.6499999999,2536405.93,1
2013-02-13,3156812.35,2628245.52,573275.2285714285,0.1803819283641915,3195908.0617857142,3967295.55,0.7151636991631055,30451.0,0.5000000000000001,600658.9817857143,2013,0,3185101.812857143,0.1885238714123807,0.1703337365663661,0.1740932308408431,690679.2999999998,-222019.89000000013,0,13,393994.04,1849789.43,1
2013-02-14,3286622.13,2725794.93,592499.9128571427,0.1799680925884399,3242587.451785714,3156812.35,0.1118292018381331,47230.0,0.5000000000000001,605101.8703571428,2013,0,3305636.28,0.1867004405492774,0.1763238376970562,0.167436886136105,528566.8300000001,-810483.1999999997,0,14,500635.5899999999,2173214.95,1
2013-02-15,2860640.37,2293142.09,601098.7142857142,0.1791560288306322,3282351.993928571,3286622.13,0.2410958523902659,63433.0,0.5000000000000001,610481.3078571428,2013,0,3369539.9942857143,0.186053491304678,0.1933692561186036,0.1706393913924019,560827.1999999997,129809.7799999998,0,15,512073.0,2099249.56,1
2013-02-16,3339909.75,2755975.45,609016.6114285713,0.1798720712834551,3309544.522857142,2860640.37,-0.0327790790937109,56597.0,0.5000000000000001,613473.6039285713,2013,0,3399894.132857143,0.1849091775932295,0.2039954282195741,0.198381553288364,567498.2800000003,-425981.7599999998,0,16,603334.2999999998,2477132.79,1
2013-02-17,3433567.61,2907659.44,606245.1828571428,0.1757063462465529,3340357.9857142856,3339909.75,-0.0121491136846649,72606.0,0.5000000000000001,618489.2703571429,2013,0,3454511.617142857,0.1847591588992314,0.1623741103456239,0.1748353529612588,583934.2999999998,479269.3799999999,0,17,548984.5499999998,2522776.58,1
2013-02-18,4473211.04,3823113.82,602948.5571428571,0.1743909998290571,3372886.236785714,3433567.61,-0.1803988839761371,62972.0,0.5000000000000001,619267.9357142857,2013,0,3462023.314285714,0.1830929078822348,0.1821838987612734,0.1531666854231538,525908.1699999999,93657.85999999988,0,18,763225.8199999998,4100379.42,1
2013-02-19,4318301.23,3421155.04,586787.3285714285,0.1691263315061051,3386201.651785714,4473211.04,0.1275215026518506,62917.0,0.5000000000000001,612146.0210714284,2013,0,3502579.8285714285,0.180884073228519,0.1740932308408431,0.1453312205006093,650097.2200000002,1039643.4300000002,0,19,690679.2999999998,3538734.12,1
2013-02-20,3392471.04,2787089.48,616282.5985714287,0.1739350735614127,3414043.334285714,4318301.23,0.3679309224699404,66736.0,0.5000000000000001,617862.5242857143,2013,0,3552723.4971428574,0.1808649337485283,0.167436886136105,0.2077544252279965,897146.1900000004,-154909.8099999996,0,20,528566.8300000001,2836455.88,1
2013-02-21,3412803.18,2676550.95,627256.1314285714,0.175508169325323,3433901.0185714285,3392471.04,0.032205987123929,66344.0,0.5000000000000001,621113.0478571429,2013,0,3586389.0242857146,0.180761617660826,0.1706393913924019,0.178448556483477,605381.56,-925830.1900000004,0,21,560827.1999999997,2522924.71,1
2013-02-22,3535377.38,2908690.59,652316.8500000002,0.181950028085075,3465682.3925,3412803.18,0.1930207011655925,59452.0,0.5000000000000001,632391.1275000001,2013,0,3604414.8885714286,0.1825142690444657,0.198381553288364,0.2157324027106655,736252.23,20332.14000000013,0,22,567498.2800000003,2823082.71,1
2013-02-23,4286140.45,3439856.85,660772.3514285715,0.1789328975184226,3491121.487857143,3535377.38,0.0585248239117838,47223.0,0.5000000000000001,635135.9307142857,2013,0,3700805.89,0.181889217385393,0.1748353529612588,0.1772616393217971,626686.79,122574.19999999972,0,23,583934.2999999998,2312290.79,1
2013-02-24,5419232.89,4431878.1,698250.822857143,0.1821630670351735,3561616.118571428,4286140.45,0.2483052430704868,61322.0,0.5000000000000001,649560.5928571428,2013,0,3835981.7042857134,0.1821079360913807,0.1531666854231538,0.1974465395785152,846283.6000000001,750763.0700000003,0,24,525908.1699999999,3818881.29,1
2013-02-25,9128225.25,7430696.94,764171.7685714287,0.1863099072639773,3618771.532857143,5419232.89,0.2114860760068229,60064.0,0.5000000000000001,656429.0121428572,2013,0,4119648.172857143,0.1811796572568235,0.1453312205006093,0.1821945670247805,987354.79,1133092.4399999997,0,25,650097.2200000002,5008712.77,1
2013-02-26,6762535.71,5653323.87,913804.7814285714,0.192114700063307,3765896.978571429,9128225.25,1.1138463399877268,65858.0,0.5000000000000001,682286.3853571428,2013,0,4784650.202857142,0.1808796247849614,0.2077544252279965,0.1859647700959175,1697528.3099999996,3708992.36,0,26,897146.1900000004,4833870.43,1
2013-02-27,5716765.68,4880975.48,944099.874285714,0.1858673630077378,3834777.881428571,6762535.71,0.993395265652732,50414.0,0.5000000000000001,692686.2464285714,2013,0,5133826.5571428565,0.1806938118208023,0.178448556483477,0.164023065839012,1109211.84,-2365689.54,0,27,605381.56,4296295.37,1
2013-02-28,4367566.41,3573846.75,977015.394285714,0.1812604028170617,3885508.963928571,5716765.68,0.675093868143899,85934.0,0.5000000000000001,691049.9289285714,2013,0,5465868.648571429,0.1785866025582284,0.2157324027106655,0.1461998351487443,835790.1999999993,-1045770.0300000004,1,28,736252.23,3378679.46,1
2013-03-01,2693901.21,2256905.73,985225.0271428572,0.1764029761245849,3920826.355,4367566.41,0.2353890237313223,74873.0,6.123233995736766e-17,696295.0482142856,2013,1,5602263.395714285,0.1782393885372499,0.1772616393217971,0.1817304158633274,793719.6600000001,-1349199.2699999996,0,1,626686.79,4073777.92,1
2013-03-02,279813.94,236576.31,958126.2685714284,0.1742536839962807,3871545.043928572,2693901.21,-0.3714855494294407,73050.0,6.123233995736766e-17,683883.7675,2013,0,5482052.514285713,0.1771551285824153,0.1974465395785152,0.1622165944236685,436995.48,-1673665.2000000002,0,2,846283.6000000001,2351969.75,1
2013-03-03,1959484.08,1505793.8,843405.4157142856,0.1681217194186607,3797539.479285714,279813.94,-0.9483665039536618,77351.0,6.123233995736766e-17,669830.3403571428,2013,0,4909720.155714287,0.176042069623588,0.1821945670247805,0.1545227875351743,43237.630000000005,-2414087.27,0,3,987354.79,2743224.75,1
2013-03-04,1412869.43,1130489.5,767167.6285714284,0.1751704353419174,3769548.7410714286,1959484.08,-0.7853378913935105,43820.0,6.123233995736766e-17,669988.3967857143,2013,0,4415470.3257142855,0.1784621805508135,0.1859647700959175,0.2315355784875782,453690.28,1679670.14,0,4,1697528.3099999996,3599084.22,1
2013-03-05,2440470.72,1954056.55,565003.5742857142,0.1771558570313391,3691469.641428571,1412869.43,-0.7910740156372498,82447.0,6.123233995736766e-17,658197.2764285713,2013,0,3313276.637142857,0.1795218892960252,0.164023065839012,0.1998627219218692,282379.92999999993,-546614.6500000001,0,5,1109211.84,3829186.14,1
2013-03-06,3247761.18,2622451.1,476032.4785714285,0.1821970788924385,3641872.662142857,2440470.72,-0.5731028947822818,75545.0,6.123233995736766e-17,652422.5449999999,2013,0,2695838.781428572,0.1805953609564451,0.1461998351487443,0.1993116188667078,486414.17000000016,1027601.2900000004,0,6,835790.1999999993,2313071.08,1
2013-03-07,4017685.67,3191424.08,445963.8900000001,0.1888164928975704,3675254.4514285713,3247761.18,-0.2563911169011852,54818.0,6.123233995736766e-17,660683.832142857,2013,0,2343123.8528571427,0.1813882894070988,0.1817304158633274,0.1925357331846672,625310.0800000001,807290.46,0,7,793719.6600000001,2839296.13,1
2013-03-08,3622255.55,2838056.23,450612.7371428572,0.1922344486305202,3717339.792142857,4017685.67,0.4914005216991606,61771.0,6.123233995736766e-17,672313.332142857,2013,0,2293140.89,0.1824358704177031,0.1622165944236685,0.2056561059939763,826261.5899999999,769924.4899999998,0,8,436995.48,2648161.4,1
2013-03-09,3263371.09,2560913.71,500213.28571428574,0.1999884712606135,3752128.868928571,3622255.55,11.945229069002066,61974.0,6.123233995736766e-17,682032.1292857142,2013,0,2425762.9385714284,0.183261781014693,0.1545227875351743,0.2164947528343216,784199.3199999998,-395430.1200000001,0,9,43237.630000000005,2957587.36,1
2013-03-10,3510986.19,2877727.07,594387.5357142857,0.2086645207000073,3763049.7164285714,3263371.09,0.6654236302853758,63623.0,6.123233995736766e-17,685572.2392857141,2013,0,2851985.3885714286,0.1836639133500986,0.2315355784875782,0.2152551336109311,702457.3799999999,-358884.46,0,10,453690.28,3380985.73,1
2013-03-11,3242639.13,2568418.97,620040.2271428572,0.2013544419585475,3767692.59,3510986.19,1.4850040035192775,72244.0,6.123233995736766e-17,688582.0453571428,2013,0,3073628.5471428568,0.1843064460983749,0.1998627219218692,0.1803650272973589,633259.1200000001,247615.1000000001,0,11,282379.92999999993,4189315.44,1
2013-03-12,3660190.99,2853606.73,676017.4028571427,0.2025059500895114,3733882.721785714,3242639.13,0.3286941340562363,60025.0,6.123233995736766e-17,685403.2717857143,2013,0,3335024.218571428,0.1852257096725657,0.1993116188667078,0.2079232788386167,674220.1599999997,-268347.06000000006,0,12,486414.17000000016,3967295.55,1
2013-03-13,4335373.37,3463021.54,721755.9871428572,0.205513820780737,3722914.7017857134,3660190.99,0.126988958590853,72791.0,6.123233995736766e-17,689542.7346428571,2013,0,3509269.971428572,0.1868783340605815,0.1925357331846672,0.2203667137052868,806584.2600000002,417551.86000000034,0,13,625310.0800000001,3156812.35,1
2013-03-14,6692797.3,5359353.2,757047.6657142857,0.2067540349236431,3765006.166785714,4335373.37,0.079072313290253,56308.0,6.123233995736766e-17,701820.7703571429,2013,0,3664643.141428572,0.1880847749908995,0.2056561059939763,0.2012172321850101,872351.8300000001,675182.3799999999,0,14,826261.5899999999,3286622.13,1
2013-03-15,5330057.69,4206775.58,829502.3099999999,0.2058368328928868,3886655.28,6692797.3,0.8476877756457576,82066.0,6.123233995736766e-17,729414.2310714285,2013,0,4046801.945714285,0.1891060714332667,0.2164947528343216,0.1992356917786827,1333444.0999999996,2357423.93,0,15,784199.3199999998,2860640.37,1
2013-03-16,3591734.21,2762570.88,877942.7085714285,0.2050154155657288,3974848.755714286,5330057.69,0.6332980660192098,64834.0,6.123233995736766e-17,749263.6535714286,2013,0,4290773.680000001,0.1895476170852614,0.2152551336109311,0.2107448315442154,1123282.1100000003,-1362739.6099999994,0,16,702457.3799999999,3339909.75,1
2013-03-17,4401297.64,3565497.63,896043.5585714286,0.2072437105283888,3983842.4864285714,3591734.21,0.0229986720625637,69465.0,6.123233995736766e-17,758021.8332142857,2013,0,4337682.697142857,0.1915482544205576,0.1803650272973589,0.2308531983495516,829163.3300000001,-1738323.4800000004,0,17,633259.1200000001,3433567.61,1
2013-03-18,4567013.37,3743618.37,924977.9714285714,0.2086056413707925,4018404.273214285,4401297.64,0.357319597879521,112923.0,6.123233995736766e-17,769089.3989285714,2013,0,4464870.047142857,0.1928601064838087,0.2079232788386167,0.1898985431941839,835800.0099999998,809563.4299999997,0,18,674220.1599999997,4473211.04,1
2013-03-19,4645433.62,3929520.42,946288.662857143,0.2046582853397264,4021754.356428572,4567013.37,0.2477527490990299,90533.0,6.123233995736766e-17,775278.6053571429,2013,0,4654066.367142857,0.194108698130971,0.2203667137052868,0.1802917866211545,823395.0,165715.73000000045,0,19,806584.2600000002,4318301.23,1
2013-03-20,4992105.19,4308112.41,933335.6542857144,0.1951932073497025,4033437.6560714287,4645433.62,0.071518695977966,66932.0,6.123233995736766e-17,768805.9985714285,2013,0,4794815.314285715,0.192192867507654,0.2012172321850101,0.1541111677751193,715913.2000000002,78420.25,0,20,872351.8300000001,3392471.04,1
2013-03-21,7355693.45,6496769.78,906427.2185714286,0.1860214452256005,4090567.4471428576,4992105.19,-0.2541078167719198,74215.0,6.123233995736766e-17,771613.5421428571,2013,0,4888634.145714286,0.1907130939659689,0.1992356917786827,0.1370148973162963,683992.7800000003,346671.5700000003,0,21,1333444.0999999996,3412803.18,1
2013-03-22,6603332.26,6021167.98,838638.5857142858,0.1742406194097893,4231384.956785714,7355693.45,0.3800401192280528,72483.0,6.123233995736766e-17,775994.6649999999,2013,0,4983333.595714286,0.1871787192644453,0.2107448315442154,0.116769911068004,858923.6699999999,2363588.26,0,22,1123282.1100000003,3535377.38,1
2013-03-23,6009508.61,5393148.03,761336.0385714285,0.1567288144843646,4340954.773928572,6603332.26,0.8384802087011889,91235.0,6.123233995736766e-17,774404.5753571428,2013,0,5165229.962857143,0.1839965963267469,0.2308531983495516,0.0881621970662429,582164.2799999993,-752361.1900000004,0,23,829163.3300000001,4286140.45,1
2013-03-24,5088153.2,4610104.28,730935.6457142857,0.1384018179774152,4402503.636785714,6009508.61,0.3653947316319195,104073.0,6.123233995736766e-17,766193.0389285713,2013,0,5510626.305714286,0.180607942156118,0.1898985431941839,0.1025642228009055,616360.5800000001,-593823.6499999994,0,24,835800.0099999998,5419232.89,1
2013-03-25,4694308.82,4169990.65,679828.3471428572,0.1246953584810748,4390679.362142857,5088153.2,0.1141095477020686,115544.0,6.123233995736766e-17,748003.5435714285,2013,0,5608748.528571429,0.177456469288083,0.1802917866211545,0.0939533267198007,478048.9199999999,-921355.41,0,25,823395.0,9128225.25,1
2013-03-26,5731432.22,5192620.7,637103.0857142856,0.114895432459492,4232325.203928572,4694308.82,0.0105211276272633,82314.0,6.123233995736766e-17,706103.1814285715,2013,0,5626933.592857144,0.1748038812300172,0.1541111677751193,0.1116923044700754,524318.1700000004,-393844.3799999999,0,26,715913.2000000002,6762535.71,1
2013-03-27,6872130.59,6081507.57,611802.8457142857,0.1063095408053427,4195500.079285715,5731432.22,0.148099249086536,76524.0,6.123233995736766e-17,685731.7414285715,2013,0,5782076.25,0.1723034119570552,0.1370148973162963,0.0940099261960738,538811.5199999996,1037123.3999999994,0,27,683992.7800000003,5716765.68,1
2013-03-28,8099154.93,7239463.63,627035.7371428569,0.1031713739493523,4236763.1117857145,6872130.59,-0.0657399418949413,77150.0,6.123233995736766e-17,684118.627857143,2013,0,6050651.3071428565,0.1711908367490416,0.116769911068004,0.1150477293243636,790623.0199999996,1140698.37,0,28,858923.6699999999,4367566.41,1
2013-03-29,8381683.44,7644413.84,627145.3985714285,0.1016536441606843,4370034.130357144,8099154.93,0.2265254285417405,106673.0,6.123233995736766e-17,686474.7578571428,2013,0,6156860.090000001,0.1684913862734702,0.0881621970662429,0.1061458025473282,859691.2999999998,1227024.34,0,29,582164.2799999993,2693901.21,1
2013-03-30,11636994.38,10600188.31,649303.3014285713,0.101625043919351,4573169.21,8381683.44,0.3947369051194354,90756.0,6.123233995736766e-17,697198.8335714285,2013,0,6410910.258571429,0.1658394363075145,0.1025642228009055,0.0879619953769096,737269.6000000006,282528.5100000007,0,30,616360.5800000001,279813.94,1
2013-03-31,9455023.8,8513517.85,709366.9428571428,0.0997009681264202,4978782.797142857,11636994.38,1.287076257845381,79841.0,6.123233995736766e-17,732683.4207142856,2013,0,7214836.797142857,0.1635027543330579,0.0939533267198007,0.0890956922503902,1036806.0700000004,3255310.9400000004,1,31,478048.9199999999,1959484.08,1
2013-04-01,10313848.23,9188774.52,775575.0900000001,0.1005043960318976,5246480.644285715,9455023.8,1.01414609957425,120159.0,-0.4999999999999998,750105.4089285715,2013,1,7838675.454285714,0.158789959460578,0.1116923044700754,0.0995773220581423,941505.9500000012,-2181970.58,0,1,524318.1700000004,1412869.43,2
2013-04-02,8250013.05,7374699.1,861397.3100000003,0.1001317518775342,5564372.744285715,10313848.23,0.7995237200938234,85400.0,-0.4999999999999998,780201.615357143,2013,0,8641466.798571428,0.155547854941566,0.0940099261960738,0.1090837953895314,1125073.710000001,858824.4299999997,0,2,538811.5199999996,2440470.72,2
2013-04-03,8740749.51,7769943.74,909469.0857142862,0.1018586899606001,5771856.398928572,8250013.05,0.2005029505703849,116234.0,-0.4999999999999998,794090.8932142857,2013,0,9001264.06,0.1522188147240956,0.1150477293243636,0.1060984927775356,875313.9500000002,-2063835.1800000009,0,3,790623.0199999996,3247761.18,2
2013-04-04,4270660.8,3779960.51,935209.478571429,0.1012899643989775,5968034.553571428,8740749.51,0.0792174721369356,119803.0,-0.4999999999999998,806430.0250000001,2013,0,9268209.62,0.1493092046243933,0.1061458025473282,0.1110666503930049,970805.7699999996,490736.46,0,4,859691.2999999998,4017685.67,2
2013-04-05,3073716.42,2637291.44,882496.4771428574,0.1025406096646799,5977069.379642858,4270660.8,-0.4904769631815158,71130.0,-0.4999999999999998,794445.6928571429,2013,0,8721281.887142858,0.1460679265320101,0.0879619953769096,0.1149003194072449,490700.29,-4470088.71,0,5,737269.6000000006,3622255.55,2
2013-04-06,3663196.56,3221790.63,839518.6742857146,0.1102583376425183,5957478.696428572,3073716.42,-0.735866812371873,92824.0,-0.4999999999999998,782025.1807142858,2013,0,7963000.884285714,0.1434069029029907,0.0890956922503902,0.141986091221779,436424.98,-1196944.38,0,6,1036806.0700000004,3263371.09,2
2013-04-07,2924734.26,2598895.09,754461.5114285717,0.1147443063763217,5971758.1775,3663196.56,-0.6125661196114599,96571.0,-0.4999999999999998,772701.9146428573,2013,0,6823886.910000001,0.1400227007521365,0.0995773220581423,0.1204974733870137,441405.93000000017,589480.1400000001,0,7,941505.9500000012,3510986.19,2
2013-04-08,4670874.28,4351446.44,666509.1142857143,0.1164344215692876,5950820.608571428,2924734.26,-0.7164264787712511,60697.0,-0.4999999999999998,761722.6307142859,2013,0,5890988.404285714,0.1375599543632631,0.1090837953895314,0.1114081284089037,325839.1699999999,-738462.3000000003,0,8,1125073.710000001,3242639.13,2
2013-04-09,4293257.18,3845242.09,551416.8471428572,0.1106206169196136,6001829.006785714,4670874.28,-0.4338343161772331,109308.0,-0.4999999999999998,749051.4764285715,2013,0,5084849.268571429,0.1325765216490916,0.1060984927775356,0.0683871628418138,319427.83999999985,1746140.0200000005,0,9,875313.9500000002,3660190.99,2
2013-04-10,6011834.78,5327749.04,490374.1528571428,0.1103712882101587,6024438.513571428,4293257.18,-0.5088227645594663,56985.0,-0.4999999999999998,736245.4346428572,2013,0,4519598.430000001,0.128433181581451,0.1110666503930049,0.104353191811351,448015.0899999999,-377617.10000000056,0,10,970805.7699999996,4335373.37,2
