Date,Revenue,Gross_Profit_rolling_7d_mean,Gross_Margin_rolling_7d_mean,Revenue_rolling_28d_mean,Revenue_lag_1d,Revenue_pct_change_7d,page_views_lag_14d,cos_month,Gross_Profit_rolling_28d_mean,year,is_month_start,Revenue_rolling_7d_mean,Gross_Margin_rolling_28d_mean,Gross_Margin_lag_7d,Gross_Margin_lag_1d,Gross_Profit_lag_1d,Revenue_diff_1d,is_month_end,day_of_month,Gross_Profit_lag_7d,Revenue_lag_28d,quarter
2012-08-03,9297269.95,1495666.6300000004,0.214117861074372,5049008.443571429,9692427.0,0.8795795826340044,,-0.5000000000000004,1076547.0889285714,2012,0,6980913.332857142,0.2121851886883433,0.2263651898502636,0.2223308826571507,2154925.85,544069.6999999993,0,3,1167297.25,3054029.42,3
2012-08-04,6384195.03,1640118.6642857145,0.2152531131134334,5271981.319642858,9297269.95,1.1486856222027857,,-0.5000000000000004,1135192.2642857144,2012,0,7572423.404285714,0.2142807693682001,0.2133818949763317,0.234311954123694,2178461.49,-395157.0500000008,0,4,923294.25,2667930.94,3
2012-08-05,2359224.19,1693457.6171428573,0.2137850968842569,5404705.037142857,6384195.03,0.3288779599324103,,-0.5000000000000004,1161513.0714285714,2012,0,7866314.574285715,0.2140423272117514,0.2049360583921611,0.2031057813720957,1296666.92,-2913074.919999999,0,5,984553.7400000002,2360851.9,3
2012-08-06,3630003.7,1623637.2371428572,0.2145311637898939,5404646.904642858,2359224.19,-0.641789055226726,,-0.5000000000000004,1159498.1417857143,2012,0,7517032.365714286,0.2131940263919067,0.2112046360086418,0.2101585267316201,495811.07999999984,-4024970.84,0,6,1391021.3900000006,3548386.46,3
2012-08-07,2240253.44,1525960.6085714286,0.2121939516830568,5407561.806071429,3630003.7,-0.6033486037263335,,-0.5000000000000004,1157596.0064285714,2012,0,7094728.472857143,0.2124979108814215,0.2194945255901923,0.1948441512607825,707284.9900000002,1270779.5100000002,0,7,2008730.960000001,5234938.62,3
2012-08-08,2617553.36,1304568.6999999995,0.2101064476897206,5300608.763928571,2240253.44,-0.7551195950774683,,-0.5000000000000004,1131470.5714285716,2012,0,6107390.087142857,0.2116931866280483,0.2011118400458627,0.2048819976368387,458987.5999999999,-1389750.2600000002,0,8,1839842.970000001,5582884.78,3
2012-08-09,4478691.52,1130383.5528571426,0.2152435222457081,5194704.070357143,2617553.36,-0.729938295124637,,-0.5000000000000004,1109183.9725,2012,0,5174418.095714286,0.2121983682900653,0.2223308826571507,0.2370713619377753,620546.94,377299.9199999999,0,9,2154925.85,5734632.02,3
2012-08-10,3412496.65,944968.2614285712,0.2108183576900346,5149849.052500001,4478691.52,-0.5182788556118025,,-0.5000000000000004,1094226.760357143,2012,0,4429598.741428571,0.2110868772205415,0.234311954123694,0.1913547307674362,857018.8099999996,1861138.16,0,10,2178461.49,5309511.71,3
2012-08-11,2732604.35,735647.6328571428,0.2072025857050252,5082098.514642857,3412496.65,-0.4654773806307105,,-0.5000000000000004,1078052.0517857145,2012,0,3588916.8414285714,0.2107074183850581,0.2031057813720957,0.209001550228628,713217.0899999999,-1066194.8699999996,0,11,1296666.92,3820831.41,3
2012-08-12,3388181.83,630971.83,0.2076693595833409,5043233.262500001,2732604.35,0.1582639587974045,,-0.5000000000000004,1071572.400357143,2012,0,3067261.0300000003,0.2111107586013824,0.2101585267316201,0.2063731985203054,563936.3000000003,-679892.2999999998,0,12,495811.07999999984,3948841.28,3
2012-08-13,3928170.01,664985.4728571428,0.2085906829784634,5023209.710714286,3388181.83,-0.0666175271391597,,-0.5000000000000004,1069413.3771428573,2012,0,3214254.978571429,0.2116623720853079,0.1948441512607825,0.2166077904974775,733906.5800000001,655577.48,0,13,707284.9900000002,3503801.49,3
2012-08-14,4033912.16,669459.7671428571,0.2076169143301634,5038365.729285714,3928170.01,0.7534489356704213,,-0.5000000000000004,1067378.489642857,2012,0,3256850.1657142853,0.2102682748743334,0.2048819976368387,0.1880277707226831,738605.0499999998,539988.1799999997,0,14,458987.5999999999,4476729.49,3
2012-08-15,3780293.26,714706.3357142856,0.2058192124035647,5022550.824642858,4033912.16,0.5411002586017961,,-0.5000000000000004,1058880.1232142856,2012,0,3513087.125714286,0.2090492620711442,0.2370713619377753,0.1922980841506474,775713.5800000001,105742.15000000036,0,15,620546.94,5184141.46,3
2012-08-16,5249978.18,753681.0114285714,0.2057122818607364,4972413.388928572,3780293.26,-0.1559380137884557,,-0.5000000000000004,1051067.2792857145,2012,0,3679192.825714286,0.2098277473244696,0.1913547307674362,0.2363228481379775,893369.6699999999,-253618.9000000004,0,16,857018.8099999996,6421487.11,3
2012-08-17,4089284.05,778038.6399999999,0.2063357959850013,4930573.784285715,5249978.18,0.5384566546021371,,-0.5000000000000004,1037256.7796428571,2012,0,3789376.634285714,0.2089522989783827,0.209001550228628,0.19571932963729,1027522.21,1469684.92,0,17,713217.0899999999,5171470.46,3
2012-08-18,3450015.71,797632.6457142858,0.2061858718794356,4891924.269642858,4089284.05,0.4964786431669113,,-0.5000000000000004,1033431.5764285716,2012,0,3886060.5485714287,0.2097667759896779,0.2063731985203054,0.2079520814896681,850375.1299999999,-1160694.13,0,18,563936.3000000003,3442157.02,3
2012-08-19,3904300.93,808655.8557142857,0.203250398413432,4892204.937142857,3450015.71,0.0182498706098072,,-0.5000000000000004,1031467.905,2012,0,3988547.885714286,0.2091811471463214,0.2166077904974775,0.1858248842582806,641098.77,-639268.3399999999,0,19,733906.5800000001,3117550.57,3
2012-08-20,3541027.32,832026.2771428571,0.205145653819645,4920303.164285714,3904300.93,-0.0060763866989554,,-0.5000000000000004,1042596.6671428572,2012,0,4062279.185714286,0.2106790198901351,0.1880277707226831,0.2298745783409682,897499.5300000003,454285.2200000002,0,20,738605.0499999998,4730517.69,3
2012-08-21,4147483.23,828509.6285714286,0.2070892801259018,4877821.365357143,3541027.32,-0.1221853179866961,,-0.5000000000000004,1030756.5771428572,2012,0,4006973.087142857,0.2099868438806151,0.1922980841506474,0.2016331548664809,713988.5099999998,-363273.61000000034,0,21,775713.5800000001,4096496.12,3
2012-08-22,4597682.81,829567.4871428572,0.2065920942982747,4879642.333571428,4147483.23,0.0971326679560305,,-0.5000000000000004,1028437.76,2012,0,4023197.5257142857,0.2093368619822695,0.2363228481379775,0.1888177833572578,783118.5899999999,606455.9100000001,0,22,893369.6699999999,5246688.08,3
2012-08-23,5478869.55,849831.0314285712,0.2049974084962817,4856463.573928571,4597682.81,-0.124247253538109,,-0.5000000000000004,1025885.8232142858,2012,0,4139967.461428571,0.2098451814776071,0.19571932963729,0.2251600475240265,1035214.4799999996,450199.5799999996,0,23,1027522.21,5851965.06,3
2012-08-24,4637850.57,886346.6457142857,0.2104941324510523,4843138.734285714,5478869.55,0.3398114396088479,,-0.5000000000000004,1026255.0442857144,2012,0,4172666.228571429,0.2104415368001151,0.2079520814896681,0.2341963973206844,1283131.5099999998,881186.7400000002,0,24,850375.1299999999,5156699.45,3
2012-08-25,3589566.28,908527.327142857,0.2117628611959982,4824608.417142858,4637850.57,0.3442983916151502,,-0.5000000000000004,1020481.5675,2012,0,4251032.874285714,0.2101011079734731,0.1858248842582806,0.2168331827042889,1005639.9000000004,-841018.9799999995,0,25,641098.77,4326956.84,3
2012-08-26,4280204.53,931973.7214285714,0.2172626418977799,4798273.04,3589566.28,-0.0806122928644233,,-0.5000000000000004,1016264.7560714288,2012,0,4270968.67,0.2104918741947024,0.2298745783409682,0.2243233491707527,805223.5299999998,-1048284.2900000004,0,26,897499.5300000003,4804199.65,3
2012-08-27,3038895.84,918511.2242857144,0.2112332851135192,4779558.928571428,4280204.53,0.2087465425146735,,-0.5000000000000004,1009790.0528571428,2012,0,4324669.184285714,0.2098751964253804,0.2016331548664809,0.1876690808511434,803262.0500000003,690638.2500000005,0,27,713988.5099999998,6586130.95,3
2012-08-28,9508676.62,912746.46,0.2140958381908884,4652871.960357143,3038895.84,-0.2672915907124717,,-0.5000000000000004,984169.1160714284,2012,0,4252936.115714285,0.2102489960825026,0.1888177833572578,0.2216710264080652,673635.1599999997,-1241308.6900000004,0,28,783118.5899999999,9151622.14,3
2012-08-29,9260558.32,1096418.8085714283,0.2182036321094227,4665623.906071428,9508676.62,1.0681454143201323,,-0.5000000000000004,986315.3328571428,2012,0,5018820.885714286,0.2101803466252457,0.2251600475240265,0.2175723407869979,2068825.03,6469780.779999999,0,29,1035214.4799999996,9148357.3,3
2012-08-30,10086534.1,1223425.8514285716,0.215722387522399,4669631.085357143,9260558.32,0.6902315770595415,,-0.5000000000000004,989330.3617857144,2012,0,5684945.958571428,0.2104189000312813,0.2341963973206844,0.2077913354148608,1924263.7800000005,-248118.29999999888,0,30,1283131.5099999998,9692427.0,3
2012-08-31,9104678.52,1345210.2614285715,0.2125129094849965,4683706.338928571,10086534.1,1.1748294706269502,,-0.5000000000000004,988640.952142857,2012,0,6343183.751428572,0.2100402989027712,0.2168331827042889,0.2117300510588667,2135622.38,825975.7799999993,1,31,1005639.9000000004,9297269.95,3
2012-09-01,8560208.92,1462578.6185714283,0.210206747867599,4676828.073571428,9104678.52,1.5364285849041353,,-1.8369701987210292e-16,976096.5560714283,2012,1,6981302.03,0.2088395166620145,0.2243233491707527,0.2006900513825061,1827218.4,-981855.58,0,1,805223.5299999998,6384195.03,3
2012-09-02,2587099.44,1607814.3642857138,0.2085649157004641,4754542.855357142,8560208.92,0.9999532405522684,,-1.8369701987210292e-16,994853.9428571428,2012,0,7691393.835714285,0.2091868288987542,0.1876690808511434,0.2128305240008091,1821873.75,-544469.5999999996,0,2,803262.0500000003,2359224.19,3
2012-09-03,3865505.01,1584634.3799999997,0.2171505697797949,4762681.257142857,2587099.44,-0.1486712357999081,,-1.8369701987210292e-16,1000039.3385714284,2012,0,7449521.68,0.2105300479228556,0.2216710264080652,0.2477686594064586,641002.1599999999,-5973109.48,0,3,673635.1599999997,3630003.7,3
2012-09-04,3645749.44,1602982.7757142854,0.2151254589225197,4771092.018214285,3865505.01,-0.5934760256890511,,-1.8369701987210292e-16,1003424.6578571429,2012,0,7567608.704285714,0.2109818728923684,0.2175723407869979,0.2074952504071388,802073.9299999997,1278405.5699999998,0,4,2068825.03,2240253.44,3
2012-09-05,2398185.51,1417262.15,0.214168039095646,4821288.303928571,3645749.44,-0.606314294017642,,-1.8369701987210292e-16,1014488.6953571428,2012,0,6730047.678571428,0.211195744476727,0.2077913354148608,0.2108704019988822,768780.6499999999,-219755.56999999983,0,5,1924263.7800000005,2617553.36,3
2012-09-06,2858227.37,1204054.3285714283,0.2102059281331156,4813453.737857142,2398185.51,-0.762238893338,,-1.8369701987210292e-16,1007748.0557142856,2012,0,5749708.705714285,0.2091595015031332,0.2117300510588667,0.1800565586771474,431809.0299999998,-1247563.9300000002,0,6,2135622.38,4478691.52,3
2012-09-07,3282753.8,1000439.3328571428,0.2154611725006886,4755580.018214285,2858227.37,-0.6860704786312433,,-1.8369701987210292e-16,1002508.72,2012,0,4717093.458571428,0.2112010026054347,0.2006900513825061,0.2485167616318782,710317.4100000001,460041.86000000034,0,7,1827218.4,3412496.65,3
2012-09-08,3666204.89,839796.5242857141,0.2173717074564271,4750946.345,3282753.8,-0.6165100839618293,,-1.8369701987210292e-16,1002133.7789285711,2012,0,3885389.927142857,0.211381797099865,0.2128305240008091,0.2140637960726752,702718.7399999998,424526.4299999997,0,8,1821873.75,2732604.35,3
2012-09-09,4458501.42,702700.7842857142,0.2205639248904915,4784289.221428571,3666204.89,0.4171101556111813,,-1.8369701987210292e-16,1012786.1814285712,2012,0,3186246.4942857143,0.2124104702255419,0.2477686594064586,0.23517604603926,862203.5700000003,383451.0900000003,0,9,641002.1599999999,3388181.83,3
2012-09-10,4548962.79,735275.5642857142,0.2130133000890053,4822514.921071428,4458501.42,0.1534072284128278,,-1.8369701987210292e-16,1017611.8614285712,2012,0,3453589.634285714,0.2116357022004911,0.2074952504071388,0.1949142857960557,869025.6200000001,792296.5299999998,0,10,802073.9299999997,3928170.01,3
2012-09-11,4021565.55,768073.8471428572,0.2157697757594953,4844686.091785714,4548962.79,0.2477442196356752,,-1.8369701987210292e-16,1028078.1778571428,2012,0,3551226.46,0.2130200882497013,0.2108704019988822,0.2267905801005684,1031661.91,90461.37000000013,0,11,768780.6499999999,4033912.16,3
2012-09-12,3335978.29,766419.6314285714,0.2125433135747674,4844245.141428572,4021565.55,0.6769201270005172,,-1.8369701987210292e-16,1027417.0192857144,2012,0,3604914.475714285,0.2128767697695277,0.1800565586771474,0.1882851667057869,757201.1399999997,-527397.2400000002,0,12,431809.0299999998,3780293.26,3
2012-09-13,2609609.29,799345.1471428572,0.2151821997649207,4828376.749642856,3335978.29,0.1671493755236134,,-1.8369701987210292e-16,1019164.0896428572,2012,0,3738884.872857143,0.2115269809791793,0.2485167616318782,0.1985287620082204,662287.6400000001,-685587.2599999998,0,13,710317.4100000001,5249978.18,3
2012-09-14,3729228.43,770128.7057142856,0.2073688062634379,4734077.860714286,2609609.29,-0.2050548262254695,,-1.8369701987210292e-16,1000531.2364285712,2012,0,3703368.0042857146,0.2114592551750438,0.2140637960726752,0.1938230071214989,505802.31999999983,-726369.0,0,14,702718.7399999998,4089284.05,3
2012-09-15,3605125.64,797428.3371428571,0.2110280605509857,4721218.731428572,3729228.43,0.0171904031255601,,-1.8369701987210292e-16,1002082.7017857142,2012,0,3767150.0942857135,0.2125923442677525,0.23517604603926,0.2396785760855095,893816.1600000001,1119619.14,0,15,862203.5700000003,3450015.71,3
2012-09-16,4452012.44,782197.2185714286,0.2073724140908308,4726758.371785714,3605125.64,-0.1914041736472072,,-1.8369701987210292e-16,1006171.5221428572,2012,0,3758424.4871428567,0.2134409741448916,0.1949142857960557,0.209586520818176,755585.7400000002,-124102.79000000004,0,16,869025.6200000001,3904300.93,3
2012-09-17,4811788.67,785267.7714285714,0.2081026990770016,4746319.497142857,4452012.44,-0.0213126276198886,,-1.8369701987210292e-16,1005922.235,2012,0,3757497.49,0.2123749635148303,0.2267905801005684,0.2000262806992516,890519.4900000002,846886.8000000003,0,17,1031661.91,3541027.32,3
2012-09-18,5078878.07,763561.7042857144,0.2018220259130882,4791703.831071428,4811788.67,0.1964963918094037,,-1.8369701987210292e-16,1011841.1967857142,2012,0,3795044.0442857146,0.2117032746964979,0.1882851667057869,0.1828258679531742,879719.44,359776.2299999995,0,18,757201.1399999997,4147483.23,3
2012-09-19,3680241.62,791915.4242857144,0.2018051429918703,4824967.932499999,5078878.07,0.5224553724538777,,-1.8369701987210292e-16,1018004.0035714284,2012,0,3946088.69,0.2116800319429266,0.1985287620082204,0.1881669862572621,955677.1800000002,267089.4000000004,0,19,662287.6400000001,4597682.81,3
2012-09-20,3763143.75,792434.0271428572,0.1992930426854265,4792202.175714286,3680241.62,0.4102653734804876,,-1.8369701987210292e-16,1004814.8385714286,2012,0,3995269.1657142863,0.2101008895264655,0.1938230071214989,0.1809440598631131,665917.8600000003,-1398636.4500000002,0,20,505802.31999999983,5478869.55,3
2012-09-21,3943768.14,817729.4285714288,0.1975272809050201,4730926.254285714,3763143.75,0.0090944603251348,,-1.8369701987210292e-16,983376.9321428572,2012,0,4160059.8028571433,0.2082175422885358,0.2396785760855095,0.1814626746586547,682870.1299999999,82902.12999999989,0,21,893816.1600000001,4637850.57,3
2012-09-22,3872374.03,827908.5785714287,0.1982457191777341,4706137.596071429,3943768.14,0.0939336194674202,,-1.8369701987210292e-16,981928.0146428572,2012,0,4190708.332857143,0.2092130587631864,0.209586520818176,0.2447076439945072,965070.21,180624.39000000013,0,22,755585.7400000002,3589566.28,3
2012-09-23,4118299.54,842983.0857142858,0.2000722063242338,4716237.872857143,3872374.03,-0.130196943025613,,-1.8369701987210292e-16,983923.8632142856,2012,0,4228886.6742857145,0.2091433652515051,0.2000262806992516,0.2223719308436741,861107.2899999996,-71394.11000000034,0,23,890519.4900000002,4280204.53,3
2012-09-24,5733263.53,833387.2071428571,0.2000576441491849,4710455.551785714,4118299.54,-0.1441229400459101,,-1.8369701987210292e-16,984641.2307142856,2012,0,4181213.402857143,0.2095810532737467,0.1828258679531742,0.1999243454739088,823348.3399999999,245925.51000000024,0,24,879719.44,3038895.84,3
2012-09-25,5639897.53,871641.7028571429,0.202532226492926,4806682.9692857135,5733263.53,0.1288444910432748,,-1.8369701987210292e-16,1001565.0075,2012,0,4312852.668571428,0.2088123717720073,0.1881669862572621,0.2001479443593621,1147500.91,1614963.9900000002,0,25,955677.1800000002,9508676.62,3
2012-09-26,4592282.59,897616.6642857144,0.2044638570531947,4668512.2875,5639897.53,0.5324802315561009,,-1.8369701987210292e-16,968303.4675,2012,0,4392998.305714286,0.2082450881788696,0.1809440598631131,0.201688400179143,1137501.91,-93366.0,0,26,665917.8600000003,9260558.32,3
2012-09-27,7556892.66,934180.62,0.2072921826919115,4501788.154285714,4592282.59,0.2203314290079936,,-1.8369701987210292e-16,932503.5307142856,2012,0,4523289.872857143,0.2079933383188435,0.1814626746586547,0.2007423393341305,921865.5499999998,-1047614.9400000004,0,27,682870.1299999999,10086534.1,3
2012-09-28,4892631.14,1056596.9628571428,0.2104773651923457,4411443.817142857,7556892.66,0.9161604819902014,,-1.8369701987210292e-16,911223.6075,2012,0,5065254.002857142,0.2077086562153731,0.2447076439945072,0.2037589521616944,1539784.5300000005,2964610.0700000003,0,28,965070.21,9104678.52,3
2012-09-29,5304374.46,1062735.5357142857,0.2049523211066872,4261013.553571428,4892631.14,0.2634707035260227,,-1.8369701987210292e-16,881967.2439285715,2012,0,5200805.86,0.2078994520729585,0.2223719308436741,0.2060323353948975,1008040.2199999996,-2664261.5200000005,0,29,861107.2899999996,8560208.92,3
2012-09-30,4694379.86,1101756.47,0.2037325688079113,4144733.751428572,5304374.46,0.2880011297089866,,-1.8369701987210292e-16,857409.3896428571,2012,0,5405377.350000001,0.2079352785283668,0.1999243454739088,0.213833664752243,1134253.83,411743.3200000003,1,30,823348.3399999999,2587099.44,3
2012-10-01,4752532.1,1110084.1842857143,0.2020016698359284,4219993.766428572,4694379.86,-0.1812028462609322,,0.5000000000000001,866003.6817857142,2012,1,5487674.538571429,0.2057938282877801,0.2001479443593621,0.1878080526700283,881642.3400000003,-609994.5999999996,0,1,1147500.91,3865505.01,4
2012-10-02,3233135.78,1087310.4914285713,0.2031101174383915,4251673.305357142,4752532.1,-0.1573371546699006,,0.5000000000000001,872646.9364285714,2012,0,5347570.048571429,0.2058085364009752,0.201688400179143,0.2079070775766038,988085.0599999996,58152.23999999929,0,2,1137501.91,3645749.44,4
2012-10-03,3515132.03,1020042.3842857142,0.2037525356424942,4236937.103214285,3233135.78,-0.2959632347015474,,0.5000000000000001,868998.5260714286,2012,0,5003746.941428571,0.2056412123155817,0.2007423393341305,0.2061853276078618,666625.1599999997,-1519396.3199999998,0,3,921865.5499999998,2398185.51,4
2012-10-04,2398137.74,995819.9342857142,0.2056493379260069,4276828.050357142,3515132.03,-0.534844255681144,,0.5000000000000001,880444.9321428572,2012,0,4849868.29,0.2068541907670664,0.2037589521616944,0.2140199553187195,752308.3999999999,281996.25,0,4,1539784.5300000005,2858227.37,4
