Date,Revenue,lightgbm,yesterday_baseline,model_error,model_abs_error,baseline_error,baseline_abs_error,model_better_than_baseline,month,weekday
2020-12-29,2940732.69,3686751.706071661,3627797.75,-746019.0160716609,746019.0160716609,-687065.06,687065.06,False,2020-12,Tuesday
2020-12-30,2881135.64,3146572.5299450727,2940732.69,-265436.8899450726,265436.8899450726,-59597.049999999814,59597.049999999814,False,2020-12,Wednesday
2020-12-31,2153864.87,2757365.4158787355,2881135.64,-603500.5458787354,603500.5458787354,-727270.77,727270.77,True,2020-12,Thursday
2021-01-01,1553431.51,1305922.3000410988,2153864.87,247509.20995890116,247509.20995890116,-600433.3600000001,600433.3600000001,True,2021-01,Friday
2021-01-02,378420.41,632878.9319855858,1553431.51,-254458.52198558586,254458.52198558586,-1175011.1,1175011.1,True,2021-01,Saturday
2021-01-03,677894.56,985185.6133669084,378420.41,-307291.05336690834,307291.05336690834,299474.1500000001,299474.1500000001,False,2021-01,Sunday
2021-01-04,819877.04,995713.5456495564,677894.56,-175836.5056495564,175836.5056495564,141982.47999999998,141982.47999999998,False,2021-01,Monday
2021-01-05,1174326.91,1227997.203242769,819877.04,-53670.29324276908,53670.29324276908,354449.8699999999,354449.8699999999,True,2021-01,Tuesday
2021-01-06,1114251.05,1193114.5999007225,1174326.91,-78863.54990072246,78863.54990072246,-60075.85999999987,60075.85999999987,False,2021-01,Wednesday
2021-01-07,837846.02,1051816.5465895208,1114251.05,-213970.52658952074,213970.52658952074,-276405.03,276405.03,True,2021-01,Thursday
2021-01-08,1023293.14,1044500.6968964188,837846.02,-21207.5568964188,21207.5568964188,185447.12,185447.12,True,2021-01,Friday
2021-01-09,853729.27,932097.6218968416,1023293.14,-78368.35189684154,78368.35189684154,-169563.87,169563.87,True,2021-01,Saturday
2021-01-10,1180728.66,1150722.7684390226,853729.27,30005.891560977325,30005.891560977325,326999.3899999999,326999.3899999999,True,2021-01,Sunday
2021-01-11,1515387.6,1552328.018018097,1180728.66,-36940.418018096825,36940.418018096825,334658.9400000002,334658.9400000002,True,2021-01,Monday
2021-01-12,1062807.64,1409091.8612286595,1515387.6,-346284.2212286596,346284.2212286596,-452579.9600000002,452579.9600000002,True,2021-01,Tuesday
2021-01-13,1070756.5,1527709.6338069935,1062807.64,-456953.1338069935,456953.1338069935,7948.860000000102,7948.860000000102,False,2021-01,Wednesday
2021-01-14,764427.24,1279882.115895901,1070756.5,-515454.8758959011,515454.8758959011,-306329.26,306329.26,False,2021-01,Thursday
2021-01-15,977003.78,1543242.3760653983,764427.24,-566238.5960653983,566238.5960653983,212576.54000000004,212576.54000000004,False,2021-01,Friday
2021-01-16,1185774.61,1536749.8287705702,977003.78,-350975.2187705701,350975.2187705701,208770.83000000007,208770.83000000007,False,2021-01,Saturday
2021-01-17,1224098.2,1552869.5593345363,1185774.61,-328771.35933453636,328771.35933453636,38323.58999999985,38323.58999999985,False,2021-01,Sunday
2021-01-18,2502006.18,1782059.89127805,1224098.2,719946.2887219503,719946.2887219503,1277907.9800000002,1277907.9800000002,True,2021-01,Monday
2021-01-19,2011018.39,1853795.459322221,2502006.18,157222.9306777788,157222.9306777788,-490987.79000000027,490987.79000000027,True,2021-01,Tuesday
2021-01-20,1595354.2,1800579.8361311257,2011018.39,-205225.63613112574,205225.63613112574,-415664.18999999994,415664.18999999994,True,2021-01,Wednesday
2021-01-21,1698207.91,1300067.3226772218,1595354.2,398140.58732277807,398140.58732277807,102853.70999999996,102853.70999999996,False,2021-01,Thursday
2021-01-22,1620041.5,1510221.4634817918,1698207.91,109820.03651820822,109820.03651820822,-78166.40999999992,78166.40999999992,False,2021-01,Friday
2021-01-23,1744298.27,1411362.6513005786,1620041.5,332935.6186994214,332935.6186994214,124256.77000000002,124256.77000000002,False,2021-01,Saturday
2021-01-24,1862707.42,1601098.3462085868,1744298.27,261609.0737914131,261609.0737914131,118409.1499999999,118409.1499999999,False,2021-01,Sunday
2021-01-25,2346216.5,2379600.683797518,1862707.42,-33384.18379751779,33384.18379751779,483509.0800000001,483509.0800000001,True,2021-01,Monday
2021-01-26,2993616.58,2147769.942047507,2346216.5,845846.637952493,845846.637952493,647400.0800000001,647400.0800000001,False,2021-01,Tuesday
2021-01-27,2258351.94,2567549.956363209,2993616.58,-309198.0163632091,309198.0163632091,-735264.6400000001,735264.6400000001,True,2021-01,Wednesday
2021-01-28,2405871.45,2485777.259421637,2258351.94,-79905.80942163663,79905.80942163663,147519.51000000024,147519.51000000024,True,2021-01,Thursday
2021-01-29,2246568.53,2474784.9814079124,2405871.45,-228216.45140791265,228216.45140791265,-159302.9200000004,159302.9200000004,False,2021-01,Friday
2021-01-30,2167603.39,2751542.199725044,2246568.53,-583938.8097250438,583938.8097250438,-78965.13999999966,78965.13999999966,False,2021-01,Saturday
2021-01-31,1607178.02,2285133.2189533827,2167603.39,-677955.1989533827,677955.1989533827,-560425.3700000001,560425.3700000001,False,2021-01,Sunday
2021-02-01,1551374.11,1761379.3065786115,1607178.02,-210005.1965786114,210005.1965786114,-55803.909999999916,55803.909999999916,False,2021-02,Monday
2021-02-02,958876.9,1013048.4592610575,1551374.11,-54171.559261057526,54171.559261057526,-592497.2100000001,592497.2100000001,True,2021-02,Tuesday
2021-02-03,1095535.11,1258701.4435567176,958876.9,-163166.3335567175,163166.3335567175,136658.21000000008,136658.21000000008,False,2021-02,Wednesday
2021-02-04,1345207.17,1140089.612980738,1095535.11,205117.55701926188,205117.55701926188,249672.05999999982,249672.05999999982,True,2021-02,Thursday
2021-02-05,1749418.05,1222977.3092632368,1345207.17,526440.7407367632,526440.7407367632,404210.8800000001,404210.8800000001,False,2021-02,Friday
2021-02-06,1240787.91,1310120.4015236227,1749418.05,-69332.49152362277,69332.49152362277,-508630.14000000013,508630.14000000013,True,2021-02,Saturday
2021-02-07,1814367.53,1361923.7776697814,1240787.91,452443.7523302187,452443.7523302187,573579.6200000001,573579.6200000001,True,2021-02,Sunday
2021-02-08,1325809.68,1869307.9426283557,1814367.53,-543498.2626283558,543498.2626283558,-488557.8500000001,488557.8500000001,False,2021-02,Monday
2021-02-09,1448124.96,1510666.8616410084,1325809.68,-62541.901641008444,62541.901641008444,122315.28000000003,122315.28000000003,True,2021-02,Tuesday
2021-02-10,1851743.73,1679728.649456521,1448124.96,172015.08054347895,172015.08054347895,403618.77,403618.77,True,2021-02,Wednesday
2021-02-11,1689417.95,1737737.2727834815,1851743.73,-48319.32278348156,48319.32278348156,-162325.78000000003,162325.78000000003,True,2021-02,Thursday
2021-02-12,1983824.96,1847730.609378066,1689417.95,136094.35062193405,136094.35062193405,294407.01,294407.01,True,2021-02,Friday
2021-02-13,1986462.63,1917382.5783390875,1983824.96,69080.05166091234,69080.05166091234,2637.6699999999255,2637.6699999999255,False,2021-02,Saturday
2021-02-14,2942830.48,2304111.3338190094,1986462.63,638719.1461809906,638719.1461809906,956367.8500000001,956367.8500000001,True,2021-02,Sunday
2021-02-15,3142099.08,2351994.819889931,2942830.48,790104.2601100691,790104.2601100691,199268.6000000001,199268.6000000001,False,2021-02,Monday
2021-02-16,1874868.49,2415292.1342003527,3142099.08,-540423.6442003527,540423.6442003527,-1267230.59,1267230.59,True,2021-02,Tuesday
2021-02-17,2468895.03,2053410.0132889375,1874868.49,415485.0167110623,415485.0167110623,594026.5399999998,594026.5399999998,True,2021-02,Wednesday
2021-02-18,1729200.62,2414671.175489623,2468895.03,-685470.555489623,685470.555489623,-739694.4099999997,739694.4099999997,True,2021-02,Thursday
2021-02-19,2485137.46,2101638.746391603,1729200.62,383498.7136083972,383498.7136083972,755936.8399999999,755936.8399999999,True,2021-02,Friday
2021-02-20,2510521.11,2670368.166649621,2485137.46,-159847.0566496211,159847.0566496211,25383.649999999907,25383.649999999907,False,2021-02,Saturday
2021-02-21,2673937.37,2834733.1787926583,2510521.11,-160795.80879265815,160795.80879265815,163416.26000000024,163416.26000000024,True,2021-02,Sunday
2021-02-22,3295922.4,3173113.070035704,2673937.37,122809.32996429596,122809.32996429596,621985.0299999998,621985.0299999998,True,2021-02,Monday
2021-02-23,4952064.84,2871087.7796612955,3295922.4,2080977.0603387044,2080977.0603387044,1656142.44,1656142.44,False,2021-02,Tuesday
2021-02-24,2880648.13,4296751.441066059,4952064.84,-1416103.3110660594,1416103.3110660594,-2071416.71,2071416.71,True,2021-02,Wednesday
2021-02-25,5675843.97,3152149.368082158,2880648.13,2523694.601917842,2523694.601917842,2795195.84,2795195.84,True,2021-02,Thursday
2021-02-26,3813868.44,4583171.717421579,5675843.97,-769303.2774215792,769303.2774215792,-1861975.5299999998,1861975.5299999998,True,2021-02,Friday
2021-02-27,3241854.71,3164477.583524086,3813868.44,77377.12647591392,77377.12647591392,-572013.73,572013.73,True,2021-02,Saturday
2021-02-28,2348995.75,3056318.8727677744,3241854.71,-707323.1227677744,707323.1227677744,-892858.96,892858.96,True,2021-02,Sunday
2021-03-01,1942260.67,1636225.382785577,2348995.75,306035.28721442283,306035.28721442283,-406735.0800000001,406735.0800000001,True,2021-03,Monday
2021-03-02,679248.37,1447141.9090382345,1942260.67,-767893.5390382345,767893.5390382345,-1263012.2999999998,1263012.2999999998,True,2021-03,Tuesday
2021-03-03,1202803.22,1204535.2891356675,679248.37,-1732.0691356675234,1732.0691356675234,523554.85,523554.85,True,2021-03,Wednesday
2021-03-04,2188811.67,1421373.6975419552,1202803.22,767437.9724580448,767437.9724580448,986008.45,986008.45,True,2021-03,Thursday
2021-03-05,1350969.16,2018970.6688809053,2188811.67,-668001.5088809053,668001.5088809053,-837842.51,837842.51,True,2021-03,Friday
2021-03-06,1702498.76,1618414.607668867,1350969.16,84084.15233113291,84084.15233113291,351529.6000000001,351529.6000000001,True,2021-03,Saturday
2021-03-07,2475099.15,1684969.842717637,1702498.76,790129.3072823628,790129.3072823628,772600.3899999999,772600.3899999999,False,2021-03,Sunday
2021-03-08,2765984.78,2246054.763038032,2475099.15,519930.0169619676,519930.0169619676,290885.6299999999,290885.6299999999,False,2021-03,Monday
2021-03-09,2910840.37,2686298.275395912,2765984.78,224542.094604088,224542.094604088,144855.59000000032,144855.59000000032,False,2021-03,Tuesday
2021-03-10,2793536.43,2495055.944400157,2910840.37,298480.4855998433,298480.4855998433,-117303.93999999994,117303.93999999994,False,2021-03,Wednesday
2021-03-11,4291688.17,3140421.8712115264,2793536.43,1151266.2987884735,1151266.2987884735,1498151.7399999998,1498151.7399999998,True,2021-03,Thursday
2021-03-12,4134860.06,3367138.5631094864,4291688.17,767721.4968905137,767721.4968905137,-156828.10999999987,156828.10999999987,False,2021-03,Friday
2021-03-13,2417371.88,2953516.069581174,4134860.06,-536144.1895811739,536144.1895811739,-1717488.1800000002,1717488.1800000002,True,2021-03,Saturday
2021-03-14,2889680.59,3155695.9407212907,2417371.88,-266015.3507212908,266015.3507212908,472308.70999999996,472308.70999999996,True,2021-03,Sunday
2021-03-15,3654509.31,3447513.258496986,2889680.59,206996.05150301429,206996.05150301429,764828.7200000002,764828.7200000002,True,2021-03,Monday
2021-03-16,4008350.11,3997761.99295984,3654509.31,10588.117040159646,10588.117040159646,353840.7999999998,353840.7999999998,True,2021-03,Tuesday
2021-03-17,4400411.89,3635263.294101532,4008350.11,765148.5958984676,765148.5958984676,392061.7799999998,392061.7799999998,False,2021-03,Wednesday
2021-03-18,5516765.31,4637050.698316426,4400411.89,879714.6116835736,879714.6116835736,1116353.42,1116353.42,True,2021-03,Thursday
2021-03-19,3614457.51,4924002.571475274,5516765.31,-1309545.0614752742,1309545.0614752742,-1902307.7999999998,1902307.7999999998,True,2021-03,Friday
2021-03-20,3232018.55,3583866.3307176637,3614457.51,-351847.78071766393,351847.78071766393,-382438.95999999996,382438.95999999996,True,2021-03,Saturday
2021-03-21,2822145.24,3313193.735740521,3232018.55,-491048.49574052077,491048.49574052077,-409873.3099999996,409873.3099999996,False,2021-03,Sunday
2021-03-22,3923103.49,3452973.195714253,2822145.24,470130.2942857472,470130.2942857472,1100958.25,1100958.25,True,2021-03,Monday
2021-03-23,4222620.69,4355750.299040716,3923103.49,-133129.60904071573,133129.60904071573,299517.2000000002,299517.2000000002,True,2021-03,Tuesday
2021-03-24,4003647.57,4423266.852887088,4222620.69,-419619.2828870886,419619.2828870886,-218973.12000000058,218973.12000000058,False,2021-03,Wednesday
2021-03-25,4847687.37,5314908.723822879,4003647.57,-467221.35382287856,467221.35382287856,844039.8000000003,844039.8000000003,True,2021-03,Thursday
2021-03-26,4034615.27,4576856.031877413,4847687.37,-542240.7618774134,542240.7618774134,-813072.1000000001,813072.1000000001,True,2021-03,Friday
2021-03-27,3612774.77,3754908.748860544,4034615.27,-142133.97886054404,142133.97886054404,-421840.5,421840.5,True,2021-03,Saturday
2021-03-28,3528929.89,4277801.059735052,3612774.77,-748871.1697350522,748871.1697350522,-83844.87999999989,83844.87999999989,False,2021-03,Sunday
2021-03-29,4090090.6,4249266.287504001,3528929.89,-159175.6875040005,159175.6875040005,561160.71,561160.71,True,2021-03,Monday
2021-03-30,10795905.35,6388218.26169072,4090090.6,4407687.08830928,4407687.08830928,6705814.75,6705814.75,True,2021-03,Tuesday
2021-03-31,9220320.43,8783968.210047258,10795905.35,436352.21995274164,436352.21995274164,-1575584.92,1575584.92,True,2021-03,Wednesday
2021-04-01,9027075.84,8624830.962627223,9220320.43,402244.8773727771,402244.8773727771,-193244.58999999985,193244.58999999985,False,2021-04,Thursday
2021-04-02,7866035.23,8276107.352208429,9027075.84,-410072.12220842857,410072.12220842857,-1161040.6099999994,1161040.6099999994,True,2021-04,Friday
2021-04-03,7594752.42,5450703.912094769,7866035.23,2144048.507905231,2144048.507905231,-271282.8100000005,271282.8100000005,False,2021-04,Saturday
2021-04-04,1720555.46,3894855.5490335966,7594752.42,-2174300.0890335967,2174300.0890335967,-5874196.96,5874196.96,True,2021-04,Sunday
2021-04-05,2665962.66,1985775.3875420224,1720555.46,680187.2724579778,680187.2724579778,945407.2000000002,945407.2000000002,True,2021-04,Monday
2021-04-06,2627509.32,2750967.275349796,2665962.66,-123457.95534979599,123457.95534979599,-38453.34000000032,38453.34000000032,False,2021-04,Tuesday
2021-04-07,3504391.02,2831318.855387859,2627509.32,673072.164612141,673072.164612141,876881.7000000002,876881.7000000002,True,2021-04,Wednesday
2021-04-08,3026850.22,3693030.711423708,3504391.02,-666180.4914237079,666180.4914237079,-477540.7999999998,477540.7999999998,False,2021-04,Thursday
2021-04-09,3110153.27,3745586.323375414,3026850.22,-635433.0533754141,635433.0533754141,83303.04999999981,83303.04999999981,False,2021-04,Friday
2021-04-10,2505766.01,3651319.612415919,3110153.27,-1145553.6024159193,1145553.6024159193,-604387.2600000002,604387.2600000002,False,2021-04,Saturday
2021-04-11,2755337.37,2785706.958470203,2505766.01,-30369.58847020287,30369.58847020287,249571.36000000034,249571.36000000034,True,2021-04,Sunday
2021-04-12,3206411.87,3388289.94527692,2755337.37,-181878.0752769201,181878.0752769201,451074.5,451074.5,True,2021-04,Monday
2021-04-13,3231903.43,3686769.553036621,3206411.87,-454866.1230366207,454866.1230366207,25491.560000000056,25491.560000000056,False,2021-04,Tuesday
2021-04-14,5218947.03,4231539.416675544,3231903.43,987407.6133244559,987407.6133244559,1987043.6,1987043.6,True,2021-04,Wednesday
2021-04-15,4270735.63,4282223.141446089,5218947.03,-11487.511446089484,11487.511446089484,-948211.4000000004,948211.4000000004,True,2021-04,Thursday
2021-04-16,3735241.12,3188940.786795513,4270735.63,546300.3332044873,546300.3332044873,-535494.5099999998,535494.5099999998,False,2021-04,Friday
2021-04-17,3800876.52,3191956.6935981605,3735241.12,608919.8264018395,608919.8264018395,65635.3999999999,65635.3999999999,False,2021-04,Saturday
2021-04-18,4448113.81,3260278.579157973,3800876.52,1187835.2308420264,1187835.2308420264,647237.2899999996,647237.2899999996,False,2021-04,Sunday
2021-04-19,3468512.12,3559208.662737571,4448113.81,-90696.54273757106,90696.54273757106,-979601.6899999995,979601.6899999995,True,2021-04,Monday
2021-04-20,4030055.78,3665967.679062239,3468512.12,364088.1009377609,364088.1009377609,561543.6599999997,561543.6599999997,True,2021-04,Tuesday
2021-04-21,5244905.44,5082061.140881543,4030055.78,162844.29911845736,162844.29911845736,1214849.6600000006,1214849.6600000006,True,2021-04,Wednesday
2021-04-22,4635126.49,4998773.587716966,5244905.44,-363647.0977169657,363647.0977169657,-609778.9500000002,609778.9500000002,True,2021-04,Thursday
2021-04-23,2503702.41,4536637.791420962,4635126.49,-2032935.3814209616,2032935.3814209616,-2131424.08,2131424.08,True,2021-04,Friday
2021-04-24,3966260.92,3312540.60719077,2503702.41,653720.3128092298,653720.3128092298,1462558.5099999998,1462558.5099999998,True,2021-04,Saturday
2021-04-25,4545990.29,4550394.935942334,3966260.92,-4404.645942334086,4404.645942334086,579729.3700000001,579729.3700000001,True,2021-04,Sunday
2021-04-26,4718077.11,4417580.168645141,4545990.29,300496.9413548596,300496.9413548596,172086.8200000003,172086.8200000003,False,2021-04,Monday
2021-04-27,5303542.87,5325580.834763362,4718077.11,-22037.96476336196,22037.96476336196,585465.7599999998,585465.7599999998,True,2021-04,Tuesday
2021-04-28,5606431.49,6813542.848599358,5303542.87,-1207111.3585993582,1207111.3585993582,302888.6200000001,302888.6200000001,False,2021-04,Wednesday
2021-04-29,9535515.05,7019607.881412418,5606431.49,2515907.168587583,2515907.168587583,3929083.5600000005,3929083.5600000005,True,2021-04,Thursday
2021-04-30,6962149.33,7123410.304005318,9535515.05,-161260.97400531825,161260.97400531825,-2573365.7200000007,2573365.7200000007,True,2021-04,Friday
2021-05-01,6555221.49,5828155.93685761,6962149.33,727065.5531423902,727065.5531423902,-406927.83999999985,406927.83999999985,False,2021-05,Saturday
2021-05-02,5301495.07,5677171.393908564,6555221.49,-375676.3239085637,375676.3239085637,-1253726.42,1253726.42,True,2021-05,Sunday
2021-05-03,3778243.02,3816398.4352956056,5301495.07,-38155.41529560555,38155.41529560555,-1523252.0500000003,1523252.0500000003,True,2021-05,Monday
2021-05-04,1930133.97,2593831.989939675,3778243.02,-663698.0199396752,663698.0199396752,-1848109.05,1848109.05,True,2021-05,Tuesday
2021-05-05,2491751.76,2543428.0166884726,1930133.97,-51676.256688472815,51676.256688472815,561617.7899999998,561617.7899999998,True,2021-05,Wednesday
2021-05-06,3090364.98,2591900.784621072,2491751.76,498464.195378928,498464.195378928,598613.2200000002,598613.2200000002,True,2021-05,Thursday
2021-05-07,3099539.75,3457517.859582392,3090364.98,-357978.10958239203,357978.10958239203,9174.770000000019,9174.770000000019,False,2021-05,Friday
2021-05-08,2448108.31,3136945.938043535,3099539.75,-688837.6280435352,688837.6280435352,-651431.44,651431.44,False,2021-05,Saturday
2021-05-09,3801718.87,2768634.119612317,2448108.31,1033084.750387683,1033084.750387683,1353610.56,1353610.56,True,2021-05,Sunday
2021-05-10,3546216.71,3849242.425369911,3801718.87,-303025.71536991093,303025.71536991093,-255502.16000000015,255502.16000000015,False,2021-05,Monday
2021-05-11,3323078.36,3329435.969314739,3546216.71,-6357.6093147392385,6357.6093147392385,-223138.3500000001,223138.3500000001,True,2021-05,Tuesday
2021-05-12,4782841.68,3517468.5509474725,3323078.36,1265373.1290525272,1265373.1290525272,1459763.3199999998,1459763.3199999998,True,2021-05,Wednesday
2021-05-13,5666923.8,4421014.367981486,4782841.68,1245909.4320185138,1245909.4320185138,884082.1200000001,884082.1200000001,False,2021-05,Thursday
2021-05-14,5250104.11,5078879.2848107405,5666923.8,171224.82518925983,171224.82518925983,-416819.6899999995,416819.6899999995,True,2021-05,Friday
2021-05-15,3858160.76,4669180.54965293,5250104.11,-811019.7896529306,811019.7896529306,-1391943.3500000006,1391943.3500000006,True,2021-05,Saturday
2021-05-16,3981359.06,4337705.557051574,3858160.76,-356346.4970515738,356346.4970515738,123198.30000000028,123198.30000000028,False,2021-05,Sunday
2021-05-17,4684806.7,3982345.898667261,3981359.06,702460.8013327392,702460.8013327392,703447.6400000001,703447.6400000001,True,2021-05,Monday
2021-05-18,3549112.31,4259144.39850467,4684806.7,-710032.0885046697,710032.0885046697,-1135694.3900000001,1135694.3900000001,True,2021-05,Tuesday
2021-05-19,4795038.58,4480347.949398679,3549112.31,314690.63060132135,314690.63060132135,1245926.27,1245926.27,True,2021-05,Wednesday
2021-05-20,5057797.75,5875107.475045205,4795038.58,-817309.7250452051,817309.7250452051,262759.1699999999,262759.1699999999,False,2021-05,Thursday
2021-05-21,5434543.62,5087526.730132566,5057797.75,347016.8898674343,347016.8898674343,376745.8700000001,376745.8700000001,True,2021-05,Friday
2021-05-22,4310539.38,4469600.546343937,5434543.62,-159061.1663439367,159061.1663439367,-1124004.2400000002,1124004.2400000002,True,2021-05,Saturday
2021-05-23,3846392.54,4062032.085040219,4310539.38,-215639.5450402191,215639.5450402191,-464146.83999999985,464146.83999999985,True,2021-05,Sunday
2021-05-24,3987573.28,4681666.664114103,3846392.54,-694093.3841141029,694093.3841141029,141180.73999999976,141180.73999999976,False,2021-05,Monday
2021-05-25,3822459.48,3807619.506740088,3987573.28,14839.973259911872,14839.973259911872,-165113.7999999998,165113.7999999998,True,2021-05,Tuesday
2021-05-26,4915453.17,4991592.973381207,3822459.48,-76139.8033812074,76139.8033812074,1092993.69,1092993.69,True,2021-05,Wednesday
2021-05-27,7320510.07,5533726.296816926,4915453.17,1786783.7731830738,1786783.7731830738,2405056.9000000004,2405056.9000000004,True,2021-05,Thursday
2021-05-28,6925957.27,7348569.979753007,7320510.07,-422612.7097530076,422612.7097530076,-394552.80000000075,394552.80000000075,False,2021-05,Friday
2021-05-29,4630943.52,6014940.397201025,6925957.27,-1383996.8772010254,1383996.8772010254,-2295013.75,2295013.75,True,2021-05,Saturday
2021-05-30,8887935.6,7936777.321617654,4630943.52,951158.278382346,951158.278382346,4256992.08,4256992.08,True,2021-05,Sunday
2021-05-31,7996369.9,8143700.156863536,8887935.6,-147330.25686353538,147330.25686353538,-891565.6999999993,891565.6999999993,True,2021-05,Monday
2021-06-01,7479521.04,6571628.815657035,7996369.9,907892.2243429646,907892.2243429646,-516848.86000000034,516848.86000000034,False,2021-06,Tuesday
2021-06-02,6960798.21,5788975.523722931,7479521.04,1171822.6862770692,1171822.6862770692,-518722.8300000001,518722.8300000001,False,2021-06,Wednesday
2021-06-03,6367799.03,5469307.209731409,6960798.21,898491.8202685909,898491.8202685909,-592999.1799999997,592999.1799999997,False,2021-06,Thursday
2021-06-04,2524112.16,3591847.5136611,6367799.03,-1067735.3536611,1067735.3536611,-3843686.87,3843686.87,True,2021-06,Friday
2021-06-05,2884765.01,2614078.5011332645,2524112.16,270686.50886673527,270686.50886673527,360652.8499999996,360652.8499999996,True,2021-06,Saturday
2021-06-06,3795966.84,3092650.3313541505,2884765.01,703316.5086458493,703316.5086458493,911201.8300000001,911201.8300000001,True,2021-06,Sunday
