feature,missing_pct,nunique,dtype,non_null_count,Revenue_pair_count,Revenue_pearson,Revenue_spearman,COGS_pair_count,COGS_pearson,COGS_spearman,source_table,feature_family,timing_type,transformation,leakage_risk,expected_impute_method,note,selected,selection_reason
bounce_rate_mean_lag_7d,6.06,261,float64,2915,2915,-0.024834834565254003,-0.031485955260135805,2915,-0.031144546120566337,-0.03432130435446367,unknown,source_lag,lagged,bounce_rate_mean_lag_7d,low,train_median,Generated candidate feature: bounce_rate_mean_lag_7d,True,selected
bounce_rate_mean_lag_14d,6.28,261,float64,2908,2908,-0.02923106846573292,-0.04002292699069044,2908,-0.028508849142335552,-0.0361335535228162,unknown,source_lag,lagged,bounce_rate_mean_lag_14d,low,train_median,Generated candidate feature: bounce_rate_mean_lag_14d,True,selected
bounce_rate_mean_lag_28d,6.74,261,float64,2894,2894,-0.03214371809754142,-0.029447572032638935,2894,-0.026960757296190484,-0.0264821003926925,unknown,source_lag,lagged,bounce_rate_mean_lag_28d,low,train_median,Generated candidate feature: bounce_rate_mean_lag_28d,True,selected
bounce_rate_mean_lag_365d,17.6,261,float64,2557,2557,-0.02641135037120975,-0.029327204861336515,2557,-0.0305154797547528,-0.03528402573902238,unknown,source_lag,lagged,bounce_rate_mean_lag_365d,low,train_median,Generated candidate feature: bounce_rate_mean_lag_365d,True,selected
bounce_rate_mean_rolling_7d_mean,5.87,1068,float64,2921,2921,-0.035799826606789806,-0.06317022281041114,2921,-0.05267989999015543,-0.08231975304216221,unknown,source_lag,lagged,bounce_rate_mean_rolling_7d_mean,low,train_median,Generated candidate feature: bounce_rate_mean_rolling_7d_mean,True,selected
bounce_rate_mean_rolling_28d_mean,5.87,1560,float64,2921,2921,-0.15135545088509944,-0.1711716433128697,2921,-0.15934861919694152,-0.18182008151320117,unknown,source_lag,lagged,bounce_rate_mean_rolling_28d_mean,low,train_median,Generated candidate feature: bounce_rate_mean_rolling_28d_mean,True,selected
bounce_rate_mean_rolling_90d_mean,5.87,2100,float64,2921,2921,-0.20974542549363592,-0.237099826183787,2921,-0.20493402669968047,-0.23393519255219866,unknown,source_lag,lagged,bounce_rate_mean_rolling_90d_mean,low,train_median,Generated candidate feature: bounce_rate_mean_rolling_90d_mean,True,selected
sessions_source_direct_lag_1d,5.87,209,float64,2921,2921,0.026309938650753033,-0.008535922705187672,2921,0.02393342147074123,-0.008595810704776082,unknown,source_lag,lagged,sessions_source_direct_lag_1d,low,fill_0,Generated candidate feature: sessions_source_direct_lag_1d,True,selected
sessions_source_direct_lag_7d,6.06,209,float64,2915,2915,0.046696775496219985,0.033654632902571015,2915,0.05641905471639279,0.03444424141186467,unknown,source_lag,lagged,sessions_source_direct_lag_7d,low,fill_0,Generated candidate feature: sessions_source_direct_lag_7d,True,selected
sessions_source_direct_lag_14d,6.28,209,float64,2908,2908,0.02951981125291304,-0.011568984400123404,2908,0.034009121413549524,-0.005535748670452826,unknown,source_lag,lagged,sessions_source_direct_lag_14d,low,fill_0,Generated candidate feature: sessions_source_direct_lag_14d,True,selected
sessions_source_direct_lag_28d,6.74,209,float64,2894,2894,0.011650386227196599,-0.0033735663318429127,2894,0.014590722524528393,-0.0015265175856213212,unknown,source_lag,lagged,sessions_source_direct_lag_28d,low,fill_0,Generated candidate feature: sessions_source_direct_lag_28d,True,selected
sessions_source_direct_lag_365d,17.6,187,float64,2557,2557,0.02064189838562092,-0.018497531130957125,2557,0.015599430948351747,-0.019157302604892172,unknown,source_lag,lagged,sessions_source_direct_lag_365d,low,fill_0,Generated candidate feature: sessions_source_direct_lag_365d,True,selected
sessions_source_direct_rolling_7d_mean,5.87,283,float64,2921,2921,0.11377595261056746,0.08193154192900201,2921,0.12385146811614868,0.08880297446021818,unknown,source_lag,lagged,sessions_source_direct_rolling_7d_mean,low,fill_0,Generated candidate feature: sessions_source_direct_rolling_7d_mean,True,selected
sessions_source_direct_rolling_28d_mean,5.87,407,float64,2921,2921,0.1305343044864772,0.11707232455433518,2921,0.15182108821326465,0.13599740414904724,unknown,source_lag,lagged,sessions_source_direct_rolling_28d_mean,low,fill_0,Generated candidate feature: sessions_source_direct_rolling_28d_mean,True,selected
sessions_source_direct_rolling_90d_mean,5.87,476,float64,2921,2921,0.05190532147934585,0.06698707043973678,2921,0.059205576791602856,0.07355622628137329,unknown,source_lag,lagged,sessions_source_direct_rolling_90d_mean,low,fill_0,Generated candidate feature: sessions_source_direct_rolling_90d_mean,True,selected
sessions_source_email_campaign_lag_1d,5.87,412,float64,2921,2921,0.055795334508328,0.030527088234466475,2921,0.05532290453577256,0.027837677299902067,unknown,source_lag,lagged,sessions_source_email_campaign_lag_1d,low,fill_0,Generated candidate feature: sessions_source_email_campaign_lag_1d,True,selected
sessions_source_email_campaign_lag_7d,6.06,411,float64,2915,2915,0.04278544799719458,0.002873319304749152,2915,0.04148614975596916,0.001244079501817621,unknown,source_lag,lagged,sessions_source_email_campaign_lag_7d,low,fill_0,Generated candidate feature: sessions_source_email_campaign_lag_7d,True,selected
sessions_source_email_campaign_lag_14d,6.28,410,float64,2908,2908,0.04466437144966601,0.01051633293811717,2908,0.04441282568270584,0.013074263174156789,unknown,source_lag,lagged,sessions_source_email_campaign_lag_14d,low,fill_0,Generated candidate feature: sessions_source_email_campaign_lag_14d,True,selected
sessions_source_email_campaign_lag_28d,6.74,409,float64,2894,2894,0.054392017682405217,0.020561024476935627,2894,0.054574729691761074,0.024758456445978582,unknown,source_lag,lagged,sessions_source_email_campaign_lag_28d,low,fill_0,Generated candidate feature: sessions_source_email_campaign_lag_28d,True,selected
sessions_source_email_campaign_lag_365d,17.6,345,float64,2557,2557,0.05462905500576031,0.0211568804727629,2557,0.052415500397970244,0.02098875495719103,unknown,source_lag,lagged,sessions_source_email_campaign_lag_365d,low,fill_0,Generated candidate feature: sessions_source_email_campaign_lag_365d,True,selected
sessions_source_email_campaign_rolling_7d_mean,5.87,625,float64,2921,2921,0.12543134879970946,0.12976113937192116,2921,0.12144270161161647,0.1265387959108302,unknown,source_lag,lagged,sessions_source_email_campaign_rolling_7d_mean,low,fill_0,Generated candidate feature: sessions_source_email_campaign_rolling_7d_mean,True,selected
sessions_source_email_campaign_rolling_28d_mean,5.87,760,float64,2921,2921,0.19174401144788,0.24652656087516195,2921,0.19318910212371673,0.2590727438636678,unknown,source_lag,lagged,sessions_source_email_campaign_rolling_28d_mean,low,fill_0,Generated candidate feature: sessions_source_email_campaign_rolling_28d_mean,True,selected
sessions_source_email_campaign_rolling_90d_mean,5.87,820,float64,2921,2921,0.11982104274687214,0.17790735358027926,2921,0.11939118167645603,0.19081559285929153,unknown,source_lag,lagged,sessions_source_email_campaign_rolling_90d_mean,low,fill_0,Generated candidate feature: sessions_source_email_campaign_rolling_90d_mean,True,selected
sessions_source_organic_search_lag_1d,5.87,843,float64,2921,2921,0.06566412806941466,0.02343104375697849,2921,0.06933170268966626,0.028408971331533778,unknown,source_lag,lagged,sessions_source_organic_search_lag_1d,low,fill_0,Generated candidate feature: sessions_source_organic_search_lag_1d,True,selected
sessions_source_organic_search_lag_7d,6.06,841,float64,2915,2915,0.0577173962205243,0.01819851358240609,2915,0.056333737721068824,0.022735280794075437,unknown,source_lag,lagged,sessions_source_organic_search_lag_7d,low,fill_0,Generated candidate feature: sessions_source_organic_search_lag_7d,True,selected
sessions_source_organic_search_lag_14d,6.28,840,float64,2908,2908,0.07295920452705205,0.03720413399264386,2908,0.0731725765752401,0.03585308656989792,unknown,source_lag,lagged,sessions_source_organic_search_lag_14d,low,fill_0,Generated candidate feature: sessions_source_organic_search_lag_14d,True,selected
sessions_source_organic_search_lag_28d,6.74,836,float64,2894,2894,0.038416719495578386,0.009011319852349686,2894,0.037157754037466156,0.008613975505069133,unknown,source_lag,lagged,sessions_source_organic_search_lag_28d,low,fill_0,Generated candidate feature: sessions_source_organic_search_lag_28d,True,selected
sessions_source_organic_search_lag_365d,17.6,738,float64,2557,2557,0.0647360252269274,0.028963683602412936,2557,0.06990416796227898,0.03279172548854586,unknown,source_lag,lagged,sessions_source_organic_search_lag_365d,low,fill_0,Generated candidate feature: sessions_source_organic_search_lag_365d,True,selected
sessions_source_organic_search_rolling_7d_mean,5.87,1372,float64,2921,2921,0.1648470671273641,0.1842141482698925,2921,0.1676140002505723,0.19757600562709385,unknown,source_lag,lagged,sessions_source_organic_search_rolling_7d_mean,low,fill_0,Generated candidate feature: sessions_source_organic_search_rolling_7d_mean,True,selected
sessions_source_organic_search_rolling_28d_mean,5.87,1468,float64,2921,2921,0.24372315929768934,0.29895511994118096,2921,0.24538626868485547,0.31297765248849735,unknown,source_lag,lagged,sessions_source_organic_search_rolling_28d_mean,low,fill_0,Generated candidate feature: sessions_source_organic_search_rolling_28d_mean,True,selected
sessions_source_organic_search_rolling_90d_mean,5.87,1498,float64,2921,2921,0.13400621761538814,0.20075315087714393,2921,0.14770003704626447,0.2251590808599646,unknown,source_lag,lagged,sessions_source_organic_search_rolling_90d_mean,low,fill_0,Generated candidate feature: sessions_source_organic_search_rolling_90d_mean,True,selected
sessions_source_paid_search_lag_1d,5.87,625,float64,2921,2921,0.08323812458008255,0.03096044841553038,2921,0.07730260104787025,0.03192605475742926,unknown,source_lag,lagged,sessions_source_paid_search_lag_1d,low,fill_0,Generated candidate feature: sessions_source_paid_search_lag_1d,True,selected
sessions_source_paid_search_lag_7d,6.06,624,float64,2915,2915,0.0817944923329982,0.03485713500110242,2915,0.08287864319194134,0.038069999647160804,unknown,source_lag,lagged,sessions_source_paid_search_lag_7d,low,fill_0,Generated candidate feature: sessions_source_paid_search_lag_7d,True,selected
sessions_source_paid_search_lag_14d,6.28,621,float64,2908,2908,0.05313985756392038,0.019323931575033187,2908,0.05483411120119793,0.021012955509899494,unknown,source_lag,lagged,sessions_source_paid_search_lag_14d,low,fill_0,Generated candidate feature: sessions_source_paid_search_lag_14d,True,selected
sessions_source_paid_search_lag_28d,6.74,615,float64,2894,2894,0.06378129206533187,0.04020345814242621,2894,0.06371446863752403,0.03672518078212921,unknown,source_lag,lagged,sessions_source_paid_search_lag_28d,low,fill_0,Generated candidate feature: sessions_source_paid_search_lag_28d,True,selected
sessions_source_paid_search_lag_365d,17.6,543,float64,2557,2557,0.08838842500484355,0.058797680089421676,2557,0.08949247870871299,0.05885993051389473,unknown,source_lag,lagged,sessions_source_paid_search_lag_365d,low,fill_0,Generated candidate feature: sessions_source_paid_search_lag_365d,True,selected
sessions_source_paid_search_rolling_7d_mean,5.87,1003,float64,2921,2921,0.1832924982266783,0.1879563119651247,2921,0.18298085250202792,0.19486407750846946,unknown,source_lag,lagged,sessions_source_paid_search_rolling_7d_mean,low,fill_0,Generated candidate feature: sessions_source_paid_search_rolling_7d_mean,True,selected
sessions_source_paid_search_rolling_28d_mean,5.87,1123,float64,2921,2921,0.29837090025786644,0.3065232948879012,2921,0.3003027514566035,0.3227533985131683,unknown,source_lag,lagged,sessions_source_paid_search_rolling_28d_mean,low,fill_0,Generated candidate feature: sessions_source_paid_search_rolling_28d_mean,True,selected
sessions_source_paid_search_rolling_90d_mean,5.87,1172,float64,2921,2921,0.24606013024728005,0.2594546302354363,2921,0.2727881773168606,0.29844923077034496,unknown,source_lag,lagged,sessions_source_paid_search_rolling_90d_mean,low,fill_0,Generated candidate feature: sessions_source_paid_search_rolling_90d_mean,True,selected
sessions_source_referral_lag_1d,5.87,302,float64,2921,2921,0.03947987728901435,0.015086093337635834,2921,0.04027310260748206,0.01375509804945201,unknown,source_lag,lagged,sessions_source_referral_lag_1d,low,fill_0,Generated candidate feature: sessions_source_referral_lag_1d,True,selected
sessions_source_referral_lag_7d,6.06,302,float64,2915,2915,0.045565460900562356,0.008796194958509826,2915,0.03855778182632664,0.00596118152712493,unknown,source_lag,lagged,sessions_source_referral_lag_7d,low,fill_0,Generated candidate feature: sessions_source_referral_lag_7d,True,selected
sessions_source_referral_lag_14d,6.28,301,float64,2908,2908,0.06487072818480567,0.021717877134928766,2908,0.05424007110523997,0.016362719979912028,unknown,source_lag,lagged,sessions_source_referral_lag_14d,low,fill_0,Generated candidate feature: sessions_source_referral_lag_14d,True,selected
sessions_source_referral_lag_28d,6.74,300,float64,2894,2894,0.035493641676502034,0.004683265279744871,2894,0.037391305092030626,0.004212460294703851,unknown,source_lag,lagged,sessions_source_referral_lag_28d,low,fill_0,Generated candidate feature: sessions_source_referral_lag_28d,True,selected
sessions_source_referral_lag_365d,17.6,264,float64,2557,2557,0.02749105538869005,-0.01537768086901607,2557,0.02327913972342202,-0.01638147403967561,unknown,source_lag,lagged,sessions_source_referral_lag_365d,low,fill_0,Generated candidate feature: sessions_source_referral_lag_365d,True,selected
sessions_source_referral_rolling_7d_mean,5.87,426,float64,2921,2921,0.110493499508091,0.0950494097881512,2921,0.10280854151618286,0.09246210614912936,unknown,source_lag,lagged,sessions_source_referral_rolling_7d_mean,low,fill_0,Generated candidate feature: sessions_source_referral_rolling_7d_mean,True,selected
sessions_source_referral_rolling_28d_mean,5.87,582,float64,2921,2921,0.21709392635724473,0.2102049740470185,2921,0.1987032872304906,0.21398317084916818,unknown,source_lag,lagged,sessions_source_referral_rolling_28d_mean,low,fill_0,Generated candidate feature: sessions_source_referral_rolling_28d_mean,True,selected
sessions_source_referral_rolling_90d_mean,5.87,637,float64,2921,2921,0.17196837364298365,0.17718075160159935,2921,0.1639991811018369,0.18257806060252502,unknown,source_lag,lagged,sessions_source_referral_rolling_90d_mean,low,fill_0,Generated candidate feature: sessions_source_referral_rolling_90d_mean,True,selected
sessions_source_social_media_lag_1d,5.87,503,float64,2921,2921,0.08963907380539472,0.034942761281536436,2921,0.09154739388923615,0.03664176248295793,unknown,source_lag,lagged,sessions_source_social_media_lag_1d,low,fill_0,Generated candidate feature: sessions_source_social_media_lag_1d,True,selected
sessions_source_social_media_lag_7d,6.06,502,float64,2915,2915,0.0819306838158438,0.03586552976013355,2915,0.0812186703322247,0.03531218600882675,unknown,source_lag,lagged,sessions_source_social_media_lag_7d,low,fill_0,Generated candidate feature: sessions_source_social_media_lag_7d,True,selected
sessions_source_social_media_lag_14d,6.28,501,float64,2908,2908,0.0693804607860689,0.03725396160112714,2908,0.0713700081174323,0.04039923297907337,unknown,source_lag,lagged,sessions_source_social_media_lag_14d,low,fill_0,Generated candidate feature: sessions_source_social_media_lag_14d,True,selected
