feature,view_type,nunique,missing_pct,Revenue_pair_count,Revenue_pearson,Revenue_spearman,COGS_pair_count,COGS_pearson,COGS_spearman,abs_spearman
bounce_rate_mean_rolling_7d_mean,continuous,1068,5.87,2921,-0.035799826606789806,-0.06317022281041114,2921,-0.05267989999015543,-0.08231975304216221,0.06317022281041114
bounce_rate_mean_rolling_28d_mean,continuous,1560,5.87,2921,-0.15135545088509944,-0.1711716433128697,2921,-0.15934861919694152,-0.18182008151320117,0.1711716433128697
bounce_rate_mean_rolling_90d_mean,continuous,2100,5.87,2921,-0.20974542549363592,-0.237099826183787,2921,-0.20493402669968047,-0.23393519255219866,0.237099826183787
sessions_source_direct_lag_1d,continuous,209,5.87,2921,0.026309938650753033,-0.008535922705187672,2921,0.02393342147074123,-0.008595810704776082,0.008535922705187672
sessions_source_direct_lag_7d,continuous,209,6.06,2915,0.046696775496219985,0.033654632902571015,2915,0.05641905471639279,0.03444424141186467,0.033654632902571015
sessions_source_direct_lag_14d,continuous,209,6.28,2908,0.02951981125291304,-0.011568984400123404,2908,0.034009121413549524,-0.005535748670452826,0.011568984400123404
sessions_source_direct_lag_28d,continuous,209,6.74,2894,0.011650386227196599,-0.0033735663318429127,2894,0.014590722524528393,-0.0015265175856213212,0.0033735663318429127
sessions_source_direct_lag_365d,continuous,187,17.6,2557,0.02064189838562092,-0.018497531130957125,2557,0.015599430948351747,-0.019157302604892172,0.018497531130957125
sessions_source_direct_rolling_7d_mean,continuous,283,5.87,2921,0.11377595261056746,0.08193154192900201,2921,0.12385146811614868,0.08880297446021818,0.08193154192900201
sessions_source_direct_rolling_28d_mean,continuous,407,5.87,2921,0.1305343044864772,0.11707232455433518,2921,0.15182108821326465,0.13599740414904724,0.11707232455433518
sessions_source_direct_rolling_90d_mean,continuous,476,5.87,2921,0.05190532147934585,0.06698707043973678,2921,0.059205576791602856,0.07355622628137329,0.06698707043973678
sessions_source_email_campaign_lag_1d,continuous,412,5.87,2921,0.055795334508328,0.030527088234466475,2921,0.05532290453577256,0.027837677299902067,0.030527088234466475
sessions_source_email_campaign_lag_7d,continuous,411,6.06,2915,0.04278544799719458,0.002873319304749152,2915,0.04148614975596916,0.001244079501817621,0.002873319304749152
sessions_source_email_campaign_lag_14d,continuous,410,6.28,2908,0.04466437144966601,0.01051633293811717,2908,0.04441282568270584,0.013074263174156789,0.01051633293811717
sessions_source_email_campaign_lag_28d,continuous,409,6.74,2894,0.054392017682405217,0.020561024476935627,2894,0.054574729691761074,0.024758456445978582,0.020561024476935627
sessions_source_email_campaign_lag_365d,continuous,345,17.6,2557,0.05462905500576031,0.0211568804727629,2557,0.052415500397970244,0.02098875495719103,0.0211568804727629
sessions_source_email_campaign_rolling_7d_mean,continuous,625,5.87,2921,0.12543134879970946,0.12976113937192116,2921,0.12144270161161647,0.1265387959108302,0.12976113937192116
sessions_source_email_campaign_rolling_28d_mean,continuous,760,5.87,2921,0.19174401144788,0.24652656087516195,2921,0.19318910212371673,0.2590727438636678,0.24652656087516195
sessions_source_email_campaign_rolling_90d_mean,continuous,820,5.87,2921,0.11982104274687214,0.17790735358027926,2921,0.11939118167645603,0.19081559285929153,0.17790735358027926
sessions_source_organic_search_lag_1d,continuous,843,5.87,2921,0.06566412806941466,0.02343104375697849,2921,0.06933170268966626,0.028408971331533778,0.02343104375697849
sessions_source_organic_search_lag_7d,continuous,841,6.06,2915,0.0577173962205243,0.01819851358240609,2915,0.056333737721068824,0.022735280794075437,0.01819851358240609
sessions_source_organic_search_lag_14d,continuous,840,6.28,2908,0.07295920452705205,0.03720413399264386,2908,0.0731725765752401,0.03585308656989792,0.03720413399264386
sessions_source_organic_search_lag_28d,continuous,836,6.74,2894,0.038416719495578386,0.009011319852349686,2894,0.037157754037466156,0.008613975505069133,0.009011319852349686
sessions_source_organic_search_lag_365d,continuous,738,17.6,2557,0.0647360252269274,0.028963683602412936,2557,0.06990416796227898,0.03279172548854586,0.028963683602412936
sessions_source_organic_search_rolling_7d_mean,continuous,1372,5.87,2921,0.1648470671273641,0.1842141482698925,2921,0.1676140002505723,0.19757600562709385,0.1842141482698925
sessions_source_organic_search_rolling_28d_mean,continuous,1468,5.87,2921,0.24372315929768934,0.29895511994118096,2921,0.24538626868485547,0.31297765248849735,0.29895511994118096
sessions_source_organic_search_rolling_90d_mean,continuous,1498,5.87,2921,0.13400621761538814,0.20075315087714393,2921,0.14770003704626447,0.2251590808599646,0.20075315087714393
sessions_source_paid_search_lag_1d,continuous,625,5.87,2921,0.08323812458008255,0.03096044841553038,2921,0.07730260104787025,0.03192605475742926,0.03096044841553038
sessions_source_paid_search_lag_7d,continuous,624,6.06,2915,0.0817944923329982,0.03485713500110242,2915,0.08287864319194134,0.038069999647160804,0.03485713500110242
sessions_source_paid_search_lag_14d,continuous,621,6.28,2908,0.05313985756392038,0.019323931575033187,2908,0.05483411120119793,0.021012955509899494,0.019323931575033187
sessions_source_paid_search_lag_28d,continuous,615,6.74,2894,0.06378129206533187,0.04020345814242621,2894,0.06371446863752403,0.03672518078212921,0.04020345814242621
sessions_source_paid_search_lag_365d,continuous,543,17.6,2557,0.08838842500484355,0.058797680089421676,2557,0.08949247870871299,0.05885993051389473,0.058797680089421676
sessions_source_paid_search_rolling_7d_mean,continuous,1003,5.87,2921,0.1832924982266783,0.1879563119651247,2921,0.18298085250202792,0.19486407750846946,0.1879563119651247
sessions_source_paid_search_rolling_28d_mean,continuous,1123,5.87,2921,0.29837090025786644,0.3065232948879012,2921,0.3003027514566035,0.3227533985131683,0.3065232948879012
sessions_source_paid_search_rolling_90d_mean,continuous,1172,5.87,2921,0.24606013024728005,0.2594546302354363,2921,0.2727881773168606,0.29844923077034496,0.2594546302354363
sessions_source_referral_lag_1d,continuous,302,5.87,2921,0.03947987728901435,0.015086093337635834,2921,0.04027310260748206,0.01375509804945201,0.015086093337635834
sessions_source_referral_lag_7d,continuous,302,6.06,2915,0.045565460900562356,0.008796194958509826,2915,0.03855778182632664,0.00596118152712493,0.008796194958509826
sessions_source_referral_lag_14d,continuous,301,6.28,2908,0.06487072818480567,0.021717877134928766,2908,0.05424007110523997,0.016362719979912028,0.021717877134928766
sessions_source_referral_lag_28d,continuous,300,6.74,2894,0.035493641676502034,0.004683265279744871,2894,0.037391305092030626,0.004212460294703851,0.004683265279744871
sessions_source_referral_lag_365d,continuous,264,17.6,2557,0.02749105538869005,-0.01537768086901607,2557,0.02327913972342202,-0.01638147403967561,0.01537768086901607
sessions_source_referral_rolling_7d_mean,continuous,426,5.87,2921,0.110493499508091,0.0950494097881512,2921,0.10280854151618286,0.09246210614912936,0.0950494097881512
sessions_source_referral_rolling_28d_mean,continuous,582,5.87,2921,0.21709392635724473,0.2102049740470185,2921,0.1987032872304906,0.21398317084916818,0.2102049740470185
sessions_source_referral_rolling_90d_mean,continuous,637,5.87,2921,0.17196837364298365,0.17718075160159935,2921,0.1639991811018369,0.18257806060252502,0.17718075160159935
sessions_source_social_media_lag_1d,continuous,503,5.87,2921,0.08963907380539472,0.034942761281536436,2921,0.09154739388923615,0.03664176248295793,0.034942761281536436
sessions_source_social_media_lag_7d,continuous,502,6.06,2915,0.0819306838158438,0.03586552976013355,2915,0.0812186703322247,0.03531218600882675,0.03586552976013355
sessions_source_social_media_lag_14d,continuous,501,6.28,2908,0.0693804607860689,0.03725396160112714,2908,0.0713700081174323,0.04039923297907337,0.03725396160112714
sessions_source_social_media_lag_28d,continuous,499,6.74,2894,0.07028727918133282,0.0222073029402221,2894,0.06799618136892213,0.026131926358149458,0.0222073029402221
sessions_source_social_media_lag_365d,continuous,458,17.6,2557,0.08048027870220484,0.032480127724726464,2557,0.08085797684506206,0.03328881007963957,0.032480127724726464
sessions_source_social_media_rolling_7d_mean,continuous,790,5.87,2921,0.20133294718950412,0.17473551697958534,2921,0.1978178369604641,0.18494883517793398,0.17473551697958534
sessions_source_social_media_rolling_28d_mean,continuous,932,5.87,2921,0.2885099378477295,0.2898152285633338,2921,0.28425970993867195,0.3069741848029635,0.2898152285633338
sessions_source_social_media_rolling_90d_mean,continuous,977,5.87,2921,0.21009244235988664,0.21067074333809338,2921,0.23891789871080796,0.25773204139132344,0.21067074333809338
order_count_lag_1d,continuous,494,0.03,3102,0.8116604985986491,0.807443431709602,3102,0.8374673102458668,0.8380990725018577,0.807443431709602
order_count_lag_7d,continuous,494,0.23,3096,0.39033503311818335,0.5077954142330238,3096,0.3941545837175187,0.5288273025813004,0.5077954142330238
order_count_lag_14d,continuous,494,0.45,3089,0.4047339071617958,0.503835783324266,3089,0.4079920812880432,0.5209655159641767,0.503835783324266
order_count_lag_28d,continuous,494,0.9,3075,0.5457155506057072,0.5801130668321367,3075,0.5489867553838301,0.59616757732132,0.5801130668321367
order_count_lag_365d,continuous,483,11.76,2738,0.7866393616489735,0.7776393676445864,2738,0.8186885793461913,0.813141671343279,0.7776393676445864
order_count_rolling_7d_mean,continuous,1672,0.03,3102,0.6099089570821262,0.6381073616149038,3102,0.6243148249896312,0.6671088516802801,0.6381073616149038
order_count_rolling_28d_mean,continuous,2524,0.03,3102,0.5912990890672171,0.6185852034809601,3102,0.5929853631204912,0.6392830424672542,0.6185852034809601
order_count_rolling_90d_mean,continuous,2892,0.03,3102,0.49001788999342055,0.5464627634378029,3102,0.5087386945273438,0.5727605989809287,0.5464627634378029
customer_count_lag_1d,continuous,493,0.03,3102,0.8128426362738627,0.8084732235498672,3102,0.8385767564168064,0.8391095439320404,0.8084732235498672
customer_count_lag_7d,continuous,493,0.23,3096,0.3922892388591587,0.5089152894406664,3096,0.3961151335022555,0.5299471921731095,0.5089152894406664
customer_count_lag_14d,continuous,493,0.45,3089,0.40625389538235496,0.5051185019790785,3089,0.4095851763632652,0.5222503170567203,0.5051185019790785
customer_count_lag_28d,continuous,492,0.9,3075,0.5468709911878539,0.5809808925214115,3075,0.5502719622642755,0.5971106748965964,0.5809808925214115
customer_count_lag_365d,continuous,482,11.76,2738,0.7876188169655669,0.778664066195217,2738,0.8195667087201796,0.814137348417036,0.778664066195217
customer_count_rolling_7d_mean,continuous,1689,0.03,3102,0.6114221125366068,0.6394504102535856,3102,0.6257902272320208,0.6684488019748944,0.6394504102535856
customer_count_rolling_28d_mean,continuous,2511,0.03,3102,0.5922615740814803,0.6198586913091151,3102,0.594003891576159,0.6405052558689917,0.6198586913091151
customer_count_rolling_90d_mean,continuous,2859,0.03,3102,0.48996495822869396,0.546367421013281,3102,0.5087653475191676,0.5727548750603232,0.546367421013281
order_source_count_lag_1d,low_cardinality,3,0.03,3102,0.06551594323179648,0.0887190199653979,3102,0.06746105354318681,0.08967746074089868,0.0887190199653979
order_source_count_lag_7d,low_cardinality,3,0.23,3096,0.04829808233346985,0.06696517451017416,3096,0.05092900589075788,0.07023751368922683,0.06696517451017416
order_source_count_lag_14d,low_cardinality,3,0.45,3089,0.0392461306805726,0.05670538550966062,3089,0.04208742787945857,0.05994399096079218,0.05670538550966062
order_source_count_lag_28d,low_cardinality,3,0.9,3075,-0.007087719961505778,0.018540491772421567,3075,-0.01057191711060438,0.01870076817164083,0.018540491772421567
order_source_count_lag_365d,low_cardinality,3,11.76,2738,-0.001001917979626817,-0.009477300503414068,2738,0.0016159221800461185,-0.005748457513936323,0.009477300503414068
order_source_count_rolling_7d_mean,low_cardinality,4,0.03,3102,0.12858529426589568,0.16796858159495898,3102,0.13397371699696137,0.17462005183946053,0.16796858159495898
order_source_count_rolling_28d_mean,low_cardinality,4,0.03,3102,0.1451362858489715,0.17331098544192314,3102,0.14807815730507717,0.17764225646509435,0.17331098544192314
order_source_count_rolling_90d_mean,low_cardinality,6,0.03,3102,0.05744683004425052,0.024494980886102524,3102,0.07106944259090278,0.042031466887575246,0.024494980886102524
order_status_cancelled_count_lag_1d,continuous,71,0.03,3102,0.7617415472605004,0.7432674525024792,3102,0.7876601792068382,0.7739248013443477,0.7432674525024792
order_status_cancelled_count_lag_7d,continuous,71,0.23,3096,0.37686568289390643,0.4600207444749237,3096,0.38152131596371486,0.4813527964302108,0.4600207444749237
order_status_cancelled_count_lag_14d,continuous,71,0.45,3089,0.3867206021858651,0.4624361720867248,3089,0.39177161597692606,0.4811082713551934,0.4624361720867248
order_status_cancelled_count_lag_28d,continuous,71,0.9,3075,0.5121776235312323,0.5411389798603693,3075,0.5161394671640235,0.5570745814369662,0.5411389798603693
order_status_cancelled_count_lag_365d,continuous,71,11.76,2738,0.7384822548295654,0.7117036366395407,2738,0.7640397306686735,0.7446207054909054,0.7117036366395407
order_status_cancelled_count_rolling_7d_mean,continuous,301,0.03,3102,0.6057400076868761,0.6303154978142834,3102,0.6216360160935666,0.6614375451562092,0.6303154978142834
order_status_cancelled_count_rolling_28d_mean,continuous,795,0.03,3102,0.590073644732789,0.6193464766213816,3102,0.5951651302667672,0.6427509480972204,0.6193464766213816
order_status_cancelled_count_rolling_90d_mean,continuous,1602,0.03,3102,0.4910127036769233,0.5511428881018929,3102,0.5102212452294368,0.5777663388838791,0.5511428881018929
order_status_created_count_lag_1d,continuous,13,0.03,3102,0.5139969566978319,0.4600454469769611,3102,0.5292562613240299,0.4741262771185672,0.4600454469769611
order_status_created_count_lag_7d,continuous,13,0.23,3096,0.22297179810857412,0.25132051540474715,3096,0.22401066056554608,0.2591630081881245,0.25132051540474715
order_status_created_count_lag_14d,continuous,13,0.45,3089,0.24228811520302845,0.2652737241824128,3089,0.24338967258389946,0.2720669616925755,0.2652737241824128
order_status_created_count_lag_28d,continuous,13,0.9,3075,0.35678220240522307,0.3532908150961091,3075,0.3562258077264352,0.3567409067058767,0.3532908150961091
order_status_created_count_lag_365d,continuous,13,11.76,2738,0.49903787503330144,0.4463682790517758,2738,0.5199736431259341,0.45984199391013586,0.4463682790517758
order_status_created_count_rolling_7d_mean,continuous,47,0.03,3102,0.5170733423594827,0.5334200641296238,3102,0.5291842901159424,0.5529859429135873,0.5334200641296238
order_status_created_count_rolling_28d_mean,continuous,120,0.03,3102,0.5574475403948127,0.5890298447672181,3102,0.5547422638602105,0.6075441234175246,0.5890298447672181
order_status_created_count_rolling_90d_mean,continuous,316,0.03,3102,0.48012779393691773,0.5336279262494439,3102,0.4964195876992545,0.5609509042034588,0.5336279262494439
order_status_delivered_count_lag_1d,continuous,425,0.03,3102,0.810159893645895,0.8048636245918764,3102,0.8357904770547843,0.8355077973355879,0.8048636245918764
order_status_delivered_count_lag_7d,continuous,425,0.23,3096,0.38839579036343697,0.5061597275083632,3096,0.3922639178164728,0.5271444045020286,0.5061597275083632
order_status_delivered_count_lag_14d,continuous,425,0.45,3089,0.40363911845043743,0.5023951218822957,3089,0.4069626360257562,0.5197081550512961,0.5023951218822957
order_status_delivered_count_lag_28d,continuous,425,0.9,3075,0.544664592738423,0.5771018369436549,3075,0.5484196137164221,0.5938246870477056,0.5771018369436549
order_status_delivered_count_lag_365d,continuous,414,11.76,2738,0.7840415066035085,0.7745133010865453,2738,0.8166410456053096,0.8103181208504269,0.7745133010865453
order_status_delivered_count_rolling_7d_mean,continuous,1500,0.03,3102,0.6089861202648611,0.6373141483934143,3102,0.623349923935751,0.6662782772148621,0.6373141483934143
order_status_delivered_count_rolling_28d_mean,continuous,2421,0.03,3102,0.5908368358859055,0.6173494859782815,3102,0.5926728101821983,0.6384665716061062,0.6173494859782815
order_status_delivered_count_rolling_90d_mean,continuous,2814,0.03,3102,0.49035839219921173,0.5463437243573543,3102,0.5091565074561936,0.5727301883588088,0.5463437243573543
order_status_paid_count_lag_1d,continuous,19,0.03,3102,0.6323799033636325,0.5926895462553842,3102,0.6520616833051777,0.6129560102420173,0.5926895462553842
order_status_paid_count_lag_7d,continuous,19,0.23,3096,0.30711686318734016,0.3453969969738887,3096,0.3100736873091674,0.3596391379734217,0.3453969969738887
order_status_paid_count_lag_14d,continuous,19,0.45,3089,0.3055466972776422,0.34764856326545185,3089,0.3048107328264544,0.3565048126344876,0.34764856326545185
order_status_paid_count_lag_28d,continuous,19,0.9,3075,0.40809499551180717,0.4106182781165231,3075,0.4053870284105119,0.415410281560631,0.4106182781165231
order_status_paid_count_lag_365d,continuous,19,11.76,2738,0.5983707887715047,0.548179797923725,2738,0.6188096838665958,0.5685512511837582,0.548179797923725
order_status_paid_count_rolling_7d_mean,continuous,81,0.03,3102,0.5781267792243874,0.5932817601769039,3102,0.5904772631045995,0.6222176497209978,0.5932817601769039
order_status_paid_count_rolling_28d_mean,continuous,200,0.03,3102,0.571991910039799,0.6047669217866964,3102,0.5689357225053643,0.6213652793760059,0.6047669217866964
order_status_paid_count_rolling_90d_mean,continuous,545,0.03,3102,0.47152442521579696,0.5366077520021502,3102,0.49148123620975015,0.5627737237298578,0.5366077520021502
order_status_returned_count_lag_1d,continuous,47,0.03,3102,0.7255491522467102,0.7028741185046636,3102,0.7493929983665836,0.7284944633383819,0.7028741185046636
order_status_returned_count_lag_7d,continuous,47,0.23,3096,0.3568148537322826,0.4318922816493272,3096,0.35952633875354645,0.44871764330219227,0.4318922816493272
order_status_returned_count_lag_14d,continuous,47,0.45,3089,0.36927689232549255,0.43173855204852735,3089,0.36893578856156933,0.44385908848500316,0.43173855204852735
order_status_returned_count_lag_28d,continuous,47,0.9,3075,0.4934905611370641,0.5052746564524513,3075,0.49152687904301423,0.5138017429519149,0.5052746564524513
order_status_returned_count_lag_365d,continuous,47,11.76,2738,0.7114057734221759,0.6786469249887866,2738,0.7420762617041549,0.7099904378307456,0.6786469249887866
order_status_returned_count_rolling_7d_mean,continuous,198,0.03,3102,0.5969701927772455,0.6229109538721816,3102,0.6111348718427386,0.6496410908664845,0.6229109538721816
order_status_returned_count_rolling_28d_mean,continuous,516,0.03,3102,0.5868252580532357,0.6150841961366599,3102,0.5844637580688999,0.6315514588608142,0.6150841961366599
order_status_returned_count_rolling_90d_mean,continuous,1214,0.03,3102,0.4817848677974083,0.5355686538116237,3102,0.4990145711246256,0.5599235729458405,0.5355686538116237
order_status_shipped_count_lag_1d,continuous,22,0.03,3102,0.6205517183488929,0.5671748940581759,3102,0.637112013893884,0.5837420678845202,0.5671748940581759
order_status_shipped_count_lag_7d,continuous,22,0.23,3096,0.28944056548898095,0.33564942264551506,3096,0.2891405898662742,0.3469294031603761,0.33564942264551506
order_status_shipped_count_lag_14d,continuous,22,0.45,3089,0.2940113026008521,0.34596635612433524,3089,0.2981780424748958,0.3551049809524319,0.34596635612433524
order_status_shipped_count_lag_28d,continuous,22,0.9,3075,0.41109306390514955,0.4192667778564952,3075,0.4132718480515953,0.4248945942794585,0.4192667778564952
order_status_shipped_count_lag_365d,continuous,22,11.76,2738,0.5878397892227408,0.5447387210196302,2738,0.608184252280207,0.5615553931556995,0.5447387210196302
order_status_shipped_count_rolling_7d_mean,continuous,86,0.03,3102,0.5731292556212328,0.5838118416923848,3102,0.5816372456545205,0.6052609922942332,0.5838118416923848
order_status_shipped_count_rolling_28d_mean,continuous,201,0.03,3102,0.5796865146948371,0.6072206488764279,3102,0.5776861584959214,0.6217668899280893,0.6072206488764279
order_status_shipped_count_rolling_90d_mean,continuous,542,0.03,3102,0.4877912999012457,0.5403252642153323,3102,0.5041062143922405,0.56621404996296,0.5403252642153323
