order_id,order_date,product_id,product_name,category,quantity,unit_price,price,cogs,margin_rate,price_to_cogs,business_validity
614697,2018-07-18,347,LotusWear UE-68,Streetwear,1,33896.83,40950.0,38902.5,-0.14767369102066472,0.8713278066962278,possible_error_below_cogs
614674,2018-07-16,347,LotusWear UE-68,Streetwear,3,33585.03,40950.0,38902.5,-0.15832857674981982,0.8633128976286871,possible_error_below_cogs
639655,2018-11-25,347,LotusWear UE-68,Streetwear,1,33311.12,40950.0,38902.5,-0.16785325741073842,0.8562719619561725,possible_error_below_cogs
641191,2018-12-09,347,LotusWear UE-68,Streetwear,3,33233.85,40950.0,38902.5,-0.17056856187290975,0.8542857142857142,possible_error_below_cogs
607630,2018-06-26,347,LotusWear UE-68,Streetwear,4,32884.85,40950.0,38902.5,-0.1829915599432566,0.8453145684724632,possible_error_below_cogs
694242,2019-11-28,347,LotusWear UE-68,Streetwear,3,32665.09,40950.0,38902.5,-0.19095033872553235,0.83966557419189,possible_error_below_cogs
607790,2018-06-25,347,LotusWear UE-68,Streetwear,2,32618.05,40950.0,38902.5,-0.19266786334560163,0.8384563974037658,possible_error_below_cogs
582948,2018-05-02,334,LotusWear UE-55,Streetwear,8,25791.22,25196.85,23937.0075,0.07189316751979943,1.0774621681511358,likely_valid_high_cogs
701919,2020-02-21,334,LotusWear UE-55,Streetwear,2,25565.56,25196.85,23937.0075,0.06370102982293373,1.0680349245827827,likely_valid_high_cogs
585009,2018-05-03,334,LotusWear UE-55,Streetwear,5,25385.66,25196.85,23937.0075,0.0570657804445502,1.0605193652548257,likely_valid_high_cogs
566739,2018-03-17,334,LotusWear UE-55,Streetwear,8,25277.12,25196.85,23937.0075,0.05301681916294259,1.0559849638681862,likely_valid_high_cogs
636642,2018-10-31,334,LotusWear UE-55,Streetwear,2,25253.12,25196.85,23937.0075,0.05211682754447765,1.0549823322735725,likely_valid_high_cogs
638120,2018-11-11,334,LotusWear UE-55,Streetwear,8,25252.82,25196.85,23937.0075,0.052105566823824036,1.05496979937864,likely_valid_high_cogs
577160,2018-04-16,334,LotusWear UE-55,Streetwear,3,25211.7,25196.85,23937.0075,0.050559561632099424,1.0532519572465355,likely_valid_high_cogs
592160,2018-05-23,334,LotusWear UE-55,Streetwear,2,25181.93,25196.85,23937.0075,0.049437136073366916,1.0520082763060503,likely_valid_high_cogs
592551,2018-05-28,334,LotusWear UE-55,Streetwear,5,25051.36,25196.85,23937.0075,0.044482714710897965,1.0465535426681887,likely_valid_high_cogs
826301,2022-09-29,462,SaigonFlex UM-67,Streetwear,4,24803.3,24321.97975609756,20085.09088258537,0.1902250554327299,1.2349110165842225,likely_valid_high_cogs
826585,2022-10-04,505,SaigonFlex UM-10,Streetwear,2,24789.64,23693.57689655172,17609.06634951724,0.2896602633391513,1.4077770795996585,likely_valid_high_cogs
808657,2022-05-28,476,SaigonFlex UM-81,Streetwear,1,24783.82,23472.73046511628,14022.609179860465,0.4342030736238213,1.7674185796745294,likely_valid_high_cogs
738860,2020-11-11,334,LotusWear UE-55,Streetwear,7,24776.85,25196.85,23937.0075,0.03389625799889812,1.0350855260416323,likely_valid_high_cogs
794073,2022-03-11,476,SaigonFlex UM-81,Streetwear,5,24669.21,23472.73046511628,14022.609179860465,0.43157445334242706,1.7592453503895968,likely_valid_high_cogs
565745,2018-03-11,334,LotusWear UE-55,Streetwear,4,24557.05,25196.85,23937.0075,0.025249062896398368,1.0259030916876306,likely_valid_high_cogs
589223,2018-05-15,334,LotusWear UE-55,Streetwear,2,24479.85,25196.85,23937.0075,0.022175074602172763,1.0226779600582905,likely_valid_high_cogs
828650,2022-10-31,505,SaigonFlex UM-10,Streetwear,6,24464.54,23693.57689655172,17609.06634951724,0.28022082779740637,1.389314999126612,likely_valid_high_cogs
827137,2022-10-13,462,SaigonFlex UM-67,Streetwear,5,24407.65,24321.97975609756,20085.09088258537,0.1770985374427539,1.2152123255345821,likely_valid_high_cogs
813106,2022-06-23,476,SaigonFlex UM-81,Streetwear,1,24328.45,23472.73046511628,14022.609179860465,0.42361271762646346,1.7349445946864852,likely_valid_high_cogs
586951,2018-05-10,334,LotusWear UE-55,Streetwear,2,24327.75,25196.85,23937.0075,0.016061596325184214,1.0163237823274276,likely_valid_high_cogs
821427,2022-08-22,476,SaigonFlex UM-81,Streetwear,7,24326.99,23472.73046511628,14022.609179860465,0.4235781253718416,1.7348404771159767,likely_valid_high_cogs
821786,2022-08-27,505,SaigonFlex UM-10,Streetwear,5,24249.99,23693.57689655172,17609.06634951724,0.27385263459831366,1.3771309346372487,likely_valid_high_cogs
822209,2022-09-01,476,SaigonFlex UM-81,Streetwear,4,24243.58,23472.73046511628,14022.609179860465,0.4215949467916676,1.7288922260501338,likely_valid_high_cogs
803058,2022-04-28,476,SaigonFlex UM-81,Streetwear,1,24239.33,23472.73046511628,14022.609179860465,0.4214935322114735,1.7285891440811874,likely_valid_high_cogs
