feature_a,feature_b,abs_corr
stock_on_hand_sum_lag_7d,stock_on_hand_sum_lag_14d,0.9966546819305359
month,days_to_year_end,0.9965015758266976
return_count_rolling_28d_mean,return_quantity_sum_rolling_28d_mean,0.9964748005157632
customer_count_rolling_90d_mean,item_quantity_sum_rolling_90d_mean,0.9963524473078157
order_count_rolling_7d_mean,item_quantity_sum_rolling_7d_mean,0.9963472234737414
order_count_rolling_28d_mean,item_quantity_sum_rolling_28d_mean,0.9961927226311367
order_status_delivered_count_rolling_28d_mean,item_quantity_sum_rolling_28d_mean,0.996167089542232
sessions_sum_rolling_28d_mean,page_views_sum_rolling_28d_mean,0.9961185741810463
order_status_delivered_count_rolling_7d_mean,item_quantity_sum_rolling_7d_mean,0.9961092815532856
stock_on_hand_sum_lag_28d,stock_on_hand_sum_rolling_28d_mean,0.9959787586916564
customer_count_rolling_7d_mean,item_quantity_sum_rolling_7d_mean,0.9959189008463472
visitors_sum_rolling_28d_mean,page_views_sum_rolling_28d_mean,0.9959129018333911
stock_on_hand_sum_lag_1d,stock_on_hand_sum_rolling_28d_mean,0.9958465720069452
stock_on_hand_sum_lag_14d,stock_on_hand_sum_rolling_7d_mean,0.9957965205201009
stock_on_hand_sum_rolling_28d_mean,stock_on_hand_sum_rolling_90d_mean,0.9957650813643222
customer_count_rolling_28d_mean,item_quantity_sum_rolling_28d_mean,0.995749238215667
customer_count_rolling_28d_mean,order_status_cancelled_count_rolling_28d_mean,0.9955688330887553
customer_count_rolling_90d_mean,order_status_returned_count_rolling_90d_mean,0.9955522835678435
order_count_rolling_90d_mean,order_status_returned_count_rolling_90d_mean,0.9955510889186192
stock_on_hand_sum_lag_28d,stock_on_hand_sum_rolling_90d_mean,0.9955274374662467
order_count_rolling_28d_mean,order_status_cancelled_count_rolling_28d_mean,0.995498062850832
order_count_lag_14d,item_quantity_sum_lag_14d,0.9952888235683466
order_count_lag_7d,item_quantity_sum_lag_7d,0.995285143108
order_count_lag_1d,item_quantity_sum_lag_1d,0.9952608205802873
order_count_lag_28d,item_quantity_sum_lag_28d,0.9952529832872369
customer_count_lag_14d,item_quantity_sum_lag_14d,0.9948908604754431
customer_count_lag_7d,item_quantity_sum_lag_7d,0.9948874636126657
customer_count_lag_1d,item_quantity_sum_lag_1d,0.9948604351025508
customer_count_lag_28d,item_quantity_sum_lag_28d,0.9948540393487817
order_status_delivered_count_rolling_90d_mean,order_status_returned_count_rolling_90d_mean,0.99481113544397
order_count_lag_365d,item_quantity_sum_lag_365d,0.9945120073943332
order_status_cancelled_count_rolling_28d_mean,order_status_delivered_count_rolling_28d_mean,0.9943233584543069
order_status_cancelled_count_rolling_90d_mean,order_status_returned_count_rolling_90d_mean,0.9942545089542705
sessions_sum_lag_365d,visitors_sum_lag_365d,0.9941215936354189
customer_count_lag_365d,item_quantity_sum_lag_365d,0.9940944066227492
stock_on_hand_sum_lag_1d,stock_on_hand_sum_lag_14d,0.9938372778140409
order_status_delivered_count_lag_14d,item_quantity_sum_lag_14d,0.9937477978159122
order_status_delivered_count_lag_7d,item_quantity_sum_lag_7d,0.9937464758981437
stock_on_hand_sum_lag_14d,stock_on_hand_sum_rolling_90d_mean,0.9937193643603145
order_status_delivered_count_lag_1d,item_quantity_sum_lag_1d,0.9937175337880202
order_status_delivered_count_lag_28d,item_quantity_sum_lag_28d,0.9936853849862239
stock_on_hand_sum_lag_14d,stock_on_hand_sum_lag_28d,0.9935131481790768
order_count_rolling_90d_mean,order_status_shipped_count_rolling_90d_mean,0.993031947211195
customer_count_rolling_90d_mean,order_status_shipped_count_rolling_90d_mean,0.9928886277349885
order_status_delivered_count_lag_365d,item_quantity_sum_lag_365d,0.9928853753606922
order_status_delivered_count_rolling_90d_mean,order_status_shipped_count_rolling_90d_mean,0.9928795927388826
promo_discount_mean,promo_discount_max,0.992541572430046
order_status_cancelled_count_rolling_90d_mean,item_quantity_sum_rolling_90d_mean,0.9925049903110476
order_status_returned_count_rolling_90d_mean,item_quantity_sum_rolling_90d_mean,0.9924903123946944
stock_on_hand_sum_lag_7d,stock_on_hand_sum_rolling_90d_mean,0.9923074737810257
stock_on_hand_sum_rolling_7d_mean,stock_on_hand_sum_rolling_90d_mean,0.9921362042528535
return_count_rolling_90d_mean,review_count_rolling_90d_mean,0.9920870496907448
order_status_shipped_count_rolling_90d_mean,item_quantity_sum_rolling_90d_mean,0.9920387528044697
sessions_sum_lag_7d,visitors_sum_lag_7d,0.9915372251790737
sessions_sum_lag_1d,visitors_sum_lag_1d,0.9915334592203633
sessions_sum_lag_14d,visitors_sum_lag_14d,0.9915277152726363
sessions_sum_lag_28d,visitors_sum_lag_28d,0.9914783719439483
stock_on_hand_sum_lag_1d,stock_on_hand_sum_rolling_90d_mean,0.9908290009347638
new_customer_count_rolling_7d_mean,new_customer_count_rolling_28d_mean,0.9906210614096091
stock_on_hand_sum_lag_7d,stock_on_hand_sum_lag_28d,0.9903564663653789
review_count_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9903480483024574
stock_on_hand_sum_lag_365d,stock_on_hand_sum_rolling_90d_mean,0.9902474474204555
return_quantity_sum_rolling_90d_mean,review_count_rolling_90d_mean,0.9902121320881043
year,new_customer_count_rolling_90d_mean,0.9901557531404992
order_status_cancelled_count_rolling_28d_mean,item_quantity_sum_rolling_28d_mean,0.9898398215580909
order_status_cancelled_count_rolling_90d_mean,order_status_shipped_count_rolling_90d_mean,0.9895791050379817
stock_on_hand_sum_lag_28d,stock_on_hand_sum_rolling_7d_mean,0.9895752422969138
order_count_rolling_90d_mean,order_status_paid_count_rolling_90d_mean,0.9894764642492035
customer_count_rolling_28d_mean,order_status_returned_count_rolling_28d_mean,0.989401073756951
order_count_rolling_28d_mean,order_status_returned_count_rolling_28d_mean,0.9893908526754223
customer_count_rolling_90d_mean,order_status_paid_count_rolling_90d_mean,0.9893857895606577
new_customer_count_rolling_7d_mean,new_customer_count_rolling_90d_mean,0.9891952396287886
promo_count_active,is_promo_active,0.98889136737571
order_status_delivered_count_rolling_90d_mean,order_status_paid_count_rolling_90d_mean,0.9887632297909186
stock_on_hand_sum_lag_365d,stock_on_hand_sum_rolling_28d_mean,0.9887016232441269
order_status_cancelled_count_rolling_90d_mean,order_status_paid_count_rolling_90d_mean,0.9885449487985755
year,new_customer_count_rolling_28d_mean,0.9881164363603059
return_count_rolling_7d_mean,return_quantity_sum_rolling_7d_mean,0.9879837218113325
order_count_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9878318838687754
customer_count_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9877845875382154
stock_on_hand_sum_lag_1d,stock_on_hand_sum_lag_28d,0.9876987963993802
order_status_paid_count_rolling_90d_mean,item_quantity_sum_rolling_90d_mean,0.9876702861601008
order_status_delivered_count_rolling_28d_mean,order_status_returned_count_rolling_28d_mean,0.9876652287164861
order_status_delivered_count_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9876425550398386
stock_on_hand_sum_lag_28d,stock_on_hand_sum_lag_365d,0.9872356775368238
customer_count_rolling_7d_mean,order_status_cancelled_count_rolling_7d_mean,0.9868078277899182
order_count_rolling_7d_mean,order_status_cancelled_count_rolling_7d_mean,0.9867631876409017
stock_on_hand_sum_lag_365d,stock_on_hand_sum_rolling_7d_mean,0.9866870124181595
order_status_returned_count_rolling_90d_mean,order_status_shipped_count_rolling_90d_mean,0.9864990078546984
stock_on_hand_sum_lag_14d,stock_on_hand_sum_lag_365d,0.9864529641383719
order_status_returned_count_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9863056850124673
COGS_rolling_90d_mean,gross_item_revenue_sum_rolling_90d_mean,0.9862084476904959
Revenue_rolling_90d_mean,COGS_rolling_90d_mean,0.9862084476904958
gross_item_revenue_sum_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.9862084476844319
Revenue_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.9862084476844319
stock_on_hand_sum_lag_7d,stock_on_hand_sum_lag_365d,0.9861959806618976
item_quantity_sum_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9861941221269808
stock_on_hand_sum_lag_1d,stock_on_hand_sum_lag_365d,0.9861235841097543
sessions_sum_rolling_7d_mean,page_views_sum_rolling_7d_mean,0.9860072121638028
order_status_paid_count_rolling_90d_mean,order_status_shipped_count_rolling_90d_mean,0.9859656814795945
order_status_returned_count_rolling_28d_mean,item_quantity_sum_rolling_28d_mean,0.9859470159856057
order_status_cancelled_count_rolling_28d_mean,order_status_returned_count_rolling_28d_mean,0.985161800982351
order_status_cancelled_count_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9849480603059487
visitors_sum_rolling_7d_mean,page_views_sum_rolling_7d_mean,0.9849207420002164
order_status_paid_count_rolling_90d_mean,order_status_returned_count_rolling_90d_mean,0.9840880905515133
order_status_created_count_rolling_90d_mean,order_status_returned_count_rolling_90d_mean,0.9839992312572244
order_status_shipped_count_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.983709113901742
order_status_cancelled_count_rolling_7d_mean,order_status_delivered_count_rolling_7d_mean,0.9834836237484063
units_sold_sum_rolling_90d_mean,review_count_rolling_90d_mean,0.9825856210466152
return_count_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9820356686732665
order_count_rolling_90d_mean,order_status_created_count_rolling_90d_mean,0.9819204794528424
return_quantity_sum_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9818994771277507
customer_count_rolling_90d_mean,order_status_created_count_rolling_90d_mean,0.9817917197325235
order_status_created_count_rolling_90d_mean,item_quantity_sum_rolling_90d_mean,0.9817627084415435
order_status_cancelled_count_rolling_7d_mean,item_quantity_sum_rolling_7d_mean,0.9816774113489367
units_sold_sum_lag_1d,units_sold_sum_rolling_7d_mean,0.9816753442851868
units_sold_sum_lag_7d,units_sold_sum_rolling_7d_mean,0.9816196398130332
order_status_created_count_rolling_90d_mean,order_status_delivered_count_rolling_90d_mean,0.9810262637168377
order_status_cancelled_count_rolling_90d_mean,order_status_created_count_rolling_90d_mean,0.9793680025751637
customer_count_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9791739835536232
order_count_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9789107207685812
year,new_customer_count_rolling_7d_mean,0.9788058144145215
order_status_delivered_count_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9784549324604956
return_count_rolling_28d_mean,review_count_rolling_28d_mean,0.9780397211530633
order_count_rolling_28d_mean,order_status_shipped_count_rolling_28d_mean,0.9771752122818738
customer_count_rolling_28d_mean,order_status_shipped_count_rolling_28d_mean,0.9771247531195063
units_sold_sum_lag_14d,units_sold_sum_rolling_28d_mean,0.9769410607204211
review_count_rolling_28d_mean,low_rating_count_rolling_28d_mean,0.9767777010901944
inventory_product_count_lag_1d,inventory_product_count_rolling_7d_mean,0.9765262719350026
inventory_product_count_lag_7d,inventory_product_count_rolling_7d_mean,0.9762104222826189
order_status_paid_count_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9760553899173313
order_status_delivered_count_rolling_28d_mean,order_status_shipped_count_rolling_28d_mean,0.975943895184697
return_count_rolling_90d_mean,units_sold_sum_rolling_90d_mean,0.9757034874516538
order_status_created_count_rolling_90d_mean,order_status_shipped_count_rolling_90d_mean,0.9752779508026499
customer_count_rolling_7d_mean,order_status_returned_count_rolling_7d_mean,0.9749601113439899
order_count_rolling_7d_mean,order_status_returned_count_rolling_7d_mean,0.9748807816619594
return_quantity_sum_rolling_28d_mean,review_count_rolling_28d_mean,0.974736194979425
order_status_shipped_count_rolling_28d_mean,item_quantity_sum_rolling_28d_mean,0.9746183181381738
order_status_cancelled_count_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.9745064101038202
COGS_rolling_90d_mean,order_status_cancelled_count_rolling_90d_mean,0.9745064100886263
Revenue_lag_1d,COGS_lag_1d,0.9743994285914331
COGS_lag_1d,gross_item_revenue_sum_lag_1d,0.9743994285914331
Revenue_lag_1d,estimated_cogs_sum_lag_1d,0.9743994285819748
gross_item_revenue_sum_lag_1d,estimated_cogs_sum_lag_1d,0.9743994285819746
Revenue_lag_7d,COGS_lag_7d,0.9743362361020818
COGS_lag_7d,gross_item_revenue_sum_lag_7d,0.9743362361020816
gross_item_revenue_sum_lag_7d,estimated_cogs_sum_lag_7d,0.9743362360923985
Revenue_lag_7d,estimated_cogs_sum_lag_7d,0.9743362360923985
Revenue_lag_14d,COGS_lag_14d,0.9742746247802959
COGS_lag_14d,gross_item_revenue_sum_lag_14d,0.9742746247802959
gross_item_revenue_sum_lag_14d,estimated_cogs_sum_lag_14d,0.974274624771165
Revenue_lag_14d,estimated_cogs_sum_lag_14d,0.974274624771165
Revenue_lag_28d,COGS_lag_28d,0.9740392042153183
COGS_lag_28d,gross_item_revenue_sum_lag_28d,0.9740392042153183
gross_item_revenue_sum_lag_28d,estimated_cogs_sum_lag_28d,0.9740392042059901
Revenue_lag_28d,estimated_cogs_sum_lag_28d,0.9740392042059901
units_sold_sum_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9740018879414886
order_status_cancelled_count_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9736673844903299
return_quantity_sum_rolling_90d_mean,units_sold_sum_rolling_90d_mean,0.9731595887047866
Revenue_lag_365d,COGS_lag_365d,0.9731412536090696
COGS_lag_365d,gross_item_revenue_sum_lag_365d,0.9731412536090693
gross_item_revenue_sum_lag_365d,estimated_cogs_sum_lag_365d,0.9731412536001394
Revenue_lag_365d,estimated_cogs_sum_lag_365d,0.9731412536001394
order_status_created_count_rolling_90d_mean,order_status_paid_count_rolling_90d_mean,0.9729623141993223
item_quantity_sum_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9729049593670669
order_count_rolling_28d_mean,order_status_paid_count_rolling_28d_mean,0.972382828984699
customer_count_rolling_28d_mean,order_status_paid_count_rolling_28d_mean,0.9723543259280217
Revenue_rolling_28d_mean,COGS_rolling_28d_mean,0.972120831060097
COGS_rolling_28d_mean,gross_item_revenue_sum_rolling_28d_mean,0.9721208310600967
Revenue_rolling_28d_mean,estimated_cogs_sum_rolling_28d_mean,0.9721208310534384
gross_item_revenue_sum_rolling_28d_mean,estimated_cogs_sum_rolling_28d_mean,0.9721208310534384
customer_count_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.972028691504628
COGS_rolling_90d_mean,customer_count_rolling_90d_mean,0.9720286914907533
order_status_cancelled_count_rolling_28d_mean,order_status_shipped_count_rolling_28d_mean,0.9717759436582244
order_status_created_count_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9717584953588455
month,quarter,0.9713323312205717
order_status_returned_count_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9711990059524124
order_status_delivered_count_rolling_7d_mean,order_status_returned_count_rolling_7d_mean,0.971155304949271
order_count_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.9710226125404174
COGS_rolling_90d_mean,order_count_rolling_90d_mean,0.9710226125263233
order_status_delivered_count_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.9708487869429239
COGS_rolling_90d_mean,order_status_delivered_count_rolling_90d_mean,0.97084878692864
order_status_delivered_count_rolling_28d_mean,order_status_paid_count_rolling_28d_mean,0.9708353102369331
order_status_returned_count_rolling_7d_mean,item_quantity_sum_rolling_7d_mean,0.9708192401881466
Revenue_rolling_7d_mean,COGS_rolling_7d_mean,0.9704596127800912
COGS_rolling_7d_mean,gross_item_revenue_sum_rolling_7d_mean,0.9704596127800911
Revenue_rolling_7d_mean,estimated_cogs_sum_rolling_7d_mean,0.9704596127709925
gross_item_revenue_sum_rolling_7d_mean,estimated_cogs_sum_rolling_7d_mean,0.9704596127709924
customer_count_rolling_7d_mean,estimated_cogs_sum_rolling_7d_mean,0.9699892658631276
COGS_rolling_7d_mean,customer_count_rolling_7d_mean,0.969989265851586
customer_count_lag_7d,estimated_cogs_sum_lag_7d,0.9698527980497703
COGS_lag_7d,customer_count_lag_7d,0.9698527980380502
customer_count_lag_14d,estimated_cogs_sum_lag_14d,0.969843717714314
COGS_lag_14d,customer_count_lag_14d,0.9698437177027905
customer_count_lag_1d,estimated_cogs_sum_lag_1d,0.9698082578669082
COGS_lag_1d,customer_count_lag_1d,0.9698082578553762
inventory_product_count_lag_14d,inventory_product_count_rolling_28d_mean,0.9697685721613205
customer_count_lag_28d,estimated_cogs_sum_lag_28d,0.969618489404526
COGS_lag_28d,customer_count_lag_28d,0.9696184893928481
order_status_paid_count_rolling_28d_mean,item_quantity_sum_rolling_28d_mean,0.969365110498382
order_count_lag_7d,estimated_cogs_sum_lag_7d,0.9689271348141829
COGS_lag_7d,order_count_lag_7d,0.9689271348021312
order_count_lag_14d,estimated_cogs_sum_lag_14d,0.9689187042403378
COGS_lag_14d,order_count_lag_14d,0.9689187042284834
order_count_rolling_7d_mean,estimated_cogs_sum_rolling_7d_mean,0.968906745703977
COGS_rolling_7d_mean,order_count_rolling_7d_mean,0.9689067456922853
order_count_lag_1d,estimated_cogs_sum_lag_1d,0.9688816951132667
COGS_lag_1d,order_count_lag_1d,0.9688816951014073
order_count_lag_28d,estimated_cogs_sum_lag_28d,0.9686853678838677
COGS_lag_28d,order_count_lag_28d,0.968685367871814
order_status_delivered_count_rolling_7d_mean,estimated_cogs_sum_rolling_7d_mean,0.9684539322863591
COGS_rolling_7d_mean,order_status_delivered_count_rolling_7d_mean,0.968453932275027
quarter,days_to_year_end,0.9681836796276233
customer_count_rolling_28d_mean,estimated_cogs_sum_rolling_28d_mean,0.9676930431607312
COGS_rolling_28d_mean,customer_count_rolling_28d_mean,0.9676930431496368
order_status_cancelled_count_rolling_28d_mean,order_status_paid_count_rolling_28d_mean,0.9675554061102045
order_status_delivered_count_lag_7d,estimated_cogs_sum_lag_7d,0.9672025283344654
COGS_lag_7d,order_status_delivered_count_lag_7d,0.9672025283206546
order_status_delivered_count_lag_14d,estimated_cogs_sum_lag_14d,0.9671890795174283
COGS_lag_14d,order_status_delivered_count_lag_14d,0.9671890795038487
order_status_returned_count_rolling_90d_mean,return_count_rolling_90d_mean,0.9671856612278215
order_status_delivered_count_lag_1d,estimated_cogs_sum_lag_1d,0.9671439767481897
COGS_lag_1d,order_status_delivered_count_lag_1d,0.9671439767346959
customer_count_rolling_7d_mean,distinct_product_count_rolling_7d_mean,0.9669836843070095
order_status_delivered_count_lag_28d,estimated_cogs_sum_lag_28d,0.9669659239191428
COGS_lag_28d,order_status_delivered_count_lag_28d,0.9669659239053682
order_status_returned_count_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.9667354395886096
COGS_rolling_90d_mean,order_status_returned_count_rolling_90d_mean,0.9667354395809952
stockout_days_sum_lag_1d,stockout_days_sum_rolling_7d_mean,0.9666792220954484
order_status_cancelled_count_rolling_28d_mean,estimated_cogs_sum_rolling_28d_mean,0.9666277756297738
COGS_rolling_28d_mean,order_status_cancelled_count_rolling_28d_mean,0.9666277756177906
order_count_rolling_28d_mean,estimated_cogs_sum_rolling_28d_mean,0.966520180379673
COGS_rolling_28d_mean,order_count_rolling_28d_mean,0.9665201803683977
order_count_rolling_7d_mean,distinct_product_count_rolling_7d_mean,0.9663957558325331
order_status_returned_count_rolling_90d_mean,return_quantity_sum_rolling_90d_mean,0.9663259054584915
order_status_delivered_count_rolling_28d_mean,estimated_cogs_sum_rolling_28d_mean,0.9662111846488527
COGS_rolling_28d_mean,order_status_delivered_count_rolling_28d_mean,0.9662111846376439
stockout_days_sum_lag_7d,stockout_days_sum_rolling_7d_mean,0.9660783470589334
units_sold_sum_rolling_28d_mean,review_count_rolling_28d_mean,0.9657163991165715
order_status_returned_count_rolling_28d_mean,order_status_shipped_count_rolling_28d_mean,0.96571027763586
order_status_delivered_count_rolling_7d_mean,distinct_product_count_rolling_7d_mean,0.9654235598454172
stock_on_hand_sum_lag_365d,new_customer_count_rolling_90d_mean,0.965331347205232
customer_count_lag_365d,estimated_cogs_sum_lag_365d,0.9650726012835862
COGS_lag_365d,customer_count_lag_365d,0.9650726012732721
order_count_lag_365d,estimated_cogs_sum_lag_365d,0.9640743001695381
COGS_lag_365d,order_count_lag_365d,0.9640743001589731
stock_on_hand_sum_lag_365d,new_customer_count_rolling_28d_mean,0.9639370468866285
fill_rate_mean_lag_1d,fill_rate_mean_rolling_7d_mean,0.9633517777254913
fill_rate_mean_lag_7d,fill_rate_mean_rolling_7d_mean,0.9626873024684995
order_status_cancelled_count_rolling_7d_mean,order_status_returned_count_rolling_7d_mean,0.9623604652598163
item_quantity_sum_rolling_90d_mean,return_quantity_sum_rolling_90d_mean,0.9622704773176484
sessions_sum_lag_1d,sessions_sum_rolling_7d_mean,0.9622447334564942
order_status_delivered_count_lag_365d,estimated_cogs_sum_lag_365d,0.962237649131334
COGS_lag_365d,order_status_delivered_count_lag_365d,0.9622376491193901
item_quantity_sum_rolling_90d_mean,return_count_rolling_90d_mean,0.9622239620393362
sessions_sum_lag_7d,sessions_sum_rolling_7d_mean,0.9621587982923274
order_status_paid_count_rolling_28d_mean,order_status_returned_count_rolling_28d_mean,0.9621569535993917
sessions_sum_lag_1d,visitors_sum_rolling_7d_mean,0.9618930805728996
item_quantity_sum_rolling_90d_mean,review_count_rolling_90d_mean,0.9616111417959629
review_count_rolling_7d_mean,review_count_rolling_28d_mean,0.9614444601807673
order_status_shipped_count_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9613875217753617
order_status_delivered_count_rolling_90d_mean,review_count_rolling_90d_mean,0.9611245378558743
order_count_rolling_90d_mean,review_count_rolling_90d_mean,0.9610602982884676
customer_count_rolling_90d_mean,review_count_rolling_90d_mean,0.9609426830167849
order_count_rolling_90d_mean,return_count_rolling_90d_mean,0.9603384586533663
sessions_sum_lag_7d,visitors_sum_rolling_7d_mean,0.9602135481347955
customer_count_rolling_90d_mean,return_count_rolling_90d_mean,0.9601741640663506
distinct_product_count_rolling_90d_mean,return_count_rolling_90d_mean,0.9601582777253653
order_status_delivered_count_rolling_90d_mean,return_count_rolling_90d_mean,0.9597353731365454
item_quantity_sum_rolling_90d_mean,review_count_rolling_28d_mean,0.9596099112932523
order_status_returned_count_rolling_90d_mean,review_count_rolling_90d_mean,0.9595027765082883
order_count_rolling_90d_mean,return_quantity_sum_rolling_90d_mean,0.9592166714742408
customer_count_rolling_90d_mean,return_quantity_sum_rolling_90d_mean,0.958999695166195
stock_on_hand_sum_rolling_90d_mean,new_customer_count_rolling_90d_mean,0.9589849029135366
order_status_delivered_count_rolling_90d_mean,return_quantity_sum_rolling_90d_mean,0.9587000043433133
order_status_cancelled_count_rolling_7d_mean,estimated_cogs_sum_rolling_7d_mean,0.9586924373378317
COGS_rolling_7d_mean,order_status_cancelled_count_rolling_7d_mean,0.9586924373224958
sessions_sum_rolling_7d_mean,visitors_sum_rolling_28d_mean,0.9585770133780165
distinct_product_count_rolling_90d_mean,review_count_rolling_90d_mean,0.958539845868118
estimated_cogs_sum_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9585344079570237
COGS_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9585344079417248
