feature,target,pearson,spearman
order_status_paid_count_lag_1d,Revenue,0.6232106680588774,0.5749622362774784
order_status_paid_count_lag_7d,Revenue,0.31521688621352234,0.3517731269604454
order_status_paid_count_lag_14d,Revenue,0.3197155244971504,0.3572330545350417
order_status_paid_count_lag_28d,Revenue,0.41520233289931574,0.413194071348188
order_status_paid_count_lag_365d,Revenue,0.6153742383546313,0.5638019093398398
order_status_paid_count_rolling_7d_mean,Revenue,0.5880302560512672,0.6065662820171597
order_status_paid_count_rolling_28d_mean,Revenue,0.5944823175343712,0.63184950220464
order_status_paid_count_rolling_90d_mean,Revenue,0.4997356828163553,0.5628279512307268
order_status_returned_count_lag_1d,Revenue,0.7346802825355996,0.7080253395907964
order_status_returned_count_lag_7d,Revenue,0.39600410723389506,0.46762514912967185
order_status_returned_count_lag_14d,Revenue,0.4059671966248681,0.46672041916631135
order_status_returned_count_lag_28d,Revenue,0.5193725751911984,0.5318926828435392
order_status_returned_count_lag_365d,Revenue,0.7245267158645782,0.6891920955438773
order_status_returned_count_rolling_7d_mean,Revenue,0.6216698370759642,0.647597005562348
order_status_returned_count_rolling_28d_mean,Revenue,0.6103839200179318,0.6381177533143787
order_status_returned_count_rolling_90d_mean,Revenue,0.5151020507475186,0.5658442305775492
order_status_shipped_count_lag_1d,Revenue,0.6188981048903356,0.5588909093724181
order_status_shipped_count_lag_7d,Revenue,0.29996409674826646,0.33673739730026186
order_status_shipped_count_lag_14d,Revenue,0.3102944379725828,0.3570992938095182
order_status_shipped_count_lag_28d,Revenue,0.420743518289108,0.4261601989792204
order_status_shipped_count_lag_365d,Revenue,0.6034383185956199,0.5566989810996973
order_status_shipped_count_rolling_7d_mean,Revenue,0.5849011510648052,0.5945565192643424
order_status_shipped_count_rolling_28d_mean,Revenue,0.5992727859614517,0.6311252120416214
order_status_shipped_count_rolling_90d_mean,Revenue,0.5159662781044072,0.5673956393002293
item_quantity_sum_lag_1d,Revenue,0.7971762549039507,0.7949660694807819
item_quantity_sum_lag_7d,Revenue,0.4058197883850628,0.528492821875486
item_quantity_sum_lag_14d,Revenue,0.42798606015013874,0.5377231765524378
item_quantity_sum_lag_28d,Revenue,0.555906176991278,0.5994627866311217
item_quantity_sum_lag_365d,Revenue,0.7823425659225751,0.7658630232413394
item_quantity_sum_rolling_7d_mean,Revenue,0.6102852196219444,0.6446954055295111
item_quantity_sum_rolling_28d_mean,Revenue,0.5974703321367695,0.6265023536366787
item_quantity_sum_rolling_90d_mean,Revenue,0.5211514012407638,0.576481734674137
gross_item_revenue_sum_lag_1d,Revenue,0.8654941265959826,0.8622500769208891
gross_item_revenue_sum_lag_7d,Revenue,0.4920422652677403,0.5883719134176281
gross_item_revenue_sum_lag_14d,Revenue,0.49642921316880106,0.585565300354078
gross_item_revenue_sum_lag_28d,Revenue,0.603399453896704,0.6285966077047214
gross_item_revenue_sum_lag_365d,Revenue,0.7897842962770492,0.7816818381711569
gross_item_revenue_sum_rolling_7d_mean,Revenue,0.6950037358992276,0.7288225096331384
gross_item_revenue_sum_rolling_28d_mean,Revenue,0.6641437085752173,0.7048151450061755
gross_item_revenue_sum_rolling_90d_mean,Revenue,0.5456009509493975,0.5909295503318941
discount_amount_sum_lag_1d,Revenue,0.18102209414738746,-0.014120029905453092
discount_amount_sum_lag_7d,Revenue,-0.000557793859255118,-0.07907409439448347
discount_amount_sum_lag_14d,Revenue,0.06459175635811767,-0.028964502085155726
discount_amount_sum_lag_28d,Revenue,0.16088144450179792,0.02260112706305488
discount_amount_sum_lag_365d,Revenue,0.18644754912663086,0.0406859182076853
discount_amount_sum_rolling_7d_mean,Revenue,0.06779027416711028,-0.05244046304816927
discount_amount_sum_rolling_28d_mean,Revenue,0.09564201551877527,-0.0029550823847864977
discount_amount_sum_rolling_90d_mean,Revenue,0.25114875067496867,0.322206627529129
estimated_cogs_sum_lag_1d,Revenue,0.8364831294426638,0.8301695988069278
estimated_cogs_sum_lag_7d,Revenue,0.4472668760682641,0.5519768162720213
estimated_cogs_sum_lag_14d,Revenue,0.46534970374602497,0.5621431226470626
estimated_cogs_sum_lag_28d,Revenue,0.5920522591243674,0.6182455996185764
estimated_cogs_sum_lag_365d,Revenue,0.8063832055020859,0.7974635692125404
estimated_cogs_sum_rolling_7d_mean,Revenue,0.6579602066274228,0.6913517096114208
estimated_cogs_sum_rolling_28d_mean,Revenue,0.6411418704932114,0.6780481354071095
estimated_cogs_sum_rolling_90d_mean,Revenue,0.5231455700549129,0.5673036705089414
distinct_product_count_lag_1d,Revenue,0.8064155170207807,0.8137219101790976
distinct_product_count_lag_7d,Revenue,0.4940390685065272,0.5442807516282664
distinct_product_count_lag_14d,Revenue,0.49644853175676495,0.5543314523733882
distinct_product_count_lag_28d,Revenue,0.5713823959567652,0.6163614882924628
distinct_product_count_lag_365d,Revenue,0.7798329540326129,0.7841529212656789
distinct_product_count_rolling_7d_mean,Revenue,0.661233498595014,0.676900893826501
distinct_product_count_rolling_28d_mean,Revenue,0.6215002275194005,0.6548346902373906
distinct_product_count_rolling_90d_mean,Revenue,0.5184120557983793,0.5651578291535172
return_count_lag_1d,Revenue,0.4517689493779448,0.5047845578085107
return_count_lag_7d,Revenue,0.4928890084951659,0.5229899287270091
return_count_lag_14d,Revenue,0.4897872268983218,0.49760032783082014
return_count_lag_28d,Revenue,0.32969313986889087,0.3927489689911281
return_count_lag_365d,Revenue,0.40734396341157664,0.4574413550827107
return_count_rolling_7d_mean,Revenue,0.5595120750812195,0.6014977635363163
return_count_rolling_28d_mean,Revenue,0.552178544995009,0.5819703167493768
return_count_rolling_90d_mean,Revenue,0.42022729867372566,0.4777937395314975
return_quantity_sum_lag_1d,Revenue,0.427000405293239,0.480232964571593
return_quantity_sum_lag_7d,Revenue,0.46445217440584685,0.49548966131894767
return_quantity_sum_lag_14d,Revenue,0.4577608985338778,0.4698824382574093
return_quantity_sum_lag_28d,Revenue,0.3079804372268137,0.3779818851448766
return_quantity_sum_lag_365d,Revenue,0.38488136077071683,0.43618148861220446
return_quantity_sum_rolling_7d_mean,Revenue,0.5477927235362134,0.5901429929379812
return_quantity_sum_rolling_28d_mean,Revenue,0.549328199313649,0.5786494715870911
return_quantity_sum_rolling_90d_mean,Revenue,0.4251483197934435,0.48353274482921554
refund_amount_sum_lag_1d,Revenue,0.4164726242161955,0.4562238826017968
refund_amount_sum_lag_7d,Revenue,0.4464246369373001,0.4685053921297944
refund_amount_sum_lag_14d,Revenue,0.43274711068024974,0.43763253246328204
refund_amount_sum_lag_28d,Revenue,0.28830960646704984,0.33458303805051437
refund_amount_sum_lag_365d,Revenue,0.3634790941960186,0.41160494202148296
refund_amount_sum_rolling_7d_mean,Revenue,0.583409205958178,0.6148388531126373
refund_amount_sum_rolling_28d_mean,Revenue,0.5810648144408991,0.607117980413548
refund_amount_sum_rolling_90d_mean,Revenue,0.40557533824083136,0.4372584208991779
stock_on_hand_sum_lag_1d,Revenue,-0.16685371004539526,-0.24904174613471863
stock_on_hand_sum_lag_7d,Revenue,-0.17139093102353198,-0.25947485813408
stock_on_hand_sum_lag_14d,Revenue,-0.17777809241614095,-0.2758038955002342
stock_on_hand_sum_lag_28d,Revenue,-0.19422310434168039,-0.31008176320420505
stock_on_hand_sum_lag_365d,Revenue,-0.25254115252986215,-0.34070908856050913
stock_on_hand_sum_rolling_7d_mean,Revenue,-0.1720578563976493,-0.25694281766881805
stock_on_hand_sum_rolling_28d_mean,Revenue,-0.1792829824977836,-0.28184867026943433
stock_on_hand_sum_rolling_90d_mean,Revenue,-0.20612611594242322,-0.3469971966815022
units_sold_sum_lag_1d,Revenue,0.5225740445899947,0.5757825455956599
units_sold_sum_lag_7d,Revenue,0.49856758793791944,0.5548124123255265
units_sold_sum_lag_14d,Revenue,0.476098022137214,0.5270331313484403
units_sold_sum_lag_28d,Revenue,0.40941994846733704,0.4674538358312271
units_sold_sum_lag_365d,Revenue,0.4995312559283985,0.5379226610978167
units_sold_sum_rolling_7d_mean,Revenue,0.5108769487260826,0.5674248591762852
units_sold_sum_rolling_28d_mean,Revenue,0.4877061759096755,0.5366758358909258
units_sold_sum_rolling_90d_mean,Revenue,0.3503642046251497,0.4222275220251257
stockout_days_sum_lag_1d,Revenue,0.36274727501272586,0.42755429995731165
stockout_days_sum_lag_7d,Revenue,0.34198393529901955,0.40849020853005635
stockout_days_sum_lag_14d,Revenue,0.3184316070459789,0.3770685326567846
stockout_days_sum_lag_28d,Revenue,0.2549229807241999,0.31184950981427306
stockout_days_sum_lag_365d,Revenue,0.31195528736534534,0.3684587474057879
stockout_days_sum_rolling_7d_mean,Revenue,0.35420009290381427,0.4203237032265903
stockout_days_sum_rolling_28d_mean,Revenue,0.3394570037508758,0.3938551521909594
stockout_days_sum_rolling_90d_mean,Revenue,0.23620240447064314,0.2827595306063232
fill_rate_mean_lag_1d,Revenue,-0.24414472746913626,-0.3464825784888363
fill_rate_mean_lag_7d,Revenue,-0.23617053431218082,-0.342339037346272
fill_rate_mean_lag_14d,Revenue,-0.22514348017258445,-0.3245152586965812
fill_rate_mean_lag_28d,Revenue,-0.19187626206733172,-0.2883917103159024
fill_rate_mean_lag_365d,Revenue,-0.25363232460647417,-0.3503824711865931
fill_rate_mean_rolling_7d_mean,Revenue,-0.24305427298014015,-0.3470354169338184
fill_rate_mean_rolling_28d_mean,Revenue,-0.24354963744456373,-0.34603295656248323
fill_rate_mean_rolling_90d_mean,Revenue,-0.21309002336040975,-0.3093892513211172
inventory_product_count_lag_1d,Revenue,0.3327519886919949,0.3815964476797825
inventory_product_count_lag_7d,Revenue,0.30486090664780063,0.3498704343728364
inventory_product_count_lag_14d,Revenue,0.27621819044599266,0.3081865005553858
inventory_product_count_lag_28d,Revenue,0.2043411824634836,0.21660956861069336
inventory_product_count_lag_365d,Revenue,0.21566231098684796,0.24559874788899405
inventory_product_count_rolling_7d_mean,Revenue,0.3152645555412936,0.3634246730056195
inventory_product_count_rolling_28d_mean,Revenue,0.2806262507523413,0.3068035969067622
inventory_product_count_rolling_90d_mean,Revenue,0.12136250723880519,0.10295185162077534
review_count_lag_1d,Revenue,0.5581846668122582,0.5855623390743959
review_count_lag_7d,Revenue,0.5403947406285384,0.561548751764037
review_count_lag_14d,Revenue,0.5070313067562938,0.5399920813700387
review_count_lag_28d,Revenue,0.44550118939391514,0.49865808967878794
review_count_lag_365d,Revenue,0.5225153033989115,0.5438873067137039
review_count_rolling_7d_mean,Revenue,0.5783720072654414,0.6002785102639008
review_count_rolling_28d_mean,Revenue,0.541176318621364,0.5696101719685865
review_count_rolling_90d_mean,Revenue,0.4104603619665957,0.47369648626188804
rating_mean_lag_1d,Revenue,-0.00171670374991288,-0.0029298652043916267
rating_mean_lag_7d,Revenue,0.006888253790102897,-0.005016559511495007
rating_mean_lag_14d,Revenue,0.012789085061063533,0.0055095527113126486
rating_mean_lag_28d,Revenue,-0.0010944609209353555,0.0014975409070124167
rating_mean_lag_365d,Revenue,0.009873941653792555,0.008132713532517126
rating_mean_rolling_7d_mean,Revenue,-0.0031931192939077414,0.005479989905589473
rating_mean_rolling_28d_mean,Revenue,0.02834495053796906,0.04140301892683118
rating_mean_rolling_90d_mean,Revenue,0.033690192085841696,0.057040351721308426
low_rating_count_lag_1d,Revenue,0.41500636530974533,0.43215605416414127
low_rating_count_lag_7d,Revenue,0.3932946579424151,0.4180433386977687
low_rating_count_lag_14d,Revenue,0.3733209631670482,0.40420783690895035
low_rating_count_lag_28d,Revenue,0.34362481372427267,0.3749991560265666
low_rating_count_lag_365d,Revenue,0.3832565347291497,0.3954969553446767
low_rating_count_rolling_7d_mean,Revenue,0.542875518961503,0.5708448290620205
low_rating_count_rolling_28d_mean,Revenue,0.533594449453916,0.5663275159487551
low_rating_count_rolling_90d_mean,Revenue,0.4147735524272594,0.476757892330203
new_customer_count_lag_1d,Revenue,-0.27966638417298056,-0.3404664637673118
new_customer_count_lag_7d,Revenue,-0.2811536836612316,-0.34201294362998086
new_customer_count_lag_14d,Revenue,-0.27738920739634354,-0.33309489857152835
new_customer_count_lag_28d,Revenue,-0.2783576563020136,-0.33829714317720283
new_customer_count_lag_365d,Revenue,-0.3114210324542615,-0.36606740172029767
new_customer_count_rolling_7d_mean,Revenue,-0.2923521966130998,-0.3550590725621873
new_customer_count_rolling_28d_mean,Revenue,-0.29207982042527625,-0.35678041235189933
new_customer_count_rolling_90d_mean,Revenue,-0.29471346023055367,-0.3587842165491705
day_of_week,COGS,-0.06683701002822975,-0.07650253670673587
month,COGS,-0.16032260538731266,-0.18222581731740653
quarter,COGS,-0.17452289075606156,-0.19745758207291095
year,COGS,-0.2696706621106889,-0.32807244048450324
is_weekend,COGS,-0.07219345105183428,-0.06435369709517579
is_holiday,COGS,-0.05102568233448949,-0.05511986901797476
days_to_year_end,COGS,0.13982853074372265,0.15642945488662185
promo_count_active,COGS,0.0495360046905977,0.05387527863235068
promo_discount_mean,COGS,0.034421357610142526,0.006757792734322137
promo_discount_max,COGS,0.04516224420483813,0.00705993826709064
is_promo_active,COGS,0.03668006008242966,0.04894435942542883
Revenue_lag_1d,COGS,0.8413407852976778,0.832489030569569
Revenue_lag_7d,COGS,0.46731452422653097,0.5604454580601159
Revenue_lag_14d,COGS,0.48019809733470825,0.5735052784720109
Revenue_lag_28d,COGS,0.6010581633422651,0.6404256800762349
Revenue_lag_365d,COGS,0.8052575659483976,0.7940666622472263
Revenue_rolling_7d_mean,COGS,0.6649418063650299,0.6944384968404795
Revenue_rolling_28d_mean,COGS,0.6370397855577861,0.6911529461598169
Revenue_rolling_90d_mean,COGS,0.5560734196764745,0.6129756555186257
COGS_lag_1d,COGS,0.8565233803779807,0.8523629725286272
COGS_lag_7d,COGS,0.4494402282298129,0.5645305121611959
COGS_lag_14d,COGS,0.4697632306321625,0.5769562370743516
COGS_lag_28d,COGS,0.5973307392438028,0.6371710835096696
COGS_lag_365d,COGS,0.8277161046072803,0.8153534001627679
COGS_rolling_7d_mean,COGS,0.6681365267817828,0.7107756568688884
COGS_rolling_28d_mean,COGS,0.6425810161404788,0.6956942425692901
COGS_rolling_90d_mean,COGS,0.5413031558112704,0.5980891329766117
sessions_sum_lag_1d,COGS,0.3254421959228849,0.3955919940654839
sessions_sum_lag_7d,COGS,0.31270239110009496,0.38300013542545697
sessions_sum_lag_14d,COGS,0.2919697895719605,0.36055546515899667
sessions_sum_lag_28d,COGS,0.2352640142275799,0.284298071168158
sessions_sum_lag_365d,COGS,0.3071990657135214,0.38004989316228416
sessions_sum_rolling_7d_mean,COGS,0.32796672631785323,0.3956640676014924
sessions_sum_rolling_28d_mean,COGS,0.308766949464419,0.36594422524782655
sessions_sum_rolling_90d_mean,COGS,0.14564523494679057,0.18637607674164827
visitors_sum_lag_1d,COGS,0.3213563331075707,0.3940924202415411
visitors_sum_lag_7d,COGS,0.3098256233830436,0.38156371737961736
visitors_sum_lag_14d,COGS,0.28926184459667453,0.3592938469079461
visitors_sum_lag_28d,COGS,0.23644907502959692,0.28580012157828
visitors_sum_lag_365d,COGS,0.30659462627956086,0.38193366591912886
visitors_sum_rolling_7d_mean,COGS,0.32511575081515265,0.3952287805282127
visitors_sum_rolling_28d_mean,COGS,0.3081941359195736,0.36654938918706176
visitors_sum_rolling_90d_mean,COGS,0.14567455610515642,0.1873542002534983
page_views_sum_lag_1d,COGS,0.308749395681889,0.37872550778868574
page_views_sum_lag_7d,COGS,0.2882659478566731,0.3615085179535431
page_views_sum_lag_14d,COGS,0.26720918619427453,0.3393343776724024
page_views_sum_lag_28d,COGS,0.22139404210025718,0.27328876747301895
page_views_sum_lag_365d,COGS,0.28372333073528094,0.36158830876818265
page_views_sum_rolling_7d_mean,COGS,0.3253044955967136,0.3917696329456498
page_views_sum_rolling_28d_mean,COGS,0.3084854711487485,0.3645331359192108
page_views_sum_rolling_90d_mean,COGS,0.14560043712490425,0.1850864478790096
bounce_rate_mean_lag_1d,COGS,-0.02178427949169985,-0.016626435854800142
