order_id,order_date,product_id,product_name,category,quantity,unit_price,gross_line_value,discount_amount,discount_rate,business_validity,check_reason
787000,2021-12-25,450,SaigonFlex UM-55,Streetwear,8,16711.72,133693.76,26738.75,0.19999998504043867,review_discount_context,Discount cao cần xem promo/category/order context
677218,2019-07-16,404,SaigonFlex UM-09,Streetwear,8,18566.21,148529.68,26735.34,0.17999998384161334,review_discount_context,Discount cao cần xem promo/category/order context
784841,2021-11-28,476,SaigonFlex UM-81,Streetwear,7,19067.98,133475.86,26695.17,0.19999998501601712,review_discount_context,Discount cao cần xem promo/category/order context
455176,2016-12-29,503,SaigonFlex UM-08,Streetwear,8,16682.92,133463.36,26692.67,0.19999998501461375,review_discount_context,Discount cao cần xem promo/category/order context
551382,2017-12-18,436,SaigonFlex UM-41,Streetwear,7,19016.54,133115.78,26623.16,0.2000000300490295,likely_valid_campaign_discount,"Discount cao nhưng vẫn nằm trong gross line value, có thể là campaign"
697586,2019-12-27,405,SaigonFlex UM-10,Streetwear,7,18943.21,132602.47,26520.49,0.1999999698346494,review_discount_context,Discount cao cần xem promo/category/order context
832091,2022-12-16,505,SaigonFlex UM-10,Streetwear,7,18897.63,132283.41,26456.68,0.19999998488094614,review_discount_context,Discount cao cần xem promo/category/order context
614492,2018-07-17,504,SaigonFlex UM-09,Streetwear,8,18366.41,146931.28,26447.63,0.1799999972776389,review_discount_context,Discount cao cần xem promo/category/order context
784992,2021-12-02,450,SaigonFlex UM-55,Streetwear,8,16525.25,132202.0,26440.4,0.2,likely_valid_campaign_discount,"Discount cao nhưng vẫn nằm trong gross line value, có thể là campaign"
741645,2020-12-21,424,SaigonFlex UM-29,Streetwear,8,16444.56,131556.48,26311.3,0.20000003040519174,likely_valid_campaign_discount,"Discount cao nhưng vẫn nằm trong gross line value, có thể là campaign"
641780,2018-12-14,412,SaigonFlex UM-17,Streetwear,8,16406.59,131252.72,26250.54,0.1999999695244411,review_discount_context,Discount cao cần xem promo/category/order context
831605,2022-12-09,505,SaigonFlex UM-10,Streetwear,7,18728.2,131097.4,26219.48,0.2,likely_valid_campaign_discount,"Discount cao nhưng vẫn nằm trong gross line value, có thể là campaign"
548839,2017-12-02,436,SaigonFlex UM-41,Streetwear,7,18698.03,130886.20999999999,26177.24,0.19999998471955147,review_discount_context,Discount cao cần xem promo/category/order context
693845,2019-11-24,405,SaigonFlex UM-10,Streetwear,7,18697.48,130882.36,26176.47,0.19999998471910196,review_discount_context,Discount cao cần xem promo/category/order context
815614,2022-07-07,334,LotusWear UE-55,Streetwear,7,20754.31,145280.17,26150.43,0.17999999587004886,review_discount_context,Discount cao cần xem promo/category/order context
675396,2019-07-03,334,LotusWear UE-55,Streetwear,7,20743.89,145207.22999999998,26137.3,0.1799999903586068,review_discount_context,Discount cao cần xem promo/category/order context
830266,2022-11-18,511,SaigonFlex UM-16,Streetwear,8,16325.1,130600.8,26120.16,0.19999999999999998,review_discount_context,Discount cao cần xem promo/category/order context
785858,2021-12-12,407,SaigonFlex UM-12,Streetwear,8,16237.44,129899.52,25979.9,0.19999996920696858,review_discount_context,Discount cao cần xem promo/category/order context
831205,2022-11-29,407,SaigonFlex UM-12,Streetwear,8,16230.84,129846.72,25969.34,0.19999996919444712,review_discount_context,Discount cao cần xem promo/category/order context
787668,2021-12-29,407,SaigonFlex UM-12,Streetwear,8,16222.69,129781.52,25956.3,0.19999996917897092,review_discount_context,Discount cao cần xem promo/category/order context
743040,2020-12-30,424,SaigonFlex UM-29,Streetwear,8,16220.27,129762.16,25952.43,0.19999998458718626,review_discount_context,Discount cao cần xem promo/category/order context
696809,2019-12-25,405,SaigonFlex UM-10,Streetwear,7,18522.92,129660.43999999999,25932.09,0.20000001542490525,likely_valid_campaign_discount,"Discount cao nhưng vẫn nằm trong gross line value, có thể là campaign"
