order_id,order_date,product_id,product_name,category,quantity,unit_price,price,cogs,unit_margin,unit_margin_rate,unit_price_to_cogs_ratio,business_validity,check_reason
561096,2018-02-12,347,LotusWear UE-68,Streetwear,5,40546.16,40950.0,38902.5,1643.6600000000035,0.04053799422682699,1.0422507550928604,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
605348,2018-06-23,347,LotusWear UE-68,Streetwear,4,40524.85,40950.0,38902.5,1622.3499999999985,0.040033460950503176,1.0417029753871858,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
605053,2018-06-19,347,LotusWear UE-68,Streetwear,2,39988.2,40950.0,38902.5,1085.699999999997,0.02715050940027301,1.0279082321187583,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
702612,2020-02-26,347,LotusWear UE-68,Streetwear,6,39937.86,40950.0,38902.5,1035.3600000000006,0.025924273358662698,1.0266142278773858,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
687017,2019-09-14,347,LotusWear UE-68,Streetwear,3,39023.33,40950.0,38902.5,120.83000000000175,0.0030963528740371913,1.0031059700533385,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
631538,2018-09-24,347,LotusWear UE-68,Streetwear,8,37765.51,40950.0,38902.5,-1136.989999999998,-0.030106570783765343,0.970773343615449,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
629691,2018-09-14,347,LotusWear UE-68,Streetwear,8,37382.53,40950.0,38902.5,-1519.9700000000012,-0.0406599018311495,0.9609287320866268,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
707934,2020-03-30,347,LotusWear UE-68,Streetwear,2,37076.17,40950.0,38902.5,-1826.3300000000017,-0.049258863577332876,0.9530536597905018,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
628621,2018-09-05,347,LotusWear UE-68,Streetwear,1,36580.84,40950.0,38902.5,-2321.6600000000035,-0.06346655790298976,0.9403210590579011,possible_error_price_below_cogs,Unit price thấp hơn COGS đáng kể
614697,2018-07-18,347,LotusWear UE-68,Streetwear,1,33896.83,40950.0,38902.5,-5005.669999999998,-0.14767369102066472,0.8713278066962278,possible_error_price_below_cogs,Unit price thấp hơn COGS đáng kể
614674,2018-07-16,347,LotusWear UE-68,Streetwear,3,33585.03,40950.0,38902.5,-5317.470000000001,-0.15832857674981982,0.8633128976286871,possible_error_price_below_cogs,Unit price thấp hơn COGS đáng kể
639655,2018-11-25,347,LotusWear UE-68,Streetwear,1,33311.12,40950.0,38902.5,-5591.379999999997,-0.16785325741073842,0.8562719619561725,possible_error_price_below_cogs,Unit price thấp hơn COGS đáng kể
641191,2018-12-09,347,LotusWear UE-68,Streetwear,3,33233.85,40950.0,38902.5,-5668.6500000000015,-0.17056856187290975,0.8542857142857142,possible_error_price_below_cogs,Unit price thấp hơn COGS đáng kể
607630,2018-06-26,347,LotusWear UE-68,Streetwear,4,32884.85,40950.0,38902.5,-6017.6500000000015,-0.1829915599432566,0.8453145684724632,possible_error_price_below_cogs,Unit price thấp hơn COGS đáng kể
694242,2019-11-28,347,LotusWear UE-68,Streetwear,3,32665.09,40950.0,38902.5,-6237.41,-0.19095033872553235,0.83966557419189,possible_error_price_below_cogs,Unit price thấp hơn COGS đáng kể
607790,2018-06-25,347,LotusWear UE-68,Streetwear,2,32618.05,40950.0,38902.5,-6284.450000000001,-0.19266786334560163,0.8384563974037658,possible_error_price_below_cogs,Unit price thấp hơn COGS đáng kể
582948,2018-05-02,334,LotusWear UE-55,Streetwear,8,25791.22,25196.85,23937.0075,1854.2125000000015,0.07189316751979943,1.0774621681511358,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
701919,2020-02-21,334,LotusWear UE-55,Streetwear,2,25565.56,25196.85,23937.0075,1628.5525000000016,0.06370102982293373,1.0680349245827827,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
585009,2018-05-03,334,LotusWear UE-55,Streetwear,5,25385.66,25196.85,23937.0075,1448.6525000000001,0.0570657804445502,1.0605193652548257,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
566739,2018-03-17,334,LotusWear UE-55,Streetwear,8,25277.12,25196.85,23937.0075,1340.1124999999993,0.05301681916294259,1.0559849638681862,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
636642,2018-10-31,334,LotusWear UE-55,Streetwear,2,25253.12,25196.85,23937.0075,1316.1124999999993,0.05211682754447765,1.0549823322735725,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
638120,2018-11-11,334,LotusWear UE-55,Streetwear,8,25252.82,25196.85,23937.0075,1315.8125,0.052105566823824036,1.05496979937864,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
577160,2018-04-16,334,LotusWear UE-55,Streetwear,3,25211.7,25196.85,23937.0075,1274.692500000001,0.050559561632099424,1.0532519572465355,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
592160,2018-05-23,334,LotusWear UE-55,Streetwear,2,25181.93,25196.85,23937.0075,1244.9225000000006,0.049437136073366916,1.0520082763060503,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
592551,2018-05-28,334,LotusWear UE-55,Streetwear,5,25051.36,25196.85,23937.0075,1114.3525000000009,0.044482714710897965,1.0465535426681887,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
826301,2022-09-29,462,SaigonFlex UM-67,Streetwear,4,24803.3,24321.97975609756,20085.09088258537,4718.20911741463,0.1902250554327299,1.2349110165842225,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
826585,2022-10-04,505,SaigonFlex UM-10,Streetwear,2,24789.64,23693.57689655172,17609.06634951724,7180.573650482758,0.2896602633391513,1.4077770795996585,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
808657,2022-05-28,476,SaigonFlex UM-81,Streetwear,1,24783.82,23472.73046511628,14022.609179860465,10761.210820139535,0.4342030736238213,1.7674185796745294,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
738860,2020-11-11,334,LotusWear UE-55,Streetwear,7,24776.85,25196.85,23937.0075,839.8424999999988,0.03389625799889812,1.0350855260416323,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
794073,2022-03-11,476,SaigonFlex UM-81,Streetwear,5,24669.21,23472.73046511628,14022.609179860465,10646.600820139534,0.43157445334242706,1.7592453503895968,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
565745,2018-03-11,334,LotusWear UE-55,Streetwear,4,24557.05,25196.85,23937.0075,620.0424999999996,0.025249062896398368,1.0259030916876306,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
589223,2018-05-15,334,LotusWear UE-55,Streetwear,2,24479.85,25196.85,23937.0075,542.8424999999988,0.022175074602172763,1.0226779600582905,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
828650,2022-10-31,505,SaigonFlex UM-10,Streetwear,6,24464.54,23693.57689655172,17609.06634951724,6855.47365048276,0.28022082779740637,1.389314999126612,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
827137,2022-10-13,462,SaigonFlex UM-67,Streetwear,5,24407.65,24321.97975609756,20085.09088258537,4322.559117414632,0.1770985374427539,1.2152123255345821,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
813106,2022-06-23,476,SaigonFlex UM-81,Streetwear,1,24328.45,23472.73046511628,14022.609179860465,10305.840820139536,0.42361271762646346,1.7349445946864852,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
586951,2018-05-10,334,LotusWear UE-55,Streetwear,2,24327.75,25196.85,23937.0075,390.7425000000003,0.016061596325184214,1.0163237823274276,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
821427,2022-08-22,476,SaigonFlex UM-81,Streetwear,7,24326.99,23472.73046511628,14022.609179860465,10304.380820139537,0.4235781253718416,1.7348404771159767,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
821786,2022-08-27,505,SaigonFlex UM-10,Streetwear,5,24249.99,23693.57689655172,17609.06634951724,6640.92365048276,0.27385263459831366,1.3771309346372487,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
822209,2022-09-01,476,SaigonFlex UM-81,Streetwear,4,24243.58,23472.73046511628,14022.609179860465,10220.970820139537,0.4215949467916676,1.7288922260501338,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
803058,2022-04-28,476,SaigonFlex UM-81,Streetwear,1,24239.33,23472.73046511628,14022.609179860465,10216.720820139537,0.4214935322114735,1.7285891440811874,likely_valid_premium_product_high_cogs,"Giá cao đi cùng COGS cao, có thể là sản phẩm premium hợp lệ"
