feature_name,target,pearson_corr,spearman_corr,abs_pearson,abs_spearman
daily_total_quantity_lag_1d,Revenue,0.7968107924627026,0.7942580321787384,0.7968107924627026,0.7942580321787384
order_status_cancelled_count_lag_1d,Revenue,0.7684990066845075,0.7464852806039737,0.7684990066845075,0.7464852806039737
order_status_returned_count_lag_1d,Revenue,0.7343704510716137,0.7073725536105405,0.7343704510716137,0.7073725536105405
Revenue_rolling_7d_mean,Revenue,0.6949689645299855,0.7287744413519931,0.6949689645299855,0.7287744413519931
daily_gross_item_revenue_rolling_7d_mean,Revenue,0.6949689645299855,0.7287744413519931,0.6949689645299855,0.7287744413519931
Revenue_rolling_28d_mean,Revenue,0.6641166408231037,0.7047488794858029,0.6641166408231037,0.7047488794858029
daily_gross_item_revenue_rolling_28d_mean,Revenue,0.6641166408231037,0.7047488794858029,0.6641166408231037,0.7047488794858029
daily_distinct_products_rolling_7d_mean,Revenue,0.6612145936205751,0.6768534862314042,0.6612145936205751,0.6768534862314042
COGS_rolling_7d_mean,Revenue,0.657926694057511,0.6913116261222229,0.657926694057511,0.6913116261222229
daily_estimated_cogs_rolling_7d_mean,Revenue,0.6579266940520998,0.6913116261222229,0.6579266940520998,0.6913116261222229
daily_estimated_cogs_rolling_28d_mean,Revenue,0.6411123351462498,0.6779892440735892,0.6411123351462498,0.6779892440735892
COGS_rolling_28d_mean,Revenue,0.6411123351428306,0.6779892440735892,0.6411123351428306,0.6779892440735892
daily_customer_count_rolling_7d_mean,Revenue,0.6345534645260377,0.6633509705233839,0.6345534645260377,0.6633509705233839
daily_order_count_rolling_7d_mean,Revenue,0.6331883931675056,0.6622469166793379,0.6331883931675056,0.6622469166793379
order_status_delivered_count_rolling_7d_mean,Revenue,0.6320272404795532,0.6602140672025306,0.6320272404795532,0.6602140672025306
order_status_cancelled_count_rolling_7d_mean,Revenue,0.6274765147723521,0.6511884798518103,0.6274765147723521,0.6511884798518103
order_status_paid_count_lag_1d,Revenue,0.6229672229769957,0.5744294673565385,0.6229672229769957,0.5744294673565385
daily_distinct_products_rolling_28d_mean,Revenue,0.6214873237052093,0.6547590239683311,0.6214873237052093,0.6547590239683311
order_status_returned_count_rolling_7d_mean,Revenue,0.6212615186687775,0.6469652862001616,0.6212615186687775,0.6469652862001616
order_status_shipped_count_lag_1d,Revenue,0.6186633803231485,0.5583475147939478,0.6186633803231485,0.5583475147939478
daily_customer_count_rolling_28d_mean,Revenue,0.6156215296900213,0.6434796291371827,0.6156215296900213,0.6434796291371827
daily_order_count_rolling_28d_mean,Revenue,0.6147377654283311,0.6423940780933961,0.6147377654283311,0.6423940780933961
order_status_cancelled_count_rolling_28d_mean,Revenue,0.6133827091227128,0.6432607484781337,0.6133827091227128,0.6432607484781337
order_status_delivered_count_rolling_28d_mean,Revenue,0.6132961048854596,0.6400256996418813,0.6132961048854596,0.6400256996418813
daily_total_quantity_rolling_7d_mean,Revenue,0.609881961692378,0.6440647067329985,0.609881961692378,0.6440647067329985
order_status_returned_count_rolling_28d_mean,Revenue,0.6098381158350968,0.6374727527552708,0.6098381158350968,0.6374727527552708
order_status_shipped_count_rolling_28d_mean,Revenue,0.5986172607195736,0.6304850227647679,0.5986172607195736,0.6304850227647679
daily_total_quantity_rolling_28d_mean,Revenue,0.5969299260113679,0.6258637486871077,0.5969299260113679,0.6258637486871077
order_status_paid_count_rolling_28d_mean,Revenue,0.5938517671796775,0.6312052881827077,0.5938517671796775,0.6312052881827077
order_status_paid_count_rolling_7d_mean,Revenue,0.5876063639185929,0.6059526644741707,0.5876063639185929,0.6059526644741707
order_status_shipped_count_rolling_7d_mean,Revenue,0.584483136346713,0.593949075344008,0.584483136346713,0.593949075344008
daily_refund_amount_rolling_7d_mean,Revenue,0.5815015647711892,0.6127098236785585,0.5815015647711892,0.6127098236785585
daily_refund_amount_rolling_28d_mean,Revenue,0.5787755348050319,0.605018676742011,0.5787755348050319,0.605018676742011
daily_return_count_rolling_7d_mean,Revenue,0.5577993936054358,0.5994219050904502,0.5577993936054358,0.5994219050904502
daily_return_count_rolling_28d_mean,Revenue,0.5502395612836273,0.5799596977374848,0.5502395612836273,0.5799596977374848
daily_return_quantity_rolling_28d_mean,Revenue,0.5474624712816891,0.5766510359058719,0.5474624712816891,0.5766510359058719
daily_return_quantity_rolling_7d_mean,Revenue,0.5462121623959615,0.588108725936759,0.5462121623959615,0.588108725936759
order_status_created_count_rolling_28d_mean,Revenue,0.5188267027291681,0.5515006258041539,0.5188267027291681,0.5515006258041539
daily_distinct_products_lag_7d,Revenue,0.49398393974167754,0.5439953843772519,0.49398393974167754,0.5439953843772519
Revenue_lag_7d,Revenue,0.49202808251770974,0.588059485322357,0.49202808251770974,0.588059485322357
daily_gross_item_revenue_lag_7d,Revenue,0.4920280825177097,0.588059485322357,0.4920280825177097,0.588059485322357
daily_return_count_lag_7d,Revenue,0.49175462496242345,0.5203488985649039,0.49175462496242345,0.5203488985649039
order_status_created_count_rolling_7d_mean,Revenue,0.48490072695923353,0.4877949594268079,0.48490072695923353,0.4877949594268079
order_status_created_count_lag_1d,Revenue,0.48291157074739854,0.42603239761933176,0.48291157074739854,0.42603239761933176
daily_return_quantity_lag_7d,Revenue,0.46409146927208794,0.4933456430089481,0.46409146927208794,0.4933456430089481
daily_units_sold_sum_rolling_28d_mean,Revenue,0.4561397854299373,0.545153624908417,0.4561397854299373,0.545153624908417
daily_units_received_sum_rolling_28d_mean,Revenue,0.4553988690244518,0.5458093677976847,0.4553988690244518,0.5458093677976847
daily_return_count_lag_1d,Revenue,0.4522885237497116,0.5041828511810457,0.4522885237497116,0.5041828511810457
COGS_lag_7d,Revenue,0.44726457958803817,0.5516698645858181,0.44726457958803817,0.5516698645858181
daily_estimated_cogs_lag_7d,Revenue,0.44726457958423205,0.5516698645858181,0.44726457958423205,0.5516698645858181
daily_refund_amount_lag_7d,Revenue,0.4465174556749327,0.46680275388407866,0.4465174556749327,0.46680275388407866
daily_customer_count_lag_7d,Revenue,0.43147905375352563,0.5455378804112841,0.43147905375352563,0.5455378804112841
daily_order_count_lag_7d,Revenue,0.4297782256387426,0.5447469346288659,0.4297782256387426,0.5447469346288659
order_status_delivered_count_lag_7d,Revenue,0.42908711382111314,0.543845947264485,0.42908711382111314,0.543845947264485
daily_return_quantity_lag_1d,Revenue,0.42800747804344286,0.47998812267333346,0.42800747804344286,0.47998812267333346
daily_refund_amount_lag_1d,Revenue,0.4176973799159034,0.4562949104113403,0.4176973799159034,0.4562949104113403
order_status_cancelled_count_lag_7d,Revenue,0.41140972632771095,0.48946274122619027,0.41140972632771095,0.48946274122619027
daily_total_quantity_lag_7d,Revenue,0.4056835940751948,0.5273287612111182,0.4056835940751948,0.5273287612111182
order_status_returned_count_lag_7d,Revenue,0.3959422983713955,0.46668644469325327,0.3959422983713955,0.46668644469325327
daily_days_of_supply_mean_rolling_28d_mean,Revenue,-0.3747208518672685,-0.4636813524013761,0.3747208518672685,0.4636813524013761
daily_stock_on_hand_sum_rolling_28d_mean,Revenue,-0.3228753829293578,-0.3332459661083109,0.3228753829293578,0.3332459661083109
order_status_paid_count_lag_7d,Revenue,0.31534545166675193,0.35130599766476883,0.31534545166675193,0.35130599766476883
order_status_shipped_count_lag_7d,Revenue,0.30012275995462,0.33630402996226616,0.30012275995462,0.33630402996226616
sessions_sum_rolling_7d_mean,Revenue,0.28344579752757254,0.3354157274628976,0.28344579752757254,0.3354157274628976
sessions_sum_lag_1d,Revenue,0.283370697388279,0.33601714798991916,0.283370697388279,0.33601714798991916
page_views_sum_rolling_7d_mean,Revenue,0.2824032927218647,0.3329810711149908,0.2824032927218647,0.3329810711149908
unique_visitors_sum_rolling_7d_mean,Revenue,0.2819849979292715,0.33583035418377005,0.2819849979292715,0.33583035418377005
unique_visitors_sum_lag_1d,Revenue,0.2814111059865146,0.3351245489229468,0.2814111059865146,0.3351245489229468
year,Revenue,-0.2776336597260871,-0.34097274464244814,0.2776336597260871,0.34097274464244814
page_views_sum_lag_1d,Revenue,0.274314231681245,0.3224683087129994,0.274314231681245,0.3224683087129994
sessions_sum_lag_7d,Revenue,0.2741597374320743,0.32535235625864445,0.2741597374320743,0.32535235625864445
unique_visitors_sum_lag_7d,Revenue,0.27317946788404696,0.32484308269566314,0.27317946788404696,0.32484308269566314
page_views_sum_rolling_28d_mean,Revenue,0.26484826860826016,0.3065275265960803,0.26484826860826016,0.3065275265960803
unique_visitors_sum_rolling_28d_mean,Revenue,0.26460376116540935,0.307680766637413,0.26460376116540935,0.307680766637413
sessions_sum_rolling_28d_mean,Revenue,0.2641383020144481,0.3063049268791729,0.2641383020144481,0.3063049268791729
daily_units_sold_sum_rolling_7d_mean,Revenue,0.2632997520772127,0.2522519309736138,0.2632997520772127,0.2522519309736138
daily_units_received_sum_rolling_7d_mean,Revenue,0.26238333350938553,0.2522928578555604,0.26238333350938553,0.2522928578555604
page_views_sum_lag_7d,Revenue,0.2591371720180764,0.30726386128884725,0.2591371720180764,0.30726386128884725
daily_units_received_sum_lag_1d,Revenue,0.22806404524842427,0.1093361181278623,0.22806404524842427,0.1093361181278623
daily_units_sold_sum_lag_1d,Revenue,0.22783553310820112,0.10933032800725982,0.22783553310820112,0.10933032800725982
daily_days_of_supply_mean_rolling_7d_mean,Revenue,-0.2197731652775747,-0.22993158319397644,0.2197731652775747,0.22993158319397644
quarter,Revenue,-0.2143947590346127,-0.24823388461309853,0.2143947590346127,0.24823388461309853
daily_inventory_product_count_rolling_28d_mean,Revenue,-0.21208234883791205,0.19470508094292155,0.21208234883791205,0.19470508094292155
daily_fill_rate_mean_rolling_28d_mean,Revenue,-0.21114732594811975,-0.33370815826326455,0.21114732594811975,0.33370815826326455
order_status_created_count_lag_7d,Revenue,0.20694073325837234,0.2277548438604554,0.20694073325837234,0.2277548438604554
month,Revenue,-0.20427117859681046,-0.23878491478061734,0.20427117859681046,0.23878491478061734
daily_discount_amount_lag_1d,Revenue,0.1809623524717027,-0.014311028342477671,0.1809623524717027,0.014311028342477671
daily_stockout_days_sum_lag_1d,Revenue,0.16692375886935298,0.10537505169419958,0.16692375886935298,0.10537505169419958
daily_inventory_product_count_lag_1d,Revenue,0.15632115303397032,0.10546202749279181,0.15632115303397032,0.10546202749279181
daily_stock_on_hand_sum_lag_1d,Revenue,0.1259222698265885,0.10251409741185387,0.1259222698265885,0.10251409741185387
daily_fill_rate_mean_lag_1d,Revenue,-0.12249256328080856,-0.06275031497350247,0.12249256328080856,0.06275031497350247
daily_stock_on_hand_sum_rolling_7d_mean,Revenue,-0.11850062567936911,-0.19012295046468694,0.11850062567936911,0.19012295046468694
daily_fill_rate_mean_rolling_7d_mean,Revenue,-0.11645193331786063,-0.15413017709975588,0.11645193331786063,0.15413017709975588
daily_days_of_supply_mean_lag_1d,Revenue,-0.11595823179023994,-0.0929395073567192,0.11595823179023994,0.0929395073567192
daily_stockout_days_sum_rolling_28d_mean,Revenue,-0.10739657611550014,0.23671658807410745,0.10739657611550014,0.23671658807410745
daily_discount_amount_rolling_28d_mean,Revenue,0.0955597395785064,-0.0032281006497663733,0.0955597395785064,0.0032281006497663733
avg_bounce_rate_rolling_28d_mean,Revenue,-0.09458093817405785,-0.10387819850324514,0.09458093817405785,0.10387819850324514
daily_stock_on_hand_sum_lag_7d,Revenue,-0.09233117930406504,-0.09721089648746802,0.09233117930406504,0.09721089648746802
daily_inventory_product_count_lag_7d,Revenue,-0.08660730089883696,-0.09509944484889499,0.08660730089883696,0.09509944484889499
daily_stockout_days_sum_lag_7d,Revenue,-0.08127837780943083,-0.09495656905527923,0.08127837780943083,0.09495656905527923
daily_inventory_product_count_rolling_7d_mean,Revenue,-0.07994713918648406,-0.1429400423504387,0.07994713918648406,0.1429400423504387
