Date,target,target_value,daily_order_count,daily_customer_count,daily_total_quantity,daily_gross_item_revenue,daily_estimated_cogs,gross_margin_rate,revenue_per_order,business_validity,check_reason
2016-05-19,Revenue,11212790.37,402,399,1898,11212790.37,9063577.588348283,0.19167510575692673,27892.513358208955,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-05-20,Revenue,10058131.11,366,365,1859,10058131.11,8217262.678124861,0.18302291050568736,27481.232540983605,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-05-25,Revenue,9916196.12,376,371,1860,9916196.12,7860116.287509604,0.20734561974355134,26372.862021276593,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-05-26,Revenue,12748857.56,461,459,2197,12748857.56,10440320.847151734,0.18107792789552515,27654.788633405642,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-05-27,Revenue,10645860.16,387,382,1879,10645860.16,8560911.947164249,0.19584591368519355,27508.682583979327,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-05-30,Revenue,15902645.06,614,605,3222,15902645.06,12868500.258959169,0.19079497709672208,25900.07338762215,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-05-31,Revenue,15273734.62,582,577,2953,15273734.62,12146387.513960466,0.20475327009446231,26243.530274914086,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-06-01,Revenue,15027967.48,559,556,2818,15027967.48,12020718.26180238,0.20011017617666554,26883.6627549195,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-06-02,Revenue,15450407.81,569,566,2892,15450407.81,12454831.834587526,0.19388329530442344,27153.61653778559,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-06-03,Revenue,14905219.23,561,558,2775,14905219.23,12099283.962061454,0.1882518617607746,26569.01823529412,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-06-15,Revenue,9864183.86,350,346,1743,9864183.86,7853426.550315386,0.20384426512504195,28183.382457142856,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-06-16,Revenue,10058421.18,342,339,1677,10058421.18,8220535.812833216,0.18272105901216598,29410.588245614035,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-06-22,Revenue,10283795.21,356,353,1789,10283795.21,8167871.691526548,0.20575317543687263,28887.065196629217,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-06-23,Revenue,9872888.2,351,348,1718,9872888.2,7950198.342688889,0.19474441734283993,28127.886609686608,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-06-29,Revenue,13343751.12,632,625,3130,13343751.12,13303063.474682994,0.003049191313154416,21113.530253164554,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-06-30,Revenue,11824115.33,552,543,2726,11824115.33,11686500.638081584,0.011638476635190218,21420.498786231885,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-07-01,Revenue,10173764.85,466,464,2334,10173764.85,10138330.52354963,0.0034829122279153206,21832.113412017166,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-07-28,Revenue,10561338.25,387,387,1889,10561338.25,8364736.753206626,0.2079851480942768,27290.279715762274,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-07-29,Revenue,9786083.49,330,329,1632,9786083.49,8009568.05080841,0.18153487468355947,29654.798454545456,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-07-31,Revenue,11015269.56,396,391,2010,11015269.56,8901256.982459093,0.19191655442338534,27816.337272727273,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-08-01,Revenue,10793582.2,382,379,1829,10793582.2,8684114.270301752,0.1954372414007279,28255.450785340312,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-08-02,Revenue,9744357.22,328,325,1603,9744357.22,7715286.945854648,0.20823028386473708,29708.40615853659,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-08-03,Revenue,9904285.99,354,353,1703,9904285.99,7903743.506856422,0.2019875518558204,27978.209011299437,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-08-28,Revenue,15158669.18,567,558,2837,15158669.18,12249721.234382162,0.19189995608836152,26734.86627865961,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-08-29,Revenue,14043471.1,525,520,2775,14043471.1,11328872.117021613,0.19329971633579968,26749.46876190476,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-08-30,Revenue,13812380.3,498,494,2527,13812380.3,11037531.676860599,0.20089575871292806,27735.70341365462,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-08-31,Revenue,12534594.92,470,467,2448,12534594.92,10091516.934270242,0.19490681634249415,26669.350893617022,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2016-09-01,Revenue,12403544.62,476,471,2511,12403544.62,10116739.784605563,0.18436704265268325,26057.866848739493,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-03-30,Revenue,17516038.82,725,718,3435,17516038.82,16224964.48809123,0.07370812221116098,24160.053544827588,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-03-31,Revenue,16556662.03,656,650,3350,16556662.03,15209810.103993393,0.08134803546509306,25238.81407012195,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-04-01,Revenue,15808755.61,599,594,3100,15808755.61,14645912.756452976,0.07355688699902671,26391.912537562603,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-04-02,Revenue,14750037.65,553,549,2831,14750037.65,13407725.544785542,0.09100397855594634,26672.762477396023,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-04-03,Revenue,11986923.68,458,456,2278,11986923.68,10898039.761804875,0.09083931366116782,26172.322445414848,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-04-26,Revenue,11677117.94,433,430,2147,11677117.94,9490915.848429862,0.18722103358322337,26967.939815242495,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-04-27,Revenue,10910842.34,400,397,1977,10910842.34,8767860.496073335,0.19640846904584636,27277.10585,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-04-29,Revenue,13969061.08,558,549,2795,13969061.08,11193381.320797231,0.1987019559943108,25034.159641577062,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-04-30,Revenue,12763691.95,485,483,2399,12763691.95,10213945.040210245,0.19976562580703777,26316.8906185567,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-01,Revenue,10437173.89,377,373,1907,10437173.89,8248934.130377342,0.20965826411080332,27684.811379310348,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-02,Revenue,10668293.77,386,384,1972,10668293.77,8545428.76801382,0.1989882398973346,27638.06676165803,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-03,Revenue,11066087.91,410,407,1974,11066087.91,8850240.814163206,0.20023761947504712,26990.45831707317,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-11,Revenue,10239562.28,359,356,1792,10239562.28,8268973.883879949,0.192448499859117,28522.457604456824,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-18,Revenue,10554187.11,389,389,1820,10554187.11,8417567.550855951,0.20244283503137542,27131.586401028275,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-24,Revenue,9809118.2,357,357,1743,9809118.2,7989958.150844281,0.1854560229481177,27476.52156862745,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-25,Revenue,12997641.6,462,456,2249,12997641.6,10345551.327556614,0.2040439605597372,28133.423376623377,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-26,Revenue,10924584.92,370,369,1804,10924584.92,8936147.485184394,0.18201491814665666,29525.90518918919,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-30,Revenue,15437626.24,588,582,2790,15437626.24,12468271.456382608,0.19234529543837428,26254.466394557825,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-05-31,Revenue,17314841.86,652,640,3245,17314841.86,13846685.08363782,0.20029965090307786,26556.5059202454,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-06-01,Revenue,17639270.88,657,649,3218,17639270.88,14102311.80714395,0.20051617178861525,26848.20529680365,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-06-02,Revenue,17528852.88,647,641,3167,17528852.88,14154253.765638836,0.19251682543644005,27092.50831530139,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-06-03,Revenue,15308256.14,573,568,2845,15308256.14,12312510.571194595,0.1956947638321918,26715.97930191972,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-06-14,Revenue,10026676.46,374,372,1802,10026676.46,8103723.851501014,0.191783650112911,26809.295347593586,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-06-21,Revenue,10655514.59,371,369,1808,10655514.59,8609715.316589776,0.1919944131013573,28721.06358490566,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-06-28,Revenue,11067229.74,500,494,2348,11067229.74,10779722.882248556,0.025978213767522223,22134.45948,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-06-29,Revenue,14575854.67,621,612,3086,14575854.67,14163551.214594288,0.02828674333921573,23471.585619967795,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-06-30,Revenue,10343460.86,489,486,2215,10343460.86,10016805.642695159,0.031580843628773475,21152.27169734151,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2017-07-27,Revenue,10162217.48,355,352,1658,10162217.48,8082143.682651287,0.20468699908201538,28625.96473239437,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-03-30,Revenue,12176690.89,498,493,2397,12176690.89,10927925.456262637,0.10255375957892938,24451.18652610442,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-03-31,Revenue,11278748.95,473,467,2391,11278748.95,10156610.770915722,0.09949136956364293,23845.135200845663,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-04-24,Revenue,10052878.22,371,368,1747,10052878.22,8047009.914596938,0.19953174266145646,27096.70679245283,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-04-28,Revenue,10502784.65,372,370,1785,10502784.65,8150501.117427866,0.22396760558163023,28233.292069892475,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-04-29,Revenue,12074392.53,479,474,2228,12074392.53,9758209.641040828,0.19182603880445478,25207.50006263048,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-04-30,Revenue,12464011.32,459,457,2235,12464011.32,10080235.108765041,0.19125273146815475,27154.708758169934,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-05-01,Revenue,13778926.53,533,527,2574,13778926.53,10888681.41177745,0.20975836642333845,25851.644521575985,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-05-02,Revenue,12779953.62,442,436,2182,12779953.62,10186293.14930067,0.20294756515712606,28913.92221719457,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-05-17,Revenue,9816742.13,377,374,1779,9816742.13,7698242.571763333,0.21580474784255135,26039.10379310345,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-05-23,Revenue,11779004.94,434,428,2157,11779004.94,9369180.794394327,0.20458639437500742,27140.564377880182,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-05-29,Revenue,10262818.32,385,383,1854,10262818.32,7905889.825742244,0.22965704122490985,26656.670961038963,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-05-30,Revenue,20905271.35,803,791,3879,20905271.35,16535857.667637879,0.20901013944504487,26033.96183063512,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-05-31,Revenue,19289944.12,782,768,3700,19289944.12,15561846.10364897,0.1932663981195608,24667.447723785168,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-06-01,Revenue,19245165.78,725,722,3466,19245165.78,15287542.59578409,0.2056424571885398,26545.056248275865,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-06-02,Revenue,17529108.34,646,638,3193,17529108.34,13707707.43721407,0.2180031537188845,27134.842631578947,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-06-03,Revenue,13779702.07,552,547,2668,13779702.07,10827445.23645089,0.21424678233264588,24963.22838768116,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-06-19,Revenue,10591854.27,408,404,2047,10591854.27,8526409.741581151,0.1950031106309773,25960.42713235294,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-06-20,Revenue,10442554.6,369,365,1851,10442554.6,8340504.643144729,0.20129652566049308,28299.60596205962,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-06-26,Revenue,10888893.34,501,500,2292,10888893.34,10123784.795262342,0.07026504127737182,21734.318043912175,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-06-27,Revenue,11081146.52,488,486,2378,11081146.52,10874461.908704612,0.018651915632282374,22707.26745901639,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-06-29,Revenue,12484085.14,563,554,2779,12484085.14,11945221.579209609,0.04316404077327532,22174.218721136767,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-06-30,Revenue,10005221.27,460,454,2191,10005221.27,9784802.478485307,0.022030376345689665,21750.481021739128,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-07-31,Revenue,12496367.04,441,440,2088,12496367.04,9909115.525833005,0.20704029432861473,28336.433197278908,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-08-01,Revenue,13786351.91,462,458,2212,13786351.91,10884999.401139753,0.2104510699379064,29840.58854978355,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-08-02,Revenue,10106943.25,368,364,1822,10106943.25,7999614.7649210235,0.20850304962383165,27464.519701086956,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
2018-08-28,Revenue,12207075.48,384,381,1906,12207075.48,9954369.461676257,0.18454100850697774,31789.2590625,likely_valid_high_volume_day,Target cao đi cùng số đơn cao
