week_start,Revenue,COGS,Gross_Profit,Margin,days_observed
2017-09-04,23406485.85,20747546.51,2658939.3399999994,0.11373948226728128,7
2017-09-11,28639654.68,25418902.919999998,3220751.760000001,0.1121889413186327,7
2017-09-18,31120226.45,27543460.28,3576766.169999999,0.11471275831329468,7
2017-09-25,41261532.26,36490973.91,4770558.350000001,0.11742512764288103,7
2017-10-02,23275179.61,18549657.48,4725522.130000001,0.2008855541943862,7
2017-10-09,27365966.78,21697271.93,5668694.850000001,0.20737718498750918,7
2017-10-16,28864002.27,22691726.13,6172276.140000001,0.212699275837103,7
2017-10-23,33743483.53,26842058.55,6901424.979999999,0.20644483486369122,7
2017-10-30,32732645.799999997,26212853.01,6519792.789999998,0.1933749322027622,7
2017-11-06,23732740.74,18922170.34,4810570.4,0.2027985745400294,7
2017-11-13,23510424.08,19218010.96,4292413.119999999,0.181291132605006,7
2017-11-20,16527556.780000001,16110899.260000002,416657.52000000025,0.02501832856522617,7
2017-11-27,25646019.25,25172502.86,473516.3899999999,0.022074173860736266,7
2017-12-04,11936574.5,11775015.67,161558.8299999996,0.016648460846071113,7
2017-12-11,17618206.69,17499746.95,118459.74000000069,0.005944146168535201,7
2017-12-18,18152160.36,17986652.19,165508.1699999997,0.011518641554441869,7
2017-12-25,29258684.580000002,28918125.47,340559.1100000008,0.014327878562722994,7
2018-01-01,14967471.85,12967777.89,1999693.96,0.1628220372120112,7
2018-01-08,17726067.55,14330716.87,3395350.6800000006,0.1914194855366056,7
2018-01-15,19239130.25,15537470.120000001,3701660.13,0.19238637811060547,7
2018-01-22,23116954.119999997,18780900.48,4336053.64,0.18826997313082836,7
2018-01-29,28698577.55,23193599.83,5504977.719999999,0.19494277469367227,7
2018-02-05,19118517.91,15090284.989999998,4028232.92,0.20977639837845646,7
2018-02-12,26984775.669999998,21368504.23,5616271.4399999995,0.20884573900645328,7
2018-02-19,27172767.37,21586281.25,5586486.120000001,0.2065154118212648,7
2018-02-26,40225346.56,32161797.22,8063549.340000001,0.1981871306847945,7
2018-03-05,24946624.770000003,19942952.17,5003672.6,0.19761737892963652,7
2018-03-12,39376128.56,31344229.57,8031898.99,0.2050725441233689,7
2018-03-19,37914240.22,33231958.81,4682281.410000001,0.12057513341722105,7
2018-03-26,61211641.18,55446516.16,5765125.019999999,0.09331899482286495,7
2018-04-02,38080470.21,34317802.58,3762667.63,0.10231258965334435,7
2018-04-09,39417392.74,34561128.33,4856264.41,0.12254218012271463,7
2018-04-16,54567141.3,42849921.71,11717219.590000002,0.21570735925288975,7
2018-04-23,66367630.9,52730927.13,13636703.77,0.20562110121923943,7
2018-04-30,61319818.25,49031195.89,12288622.359999998,0.20223890089046598,7
2018-05-07,44669243.74,35442313.769999996,9226929.97,0.20632578617627287,7
2018-05-14,57946236.04,45849319.61,12096916.43,0.2080307968601741,7
2018-05-21,53410609.23,42493355.35,10917253.879999999,0.20331561826301767,7
2018-05-28,108450583.23,85680520.28999999,22770062.940000005,0.21183085551855418,7
2018-06-04,39888619.78,31421113.630000003,8467506.15,0.21208118410045693,7
2018-06-11,58016555.42,46054726.870000005,11961828.549999997,0.20648271580962638,7
2018-06-18,61497256.91,49823849.87,11673407.04,0.18719334432657245,7
2018-06-25,70548140.96,67753714.13,2794426.8299999973,0.03942017248058816,7
2018-07-02,30187322.95,29159662.340000004,1027660.6099999996,0.027996968575754178,7
2018-07-09,36875839.56,35677802.96,1198036.6000000006,0.03210155446485518,7
2018-07-16,40941176.120000005,37877343.46,3063832.66,0.07847589451903479,7
2018-07-23,45425279.730000004,36127022.58,9298257.150000002,0.20425421157382515,7
2018-07-30,62708005.8,49559324.62,13148681.18,0.20882354610476012,7
2018-08-06,30058284.99,23609233.23,6449051.759999999,0.21517615759080594,7
2018-08-13,35932134.86,28080168.42,7851966.4399999995,0.2186249888294009,7
2018-08-20,36110518.9,28664699.07,7445819.830000002,0.20628937181958687,7
2018-08-27,61038128.32,49271176.52,11766951.799999997,0.1900886285213835,7
2018-09-03,21835021.58,19104839.56,2730182.02,0.12389083706409314,7
2018-09-10,24818551.259999998,22125280.05,2693271.209999999,0.11006766374321927,7
2018-09-17,24718352.36,21928101.6,2790250.7600000007,0.1143371010446661,7
2018-09-24,34836785.35,30393874.08,4442911.27,0.12748238279206223,7
2018-10-01,18483854.2,14680858.040000001,3802996.1599999997,0.21689640306068841,7
2018-10-08,20696486.44,16358299.280000001,4338187.159999999,0.2115344621784389,7
2018-10-15,21064079.53,16521462.04,4542617.49,0.2156447367865835,7
2018-10-22,23232264.43,18634860.17,4597404.259999999,0.20248519246478716,7
2018-10-29,26911889.03,21422388.740000002,5489500.29,0.20929604171171776,7
2018-11-05,17331944.07,13797004.08,3534939.99,0.2025082970603438,7
2018-11-12,15882910.7,12645105.15,3237805.55,0.2096442452249526,7
2018-11-19,13953409.75,13069085.01,884324.7399999998,0.057436921091436055,7
2018-11-26,13125476.53,12750981.34,374495.18999999994,0.02458945868756507,7
2018-12-03,9977017.53,9673638.74,303378.7899999998,0.02708103514702247,7
2018-12-10,12115933.370000001,11930943.4,184989.9700000002,0.014358649588573203,7
2018-12-17,12068376.66,11720455.75,347920.9099999999,0.027090067398374364,7
2018-12-24,21088105.01,20588242.62,499862.3900000008,0.02792425776806059,7
2018-12-31,12980557.04,11477516.01,1503041.0299999998,0.15978679014453284,7
2019-01-07,14351922.850000001,11468245.42,2883677.43,0.19944682337869574,7
2019-01-14,14259618.719999999,11235411.14,3024207.58,0.21137590546357016,7
2019-01-21,18104809.14,14468507.57,3636301.57,0.20059862374898435,7
2019-01-28,24077280.830000002,19318156.85,4759123.98,0.19563777761486625,7
2019-02-04,14250367.260000002,11589282.56,2661084.7,0.1854349692694782,7
2019-02-11,19947247.68,16161893.05,3785354.63,0.18879272598158064,7
2019-02-18,23716438.19,19420925.45,4295512.74,0.1783882197629015,7
2019-02-25,23973575.45,19431208.56,4542366.890000001,0.18201249600930355,7
2019-03-04,18444194.42,14806388.629999999,3637805.790000001,0.19835969043667342,7
2019-03-11,25400018.9,20384555.23,5015463.67,0.19685948569520464,7
2019-03-18,30652565.48,26794747.439999998,3857818.0400000005,0.1227360847545346,7
2019-03-25,42896043.68,38629833.519999996,4266210.16,0.10115950682513966,7
2019-04-01,29897681.8,27181681.52,2716000.2799999993,0.09520374491641358,7
2019-04-08,24411513.31,22237373.31,2174140.0,0.08929823829350123,7
2019-04-15,27946319.93,22546956.57,5399363.360000001,0.19508853747907232,7
2019-04-22,35781587.56,28333387.21,7448200.35,0.20993149481839107,7
2019-04-29,42473255.12,33790347.45,8682907.67,0.20799664938969226,7
2019-05-06,23259839.240000002,18451307.61,4808531.630000001,0.20636323670512224,7
2019-05-13,31643667.97,25064891.46,6578776.51,0.208657186140551,7
2019-05-20,30395822.3,24255210.36,6140611.940000001,0.2045736152674468,7
2019-05-27,50263744.02,40233440.87,10030303.150000004,0.19687508421878372,7
2019-06-03,26706700.61,21180670.29,5526030.32,0.20788692301112108,7
2019-06-10,28544675.58,22767938.25,5776737.33,0.20259714539098037,7
2019-06-17,30962524.32,24820315.88,6142208.4399999995,0.1969670026403,7
2019-06-24,35617957.08,33629526.29,1988430.7900000005,0.05736233506958362,7
2019-07-01,21798475.740000002,21410961.5,387514.24,0.018425887096342547,7
2019-07-08,18953470.85,18108952.39,844518.4600000004,0.04867674998411121,7
