Date,Revenue,COGS,Gross_Profit,Margin,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,sessions_lag_1d,sessions_lag_7d,sessions_rolling_7d,sessions_rolling_30d
2012-09-02,2587099.44,1946097.28,641002.1599999999,0.24776865940645865,,,,,,,,,
2012-09-03,3865505.01,3063431.08,802073.9299999997,0.20749525040713884,,,,,,,,,
2012-09-04,3645749.44,2876968.79,768780.6499999999,0.21087040199888227,,,,,,,,,
2012-09-05,2398185.51,1966376.48,431809.0299999998,0.18005655867714748,,,,,,,,,
2012-09-06,2858227.37,2147909.96,710317.4100000001,0.2485167616318782,,,,,,,,,
2012-09-07,3282753.8,2580035.06,702718.7399999998,0.21406379607267526,,,,,,,,,
2012-09-08,3666204.89,2804001.32,862203.5700000003,0.23517604603926004,,,,,,,,,
2012-09-09,4458501.42,3589475.8,869025.6200000001,0.1949142857960557,,,,,,,,,
2012-09-10,4548962.79,3517300.88,1031661.9100000001,0.2267905801005684,,,,,,,,,
2012-09-11,4021565.55,3264364.41,757201.1399999997,0.18828516670578693,,,,,,,,,
2012-09-12,3335978.29,2673690.65,662287.6400000001,0.19852876200822042,,,,,,,,,
2012-09-13,2609609.29,2103806.97,505802.31999999983,0.19382300712149894,,,,,,,,,
2012-09-14,3729228.43,2835412.27,893816.1600000001,0.2396785760855095,,,,,,,,,
2012-09-15,3605125.64,2849539.9,755585.7400000002,0.20958652081817603,,,,,,,,,
2012-09-16,4452012.44,3561492.95,890519.4900000002,0.20002628069925163,,,,,,,,,
2012-09-17,4811788.67,3932069.23,879719.44,0.18282586795317426,,,,,,,,,
2012-09-18,5078878.07,4123200.89,955677.1800000002,0.18816698625726214,,,,,,,,,
2012-09-19,3680241.62,3014323.76,665917.8600000003,0.1809440598631131,,,,,,,,,
2012-09-20,3763143.75,3080273.62,682870.1299999999,0.18146267465865473,,,,,,,,,
2012-09-21,3943768.14,2978697.93,965070.21,0.24470764399450723,,,,,,,,,
2012-09-22,3872374.03,3011266.74,861107.2899999996,0.2223719308436741,,,,,,,,,
2012-09-23,4118299.54,3294951.2,823348.3399999999,0.19992434547390883,,,,,,,,,
2012-09-24,5733263.53,4585762.62,1147500.9100000001,0.20014794435936212,,,,,,,,,
2012-09-25,5639897.53,4502395.62,1137501.9100000001,0.201688400179143,,,,,,,,,
2012-09-26,4592282.59,3670417.04,921865.5499999998,0.20074233933413052,,,,,,,,,
2012-09-27,7556892.66,6017108.13,1539784.5300000003,0.20375895216169448,,,,,,,,,
2012-09-28,4892631.14,3884590.92,1008040.2199999997,0.20603233539489751,,,,,,,,,
2012-09-29,5304374.46,4170120.63,1134253.83,0.21383366475224302,,,,,,,,,
2012-09-30,4694379.86,3812737.52,881642.3400000003,0.18780805267002834,,,,,,,,,
2012-10-01,4752532.1,3764447.04,988085.0599999996,0.2079070775766038,,,,,,,,,
2012-10-02,3233135.78,2566510.62,666625.1599999997,0.2061853276078618,,,,,,,,,
2012-10-03,3515132.03,2762823.63,752308.3999999999,0.21401995531871956,,,,,,,,,
2012-10-04,2398137.74,1902425.74,495712.00000000023,0.20670705928676147,,,,,,,,,
2012-10-05,2665953.06,2064899.19,601053.8700000001,0.22545553371446087,,,,,,,,,
2012-10-06,2205266.94,1755004.4,450262.54000000004,0.20417598061847336,,,,,,,,,
2012-10-07,3389598.07,2725469.75,664128.3199999998,0.19593128928115064,,,,,,,,,
2012-10-08,4037039.45,3285493.04,751546.4100000001,0.18616276093115713,,,,,,,,,
2012-10-09,4298675.76,3472700.63,825975.1299999999,0.19214641348060174,,,,,,,,,
2012-10-10,3548716.67,2839202.59,709514.0800000001,0.19993539805475655,,,,,,,,,
2012-10-11,3421490.39,2765374.16,656116.23,0.19176328301772608,,,,,,,,,
2012-10-12,2380119.87,1830898.15,549221.7200000002,0.23075380652992078,,,,,,,,,
2012-10-13,2798011.44,2256579.15,541432.29,0.19350610303437504,,,,,,,,,
2012-10-14,3055629.78,2516987.32,538642.46,0.176278704810895,,,,,,,,,
2012-10-15,3234517.3,2632811.8,601705.5,0.1860263662834637,,,,,,,,,
2012-10-16,3549298.21,2763325.25,785972.96,0.22144461059528722,,,,,,,,,
2012-10-17,3818048.0,3108682.75,709365.25,0.1857926484947282,,,,,,,,,
2012-10-18,2909728.89,2301277.14,608451.75,0.2091094301228868,,,,,,,,,
2012-10-19,2877379.81,2352068.71,525311.1000000001,0.182565783694715,,,,,,,,,
2012-10-20,3242557.3,2647331.71,595225.5899999999,0.18356671445713538,,,,,,,,,
2012-10-21,2395609.91,1920246.47,475363.4400000002,0.19843107094176285,,,,,,,,,
2012-10-22,3596158.34,2873316.18,722842.1599999997,0.20100398582560736,,,,,,,,,
2012-10-23,3999141.88,3151858.27,847283.6099999999,0.21186635418896413,,,,,,,,,
2012-10-24,3829179.99,3037851.31,791328.6800000002,0.20665747811974755,,,,,,,,,
2012-10-25,3104460.52,2528526.7,575933.8199999998,0.18551816532683746,,,,,,,,,
2012-10-26,2138927.17,1671777.12,467150.0499999998,0.21840390666504078,,,,,,,,,
2012-10-27,2816872.34,2296869.06,520003.2799999998,0.18460306937445373,,,,,,,,,
2012-10-28,6259883.83,5044146.85,1215736.9800000004,0.19421078937178943,,,,,,,,,
2012-10-29,5424539.1,4294440.71,1130098.3899999997,0.20833076675583365,,,,,,,,,
2012-10-30,6347274.89,5049887.71,1297387.1799999997,0.20440066051716246,,,,,,,,,
2012-10-31,4942677.89,3871571.88,1071106.0099999998,0.21670560652294496,,,,,,,,,
2012-11-01,5536748.35,4440955.34,1095793.0099999998,0.19791273518869607,,,,,,,,,
2012-11-02,1936831.08,1547786.14,389044.9400000002,0.20086673743380873,,,,,,,,,
2012-11-03,2911848.61,2151815.97,760032.6399999997,0.2610137894497199,,,,,,,,,
2012-11-04,2658832.75,2131401.7,527431.0499999998,0.19836939724772076,,,,,,,,,
2012-11-05,3332448.46,2732792.99,599655.4699999997,0.1799444094028088,,,,,,,,,
2012-11-06,3439495.01,2809375.18,630119.8299999996,0.1832012630249461,,,,,,,,,
2012-11-07,1969815.91,1538155.1,431660.8099999998,0.21913764012597495,,,,,,,,,
2012-11-08,2197716.17,1723412.77,474303.3999999999,0.21581649462951347,,,,,,,,,
2012-11-09,2920310.06,2308918.6,611391.46,0.20935840627827032,,,,,,,,,
2012-11-10,3124993.27,2475389.25,649604.02,0.2078737340768737,,,,,,,,,
2012-11-11,3484874.3,2713727.18,771147.1199999996,0.22128405607054455,,,,,,,,,
2012-11-12,3806978.06,3077336.49,729641.5699999998,0.19165899001792508,,,,,,,,,
2012-11-13,3848498.06,3048755.92,799742.1400000001,0.20780629937487877,,,,,,,,,
2012-11-14,3213518.64,2550177.92,663340.7200000002,0.2064219300747545,,,,,,,,,
2012-11-15,2996358.37,2282178.26,714180.1100000003,0.23834936339740975,,,,,,,,,
2012-11-16,2851503.98,2255928.16,595575.8199999998,0.20886375196292023,,,,,,,,,
2012-11-17,3258479.4,2499839.57,758639.8300000001,0.2328202013491324,,,,,,,,,
2012-11-18,3292697.97,2632996.71,659701.2600000002,0.20035280065483813,,,,,,,,,
2012-11-19,4654711.93,3714724.53,939987.3999999999,0.20194319522583215,,,,,,,,,
2012-11-20,3532139.01,2841184.71,690954.2999999998,0.19561922620933309,,,,,,,,,
2012-11-21,3144567.59,2465022.82,679544.77,0.21610118102120363,,,,,,,,,
2012-11-22,2661394.83,2082526.75,578868.0800000001,0.21750552510091112,,,,,,,,,
2012-11-23,3625609.77,2879673.14,745936.6299999999,0.2057410138764051,,,,,,,,,
2012-11-24,2283866.51,1759438.38,524428.1299999999,0.22962293448578128,,,,,,,,,
2012-11-25,2891169.43,2288045.69,603123.7400000002,0.20860892265314254,,,,,,,,,
2012-11-26,3626699.25,2942841.67,683857.5800000001,0.18856197684437168,,,,,,,,,
2012-11-27,4703189.22,3751057.26,952131.96,0.20244389827037407,,,,,,,,,
2012-11-28,3980270.66,3143037.5,837233.1600000001,0.21034578588180738,,,,,,,,,
2012-11-29,3116036.61,2564940.27,551096.3399999999,0.1768581082235744,,,,,,,,,
2012-11-30,3184691.98,2466641.44,718050.54,0.22546938432645536,,,,,,,,,
2012-12-01,3064822.76,2435991.34,628831.4199999999,0.20517709154574407,,,,,,,,,
2012-12-02,1765509.34,1464812.23,300697.1100000001,0.17031748469821184,,,,,,,,,
2012-12-03,2315389.05,1807129.65,508259.3999999999,0.2195136061475284,,,,,,,,,
2012-12-04,2382954.42,1864688.02,518266.3999999999,0.21748901097319348,,,,,,,,,
2012-12-05,2286277.45,1849992.69,436284.76000000024,0.19082756556952446,,,,,,,,,
2012-12-06,2733678.5,2184618.1,549060.3999999999,0.2008503926120061,,,,,,,,,
2012-12-07,2065198.04,1633326.72,431871.32000000007,0.20911859862117632,,,,,,,,,
2012-12-08,2087384.34,1719369.91,368014.43000000017,0.1763041060277381,,,,,,,,,
2012-12-09,2430122.78,1883727.02,546395.7599999998,0.22484286164339393,,,,,,,,,
2012-12-10,2542389.69,2015472.58,526917.1099999999,0.20725269303621188,,,,,,,,,
2012-12-11,3699430.17,3001083.16,698347.0099999998,0.18877150747786647,,,,,,,,,
2012-12-12,4386420.92,3545221.89,841199.0299999998,0.19177344020144785,,,,,,,,,
2012-12-13,2326824.81,1839144.84,487679.97,0.20959032579680975,,,,,,,,,
2012-12-14,2659317.57,2101555.8,557761.77,0.20973868495141784,,,,,,,,,
2012-12-15,3385542.75,2693057.28,692485.4700000002,0.20454193644431168,,,,,,,,,
2012-12-16,3484853.43,2706611.68,778241.75,0.2233212287496407,,,,,,,,,
2012-12-17,4281691.85,3433745.61,847946.2399999998,0.1980399967363368,,,,,,,,,
2012-12-18,4394537.67,3473710.24,920827.4299999997,0.20953909128738898,,,,,,,,,
2012-12-19,3785472.73,3004383.53,781089.2000000002,0.20633861493964592,,,,,,,,,
2012-12-20,3905985.95,3132486.67,773499.2800000003,0.19802920182034967,,,,,,,,,
2012-12-21,3966203.09,3174444.37,791758.7199999997,0.19962636860332833,,,,,,,,,
2012-12-22,3225123.87,2559516.54,665607.3300000001,0.20638194278100705,,,,,,,,,
2012-12-23,2151580.15,1770780.57,380799.57999999984,0.1769860072375179,,,,,,,,,
2012-12-24,3297376.6,2599138.83,698237.77,0.21175554226957272,,,,,,,,,
2012-12-25,4917024.98,3856446.89,1060578.0900000003,0.21569507869370236,,,,,,,,,
2012-12-26,3285221.25,2658633.45,626587.7999999998,0.19072925453650946,,,,,,,,,
2012-12-27,4994041.71,3924374.73,1069666.98,0.21418863560112317,,,,,,,,,
2012-12-28,8573663.31,6682336.48,1891326.83,0.2205972828200551,,,,,,,,,
2012-12-29,7842913.37,6260959.87,1581953.5,0.2017048289798973,,,,,,,,,
2012-12-30,6511908.92,5180121.12,1331787.7999999998,0.20451572900684856,,,,,,,,,
2012-12-31,5573749.22,4432224.44,1141524.7799999993,0.2048037568507611,,,,,,,,,
2013-01-01,5304546.99,4156070.2,1148476.79,0.2165079868582708,9760.0,7253.0,39093.0,0.00514,102.9,,,9760.0,9760.0
2013-01-02,1606940.44,1237497.84,369442.59999999986,0.22990435165101694,10456.0,8151.0,47611.0,0.00406,120.5,9760.0,,10108.0,10108.0
2013-01-03,2281680.01,1832133.02,449546.98999999976,0.19702455560365795,10076.0,7458.0,36963.0,0.00401,263.6,10456.0,,10097.333333333334,10097.333333333334
2013-01-04,2376895.46,1940747.07,436148.3899999999,0.18349498214784757,9973.0,8063.0,53078.0,0.00562,151.8,10076.0,,10066.25,10066.25
2013-01-05,2509462.77,1977027.71,532435.06,0.21217093409997076,10223.0,7882.0,36790.0,0.00525,168.6,9973.0,,10097.6,10097.6
2013-01-06,2603356.52,2060481.76,542874.76,0.20852878037618913,9545.0,6992.0,47160.0,0.00438,263.6,10223.0,,10005.5,10005.5
2013-01-07,3048100.39,2452517.39,595583.0,0.1953948111269393,10203.0,7354.0,32749.0,0.00443,252.1,9545.0,,10033.714285714286,10033.714285714286
2013-01-08,2449700.42,1973182.14,476518.28,0.1945210426995804,9456.0,7459.0,31482.0,0.0044,192.4,10203.0,9760.0,9990.285714285714,9961.5
2013-01-09,2049715.7,1654806.5,394909.19999999995,0.19266535354146916,9162.0,7108.0,46717.0,0.00409,312.8,9456.0,10456.0,9805.42857142857,9872.666666666666
2013-01-10,2794331.46,2122153.07,672178.3900000001,0.2405507004526944,9887.0,7878.0,38472.0,0.00544,285.4,9162.0,10076.0,9778.42857142857,9874.1
2013-01-11,2343077.25,1805692.13,537385.1200000001,0.22935015053387595,9412.0,7368.0,46916.0,0.00356,238.2,9887.0,9973.0,9698.285714285714,9832.09090909091
2013-01-12,2814596.53,2241879.07,572717.46,0.20348119309306475,8730.0,6136.0,33336.0,0.00386,193.3,9412.0,10223.0,9485.0,9740.25
2013-01-13,2919719.62,2279740.92,639978.7000000002,0.21919183459129551,8818.0,6863.0,35427.0,0.00372,308.8,8730.0,9545.0,9381.142857142857,9669.307692307691
2013-01-14,3077677.28,2477490.97,600186.3099999996,0.1950127500047697,8230.0,6203.0,35402.0,0.004,301.5,8818.0,10203.0,9099.285714285714,9566.5
2013-01-15,2536405.93,2094291.34,442114.5900000001,0.17430750526592564,8102.0,6179.0,39490.0,0.00445,314.0,8230.0,9456.0,8905.857142857143,9468.866666666667
2013-01-16,1849789.43,1445623.48,404165.94999999995,0.21849295030299745,9373.0,7503.0,37034.0,0.00446,284.4,8102.0,9162.0,8936.0,9462.875
2013-01-17,2173214.95,1763012.0,410202.9500000002,0.18875397024118584,9819.0,7503.0,48840.0,0.00495,162.5,9373.0,9887.0,8926.285714285714,9483.823529411764
2013-01-18,2099249.56,1615535.57,483713.99,0.23042233720892144,10041.0,7821.0,35761.0,0.00509,182.0,9819.0,9412.0,9016.142857142857,9514.777777777777
2013-01-19,2477132.79,2033637.15,443495.64000000013,0.17903587639320706,8746.0,6138.0,33440.0,0.00546,223.1,10041.0,8730.0,9018.42857142857,9474.315789473685
2013-01-20,2522776.58,2018671.04,504105.54000000004,0.19982171389905642,10270.0,8030.0,35184.0,0.00501,283.9,8746.0,8818.0,9225.857142857143,9514.1
2013-01-21,4100379.42,3250868.59,849510.8300000001,0.20717859080465292,10339.0,8283.0,40661.0,0.00429,152.6,10270.0,8230.0,9527.142857142857,9553.380952380952
2013-01-22,3538734.12,2801650.02,737084.1000000001,0.20829033066773608,10100.0,7469.0,39597.0,0.00504,250.0,10339.0,8102.0,9812.57142857143,9578.227272727272
2013-01-23,2836455.88,2322088.98,514366.8999999999,0.18134140693914122,9307.0,7261.0,39117.0,0.00451,243.9,10100.0,9373.0,9803.142857142857,9566.434782608696
2013-01-24,2522924.71,2102458.71,420466.0,0.16665816396875355,9698.0,7034.0,36976.0,0.00503,144.4,9307.0,9819.0,9785.857142857143,9571.916666666666
2013-01-25,2823082.71,2273250.41,549832.2999999998,0.19476308577583257,10600.0,7868.0,42453.0,0.00385,195.6,9698.0,10041.0,9865.714285714286,9613.04
2013-01-26,2312290.79,1869897.73,442393.06000000006,0.19132241581085918,10226.0,8004.0,42655.0,0.00566,245.5,10600.0,8746.0,10077.142857142857,9636.615384615385
2013-01-27,3818881.29,3023842.24,795039.0499999998,0.20818637439238125,8604.0,6327.0,44601.0,0.00554,222.6,10226.0,10270.0,9839.142857142857,9598.37037037037
2013-01-28,5008712.77,4035190.91,973521.8599999994,0.19436567930805893,9701.0,7636.0,51697.0,0.00447,258.0,8604.0,10339.0,9748.0,9602.035714285714
2013-01-29,4833870.43,4015854.7,818015.7299999995,0.16922582883546583,8638.0,6928.0,42663.0,0.00329,299.3,9701.0,10100.0,9539.142857142857,9568.793103448275
2013-01-30,4296295.37,3414688.28,881607.0900000003,0.20520169450081369,8596.0,6245.0,30451.0,0.00394,173.9,8638.0,9307.0,9437.57142857143,9536.366666666667
2013-01-31,3378679.46,2731823.14,646856.3199999998,0.19145240845072645,8915.0,6530.0,47230.0,0.00344,109.4,8596.0,9698.0,9325.714285714286,9508.2
2013-02-01,4073777.92,3289266.58,784511.3399999999,0.1925758731590356,15758.0,11220.0,63433.0,0.00409,116.7,8915.0,10600.0,10062.57142857143,9684.933333333332
2013-02-02,2351969.75,1915236.16,436733.5900000001,0.18568843838233892,15027.0,12295.0,56597.0,0.0039,208.2,15758.0,10226.0,10748.42857142857,9849.966666666667
2013-02-03,2743224.75,2293960.05,449264.7000000002,0.16377247252526436,14372.0,10507.0,72606.0,0.0043,215.7,15027.0,8604.0,11572.42857142857,9996.6
2013-02-04,3599084.22,2986552.92,612531.3000000003,0.17019087705594182,15623.0,12726.0,62972.0,0.00524,194.6,14372.0,9701.0,12418.42857142857,10176.6
2013-02-05,3829186.14,3181079.49,648106.6499999999,0.16925441237494918,14177.0,11064.0,62917.0,0.00429,138.2,15623.0,8638.0,13209.714285714286,10331.0
2013-02-06,2313071.08,1919077.04,393994.04000000004,0.17033373656636613,14103.0,10525.0,66736.0,0.00367,286.6,14177.0,8596.0,13996.42857142857,10461.0
2013-02-07,2839296.13,2338660.54,500635.58999999985,0.17632383769705623,14761.0,10967.0,66344.0,0.005,190.5,14103.0,8915.0,14831.57142857143,10637.833333333334
2013-02-08,2648161.4,2136088.4,512073.0,0.19336925611860364,14467.0,10993.0,59452.0,0.00549,227.1,14761.0,15758.0,14647.142857142857,10814.666666666666
2013-02-09,2957587.36,2354253.06,603334.2999999998,0.20399542821957417,14578.0,10995.0,47223.0,0.00548,237.0,14467.0,15027.0,14583.0,10971.033333333333
2013-02-10,3380985.73,2832001.18,548984.5499999998,0.1623741103456239,16602.0,12760.0,61322.0,0.00387,199.5,14578.0,14372.0,14901.57142857143,11210.7
2013-02-11,4189315.44,3426089.62,763225.8199999998,0.18218389876127347,15063.0,11080.0,60064.0,0.00526,223.3,16602.0,15623.0,14821.57142857143,11421.8
2013-02-12,3967295.55,3276616.25,690679.2999999998,0.17409323084084316,15368.0,11408.0,65858.0,0.00363,162.4,15063.0,14177.0,14991.714285714286,11640.133333333333
2013-02-13,3156812.35,2628245.52,528566.8300000001,0.167436886136105,13346.0,9812.0,50414.0,0.0047,193.8,15368.0,14103.0,14883.57142857143,11810.666666666666
2013-02-14,3286622.13,2725794.93,560827.1999999997,0.17063939139240195,17180.0,13040.0,85934.0,0.00387,254.4,13346.0,14761.0,15229.142857142857,12113.266666666666
2013-02-15,2860640.37,2293142.09,567498.2800000003,0.198381553288364,13633.0,10416.0,74873.0,0.00565,238.7,17180.0,14467.0,15110.0,12255.266666666666
2013-02-16,3339909.75,2755975.45,583934.2999999998,0.17483535296125885,15360.0,12159.0,73050.0,0.00487,203.7,13633.0,14578.0,15221.714285714286,12439.966666666667
2013-02-17,3433567.61,2907659.44,525908.1699999999,0.1531666854231538,14662.0,10421.0,77351.0,0.00468,314.8,15360.0,16602.0,14944.57142857143,12594.0
2013-02-18,4473211.04,3823113.82,650097.2200000002,0.14533122050060937,13304.0,9946.0,43820.0,0.00573,140.6,14662.0,15063.0,14693.285714285714,12745.933333333332
2013-02-19,4318301.23,3421155.04,897146.1900000004,0.2077544252279965,16231.0,11522.0,82447.0,0.00365,173.8,13304.0,15368.0,14816.57142857143,12944.633333333333
2013-02-20,3392471.04,2787089.48,605381.56,0.17844855648347702,14347.0,11037.0,75545.0,0.00396,224.8,16231.0,13346.0,14959.57142857143,13078.233333333334
2013-02-21,3412803.18,2676550.95,736252.23,0.21573240271066554,14194.0,11525.0,54818.0,0.00546,118.2,14347.0,17180.0,14533.0,13214.7
2013-02-22,3535377.38,2908690.59,626686.79,0.17726163932179712,15750.0,12758.0,61771.0,0.00439,239.1,14194.0,13633.0,14835.42857142857,13429.466666666667
2013-02-23,4286140.45,3439856.85,846283.6000000001,0.1974465395785152,14540.0,11603.0,61974.0,0.00358,189.1,15750.0,15360.0,14718.285714285714,13590.866666666667
2013-02-24,5419232.89,4431878.1,987354.79,0.18219456702478054,13758.0,9915.0,63623.0,0.00527,147.8,14540.0,14662.0,14589.142857142857,13696.133333333333
2013-02-25,9128225.25,7430696.94,1697528.3099999996,0.18596477009591755,13676.0,10852.0,72244.0,0.00518,177.9,13758.0,13304.0,14642.285714285714,13811.133333333333
2013-02-26,6762535.71,5653323.87,1109211.8399999999,0.16402306583901202,15824.0,11642.0,60025.0,0.00333,169.9,13676.0,16231.0,14584.142857142857,14051.8
2013-02-27,5716765.68,4880975.48,835790.1999999993,0.14619983514874432,15908.0,11989.0,72791.0,0.00323,290.3,15824.0,14347.0,14807.142857142857,14258.7
2013-02-28,4367566.41,3573846.75,793719.6600000001,0.18173041586332744,15284.0,11512.0,56308.0,0.00441,286.2,15908.0,14194.0,14962.857142857143,14480.233333333334
2013-03-01,2693901.21,2256905.73,436995.48,0.16221659442366856,20573.0,15216.0,82066.0,0.0047,125.7,15284.0,15750.0,15651.857142857143,14879.466666666667
2013-03-02,279813.94,236576.31,43237.630000000005,0.1545227875351743,18275.0,14004.0,64834.0,0.00437,161.4,20573.0,14540.0,16185.42857142857,15191.466666666667
2013-03-03,1959484.08,1505793.8,453690.28,0.23153557848757822,19075.0,15498.0,69465.0,0.00346,286.8,18275.0,13758.0,16945.0,15302.033333333333
2013-03-04,1412869.43,1130489.5,282379.92999999993,0.19986272192186927,21760.0,16400.0,112923.0,0.00459,204.5,19075.0,13676.0,18099.85714285714,15526.466666666667
2013-03-05,2440470.72,1954056.55,486414.17000000016,0.19931161886670787,21169.0,15161.0,90533.0,0.00389,283.0,21760.0,15824.0,18863.428571428572,15753.033333333333
2013-03-06,3247761.18,2622451.1,625310.0800000001,0.19253573318466724,19422.0,13780.0,66932.0,0.00558,143.8,21169.0,15908.0,19365.428571428572,15879.666666666666
2013-03-07,4017685.67,3191424.08,826261.5899999999,0.20565610599397635,20205.0,14897.0,74215.0,0.00534,308.2,19422.0,15284.0,20068.428571428572,16080.6
2013-03-08,3622255.55,2838056.23,784199.3199999998,0.21649475283432165,21327.0,17243.0,72483.0,0.00557,127.9,20205.0,20573.0,20176.14285714286,16321.4
2013-03-09,3263371.09,2560913.71,702457.3799999999,0.21525513361093113,20046.0,15758.0,91235.0,0.00377,314.3,21327.0,18275.0,20429.14285714286,16497.566666666666
